source_block,dataset,model,feature_set,mean_full_pool_mape,n_feature_trials,best_acquisition,best_median_relative_improvement_pct,best_representative_trial,best_representative_relative_improvement_pct,worst_acquisition,worst_median_relative_improvement_pct,worst_representative_trial,worst_representative_relative_improvement_pct,random_acquisition,panel_a_labelled_n,panel_a_labelled_fraction,best_operational_labelled_n,worst_operational_labelled_n,embedding_reference_trial,panel_c_endpoint_labelled_fraction,index,source_index,cell_name,lifetime,split_assignment,embedding_x,embedding_y,best_selected,worst_selected,best_trial_pool,worst_trial_pool,selection_membership,role,acquisition,nominal_fraction,plot_fraction,mape_mean,mape_min,mape_max,mape_sd,n_trials,labelled_n,achieved_fraction,mape_sem,signed_error_grid,density_mean,density_sem,bandwidth,n_holdout_samples,trial,pool_n,fraction_distance,panel,panel_c_endpoint_fraction
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,36.0,36.0,5-6,2460.0,holdout,0.03319556444968169,0.6318616446743357,False,True,False,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,37.0,37.0,5-7,1448.0,pool,0.19275444429122937,0.8436302560194225,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,38.0,38.0,6-1,1609.0,pool,0.36203160434657367,0.8495972860179684,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,39.0,39.0,6-2,1908.0,pool,0.6542334573460827,0.056139903160216206,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,40.0,40.0,6-3,1804.0,holdout,0.8447418295907979,0.13853527610358993,False,False,False,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,41.0,41.0,6-4,1717.0,pool,0.30241283343020264,0.8897514352251635,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,42.0,42.0,6-5,2178.0,pool,0.1701824257758693,0.8334610011095888,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,43.0,43.0,6-6,2468.0,pool,0.974233635314813,0.09321749868821984,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,44.0,44.0,6-8,2450.0,pool,0.4895540495450452,0.6027497992528811,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,45.0,45.0,7-1,1690.0,pool,0.18428880035355244,0.8587889038951104,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,46.0,46.0,7-2,2030.0,pool,0.6093153069999163,0.4396217814968059,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,47.0,47.0,7-3,1295.0,pool,0.6776327698396086,1.0,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,48.0,48.0,7-4,1393.0,pool,0.7681032580568731,0.9751053344274199,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,49.0,49.0,7-5,1875.0,pool,0.39662244438899596,0.19376793267768658,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,50.0,50.0,7-6,1419.0,pool,0.6821462230500824,0.968678297057843,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,51.0,51.0,7-7,1685.0,pool,0.8990481939465464,0.9752633950920305,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,52.0,52.0,7-8,1938.0,pool,0.47218030347858087,0.1679612656402165,True,False,True,True,best_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,53.0,53.0,8-1,1308.0,pool,0.7771169289956268,0.9423983122394075,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,54.0,54.0,8-2,2041.0,holdout,0.3556432867874139,0.6783983556179289,False,False,False,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,55.0,55.0,8-3,2290.0,pool,0.5758608304844604,0.18132449469697323,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,56.0,56.0,8-4,1885.0,holdout,0.48507212103574743,0.9080204045332223,False,False,False,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,57.0,57.0,8-5,1348.0,pool,0.8163727173222223,0.9324696600081139,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,58.0,58.0,8-6,2365.0,pool,0.24763743800034377,0.5679182435393727,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,59.0,59.0,8-7,2047.0,holdout,0.6813357476424762,0.9313924016336388,False,False,False,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,60.0,60.0,8-8,1679.0,pool,0.6516634269957242,0.1736898507535101,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,61.0,61.0,9-1,2057.0,holdout,0.4636508878308026,0.36789760996149456,False,False,False,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,62.0,62.0,9-2,2143.0,pool,0.5622764690656882,0.2751787473179859,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,63.0,63.0,9-3,1905.0,pool,0.49776798711645154,0.29934955711041855,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,64.0,64.0,9-4,1975.0,holdout,0.5284348542080555,0.31476679544248654,False,False,False,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,65.0,65.0,9-5,2168.0,pool,0.6712404044599658,0.3719745920303478,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,66.0,66.0,9-6,1742.0,pool,0.5963915840630638,0.37700471182167805,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,67.0,67.0,9-7,2012.0,pool,0.48964421697417565,0.2694115305255471,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,68.0,68.0,9-8,2308.0,pool,0.8861556614162522,0.24243307464684624,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,69.0,69.0,10-1,1702.0,pool,0.6987547475019769,0.8828765386877766,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,70.0,70.0,10-2,1697.0,pool,0.6459188293508143,0.40503562475934407,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,71.0,71.0,10-3,1848.0,pool,0.5499277320907737,0.8850989258041562,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,72.0,72.0,10-4,1811.0,pool,0.5704986818198206,0.22579438291622309,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,HUST,GPR,set4_features_metadata,,,exploration,,5.0,,coverage,,2.0,,,18.0,0.2903225806451613,,,,,73.0,73.0,10-5,2030.0,pool,0.723018220369422,0.23311188590937723,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
