source_block,dataset,model,feature_set,mean_full_pool_mape,n_feature_trials,best_acquisition,best_median_relative_improvement_pct,best_representative_trial,best_representative_relative_improvement_pct,worst_acquisition,worst_median_relative_improvement_pct,worst_representative_trial,worst_representative_relative_improvement_pct,random_acquisition,panel_a_labelled_n,panel_a_labelled_fraction,best_operational_labelled_n,worst_operational_labelled_n,embedding_reference_trial,panel_c_endpoint_labelled_fraction,index,source_index,cell_name,lifetime,split_assignment,embedding_x,embedding_y,best_selected,worst_selected,best_trial_pool,worst_trial_pool,selection_membership,role,acquisition,nominal_fraction,plot_fraction,mape_mean,mape_min,mape_max,mape_sd,n_trials,labelled_n,achieved_fraction,mape_sem,signed_error_grid,density_mean,density_sem,bandwidth,n_holdout_samples,trial,pool_n,fraction_distance,panel,panel_c_endpoint_fraction
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,37.0,37.0,cell40,478.0,pool,0.8862357683943106,0.10372020224493124,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,38.0,38.0,cell41,328.0,pool,0.44786309701279015,0.4024160286604557,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,39.0,39.0,cell42,387.0,pool,0.3481193040657302,0.336657839210522,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,40.0,40.0,cell43,271.0,holdout,0.8488107942468579,0.3294581946727322,False,False,False,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,41.0,41.0,cell44,253.0,pool,0.7939580975908183,0.36247123568261647,True,False,True,False,best_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,42.0,42.0,cell45,422.0,pool,0.40541581199501653,0.5703492338932218,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,43.0,43.0,cell46,476.0,pool,0.43988668152384053,0.43397238126379184,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,44.0,44.0,cell47,251.0,pool,0.6212624931222669,0.019261512781811905,True,False,True,True,best_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,45.0,45.0,cell48,291.0,pool,0.6895097863398261,0.04430702372407454,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,46.0,46.0,cell49,354.0,pool,0.5619769143515886,0.8486745576355537,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,47.0,47.0,cell50,402.0,pool,0.46753608215968717,0.7970949416945048,True,False,True,True,best_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,48.0,48.0,cell51,513.0,pool,0.3474465998416358,0.684099230583346,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,49.0,49.0,cell52,457.0,pool,0.5697001769548422,0.81816026158976,False,False,False,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,50.0,50.0,cell53,424.0,pool,0.8920867674291121,0.1305475808806997,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,51.0,51.0,cell54,340.0,pool,0.7282552015676289,0.17287824273468338,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,52.0,52.0,cell55,342.0,pool,0.5581318733507908,0.5035319609041532,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,53.0,53.0,cell56,412.0,pool,0.7909224866528839,0.14139706103881672,True,False,True,False,best_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,54.0,54.0,cell57,369.0,pool,0.6135407643350415,0.9229162545020432,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,55.0,55.0,cell58,409.0,pool,0.47515463478860664,0.7661678353268522,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,56.0,56.0,cell59,488.0,pool,0.38035227751811534,0.7265568910130757,False,False,True,False,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,57.0,57.0,cell60,522.0,pool,0.9599381819577695,0.09476949067956246,True,False,True,False,best_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,58.0,58.0,cell63,252.0,pool,0.14054684004239565,0.8597621712929857,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,59.0,59.0,cell64,286.0,pool,0.22765045158592317,0.8670597902120216,True,True,True,True,overlap,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,60.0,60.0,cell65,254.0,pool,0.7323307357135358,0.4786285198264282,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,61.0,61.0,cell66,247.0,pool,0.856702411820693,0.33323741894781966,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,62.0,62.0,cell67,244.0,pool,0.8491991253678,0.517431666487286,True,False,True,True,best_only,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,63.0,63.0,cell68,334.0,pool,0.7909090605007983,0.011875477919538333,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,64.0,64.0,cell69,632.0,pool,0.6085182810599209,0.0,False,False,True,True,background,,,,,,,,,,,,,,,,,,,,,,
embedding,LSD_Second,GPR,set1_dQn_m,,,diversity_oneshot,,8.0,,diversity_iterative,,1.0,,,18.0,0.3103448275862069,,,,,65.0,65.0,cell70,664.0,pool,0.8326377922711251,0.15076865389077285,False,True,True,True,worst_only,,,,,,,,,,,,,,,,,,,,,,
