dataset,feature_set,model,trial,acquisition,labelled_n,pool_n,holdout_mape,budget_total,labelled_fraction,b0_labelled_n,early_alc_eligible
KIT,set2_early_soh,AE_ENet,3,diversity_iterative,24,66,24.519467422970543,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,3,diversity_iterative,30,66,24.4425927190515,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,3,diversity_iterative,36,66,22.8711565949277,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,3,diversity_iterative,42,66,23.36804877976929,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,3,diversity_iterative,48,66,24.978415095011545,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,3,diversity_iterative,54,66,26.2531405003967,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,3,diversity_iterative,60,66,27.975424164664016,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,diversity_iterative,66,66,28.654735646352357,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,3,coverage,6,66,19.408628738671585,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,coverage,12,66,24.874067515059632,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,3,coverage,18,66,30.4038738663107,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,3,coverage,24,66,27.917196613963192,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,3,coverage,30,66,27.74573106113472,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,3,coverage,36,66,28.433557568790818,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,3,coverage,42,66,30.40215667119279,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,3,coverage,48,66,25.716389559169016,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,3,coverage,54,66,29.25358330251072,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,3,coverage,60,66,28.4613913556884,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,coverage,66,66,28.654735646352357,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,3,exploration,6,66,19.408628738671585,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,exploration,12,66,24.874067515059632,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,3,exploration,18,66,28.9732947866814,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,3,exploration,24,66,27.50207213347236,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,3,exploration,30,66,26.71862371493961,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,3,exploration,36,66,24.39729028803256,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,3,exploration,42,66,24.0626283161392,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,3,exploration,48,66,28.84862505576764,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,3,exploration,54,66,27.25109996118154,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,3,exploration,60,66,27.60963108048292,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,exploration,66,66,28.654735646352357,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,3,exploitation,6,66,19.408628738671585,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,exploitation,12,66,27.036073491085173,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,3,exploitation,18,66,21.98778979711566,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,3,exploitation,24,66,19.90265781125436,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,3,exploitation,30,66,19.20173024227359,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,3,exploitation,36,66,29.969307188525747,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,3,exploitation,42,66,34.55417987927086,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,3,exploitation,48,66,33.89353904722747,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,3,exploitation,54,66,30.842133609218564,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,3,exploitation,60,66,28.510295195854408,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,exploitation,66,66,28.654735646352357,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,3,hybrid,6,66,19.408628738671585,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,hybrid,12,66,31.088164566087467,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,3,hybrid,18,66,31.67982107071918,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,3,hybrid,24,66,34.66717010554446,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,3,hybrid,30,66,30.653018118924752,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,3,hybrid,36,66,30.778936855457715,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,3,hybrid,42,66,28.36616214838018,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,3,hybrid,48,66,32.156841135131565,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,3,hybrid,54,66,31.35423734071553,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,3,hybrid,60,66,28.386423656022124,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,3,hybrid,66,66,28.654735646352357,66,1.0,6,False
KIT,set2_early_soh,GPR,4,random_selection,6,66,34.55290213849838,6,0.09090909090909091,6,False
KIT,set2_early_soh,GPR,4,random_selection,12,66,30.38820979441291,12,0.18181818181818182,6,True
KIT,set2_early_soh,GPR,4,random_selection,18,66,39.39231263750815,18,0.2727272727272727,6,True
KIT,set2_early_soh,GPR,4,random_selection,24,66,39.04895994075779,24,0.36363636363636365,6,True
KIT,set2_early_soh,GPR,4,random_selection,30,66,42.525896922856376,30,0.45454545454545453,6,True
KIT,set2_early_soh,GPR,4,random_selection,36,66,42.11207523140651,36,0.5454545454545454,6,True
KIT,set2_early_soh,GPR,4,random_selection,42,66,38.24436542787073,42,0.6363636363636364,6,False
KIT,set2_early_soh,GPR,4,random_selection,48,66,34.80588423512192,48,0.7272727272727273,6,False
KIT,set2_early_soh,GPR,4,random_selection,54,66,33.10377684800089,54,0.8181818181818182,6,False
KIT,set2_early_soh,GPR,4,random_selection,60,66,32.565255198370544,60,0.9090909090909091,6,False
KIT,set2_early_soh,GPR,4,random_selection,66,66,33.30840408619218,66,1.0,6,False
KIT,set2_early_soh,GPR,4,diversity_oneshot,6,66,42.5650323827558,6,0.09090909090909091,6,False
KIT,set2_early_soh,GPR,4,diversity_oneshot,12,66,64.05548552682836,12,0.18181818181818182,6,True
KIT,set2_early_soh,GPR,4,diversity_oneshot,18,66,39.8018113070558,18,0.2727272727272727,6,True
KIT,set2_early_soh,GPR,4,diversity_oneshot,24,66,42.94995172862303,24,0.36363636363636365,6,True
KIT,set2_early_soh,GPR,4,diversity_oneshot,30,66,38.01806365702371,30,0.45454545454545453,6,True
KIT,set2_early_soh,GPR,4,diversity_oneshot,36,66,48.95555711959866,36,0.5454545454545454,6,True
KIT,set2_early_soh,GPR,4,diversity_oneshot,42,66,45.34328083294924,42,0.6363636363636364,6,False
KIT,set2_early_soh,GPR,4,diversity_oneshot,48,66,37.305859484687225,48,0.7272727272727273,6,False
KIT,set2_early_soh,GPR,4,diversity_oneshot,54,66,33.357570797755656,54,0.8181818181818182,6,False
KIT,set2_early_soh,GPR,4,diversity_oneshot,60,66,32.55520340813411,60,0.9090909090909091,6,False
KIT,set2_early_soh,GPR,4,diversity_oneshot,66,66,33.30840408619218,66,1.0,6,False
KIT,set2_early_soh,GPR,4,diversity_iterative,6,66,42.5650323827558,6,0.09090909090909091,6,False
KIT,set2_early_soh,GPR,4,diversity_iterative,12,66,36.55287929330384,12,0.18181818181818182,6,True
KIT,set2_early_soh,GPR,4,diversity_iterative,18,66,40.37434567254978,18,0.2727272727272727,6,True
KIT,set2_early_soh,GPR,4,diversity_iterative,24,66,30.700997582327783,24,0.36363636363636365,6,True
KIT,set2_early_soh,GPR,4,diversity_iterative,30,66,33.30002923284818,30,0.45454545454545453,6,True
KIT,set2_early_soh,GPR,4,diversity_iterative,36,66,31.77633538269596,36,0.5454545454545454,6,True
KIT,set2_early_soh,GPR,4,diversity_iterative,42,66,28.24422536413924,42,0.6363636363636364,6,False
KIT,set2_early_soh,GPR,4,diversity_iterative,48,66,29.196736904438172,48,0.7272727272727273,6,False
KIT,set2_early_soh,GPR,4,diversity_iterative,54,66,28.097439204141693,54,0.8181818181818182,6,False
KIT,set2_early_soh,GPR,4,diversity_iterative,60,66,34.324326643876034,60,0.9090909090909091,6,False
KIT,set2_early_soh,GPR,4,diversity_iterative,66,66,33.30840408619218,66,1.0,6,False
KIT,set2_early_soh,GPR,4,coverage,6,66,34.55290213849838,6,0.09090909090909091,6,False
KIT,set2_early_soh,GPR,4,coverage,12,66,59.19867941927188,12,0.18181818181818182,6,True
KIT,set2_early_soh,GPR,4,coverage,18,66,54.48988835224476,18,0.2727272727272727,6,True
KIT,set2_early_soh,GPR,4,coverage,24,66,38.74474579765094,24,0.36363636363636365,6,True
KIT,set2_early_soh,GPR,4,coverage,30,66,41.245079453275466,30,0.45454545454545453,6,True
KIT,set2_early_soh,GPR,4,coverage,36,66,40.773395795380615,36,0.5454545454545454,6,True
KIT,set2_early_soh,GPR,4,coverage,42,66,39.2734862341112,42,0.6363636363636364,6,False
KIT,set2_early_soh,GPR,4,coverage,48,66,27.445562494028064,48,0.7272727272727273,6,False
KIT,set2_early_soh,GPR,4,coverage,54,66,32.58607022976626,54,0.8181818181818182,6,False
KIT,set2_early_soh,GPR,4,coverage,60,66,32.70033513215825,60,0.9090909090909091,6,False
KIT,set2_early_soh,GPR,4,coverage,66,66,33.30840408619218,66,1.0,6,False
KIT,set2_early_soh,GPR,4,exploration,6,66,34.55290213849838,6,0.09090909090909091,6,False
KIT,set2_early_soh,GPR,4,exploration,12,66,59.19867941927188,12,0.18181818181818182,6,True
KIT,set2_early_soh,GPR,4,exploration,18,66,57.603850329934914,18,0.2727272727272727,6,True
KIT,set2_early_soh,GPR,4,exploration,24,66,33.199592061867904,24,0.36363636363636365,6,True
KIT,set2_early_soh,GPR,4,exploration,30,66,28.750089996347032,30,0.45454545454545453,6,True
KIT,set2_early_soh,GPR,4,exploration,36,66,17.646652958122054,36,0.5454545454545454,6,True
KIT,set2_early_soh,GPR,4,exploration,42,66,29.649115084359583,42,0.6363636363636364,6,False
KIT,set2_early_soh,GPR,4,exploration,48,66,28.64997349113653,48,0.7272727272727273,6,False
KIT,set2_early_soh,GPR,4,exploration,54,66,37.911704391034576,54,0.8181818181818182,6,False
KIT,set2_early_soh,GPR,4,exploration,60,66,34.03778484689416,60,0.9090909090909091,6,False
KIT,set2_early_soh,GPR,4,exploration,66,66,33.30840408619218,66,1.0,6,False
KIT,set2_early_soh,GPR,4,exploitation,6,66,34.55290213849838,6,0.09090909090909091,6,False
KIT,set2_early_soh,GPR,4,exploitation,12,66,27.332432649338696,12,0.18181818181818182,6,True
KIT,set2_early_soh,GPR,4,exploitation,18,66,34.524001837482096,18,0.2727272727272727,6,True
KIT,set2_early_soh,GPR,4,exploitation,24,66,59.65038725470468,24,0.36363636363636365,6,True
KIT,set2_early_soh,GPR,4,exploitation,30,66,56.02029523814417,30,0.45454545454545453,6,True
KIT,set2_early_soh,GPR,4,exploitation,36,66,41.18479983546116,36,0.5454545454545454,6,True
KIT,set2_early_soh,GPR,4,exploitation,42,66,35.340642909744616,42,0.6363636363636364,6,False
KIT,set2_early_soh,GPR,4,exploitation,48,66,33.39714710433586,48,0.7272727272727273,6,False
KIT,set2_early_soh,GPR,4,exploitation,54,66,34.8454859414073,54,0.8181818181818182,6,False
KIT,set2_early_soh,GPR,4,exploitation,60,66,31.738328714023307,60,0.9090909090909091,6,False
KIT,set2_early_soh,GPR,4,exploitation,66,66,33.30840408619218,66,1.0,6,False
KIT,set2_early_soh,GPR,4,hybrid,6,66,34.55290213849838,6,0.09090909090909091,6,False
KIT,set2_early_soh,GPR,4,hybrid,12,66,50.7778331857592,12,0.18181818181818182,6,True
KIT,set2_early_soh,GPR,4,hybrid,18,66,29.36982248929726,18,0.2727272727272727,6,True
KIT,set2_early_soh,GPR,4,hybrid,24,66,34.500650608036246,24,0.36363636363636365,6,True
KIT,set2_early_soh,GPR,4,hybrid,30,66,47.00841558105122,30,0.45454545454545453,6,True
KIT,set2_early_soh,GPR,4,hybrid,36,66,48.69998151051461,36,0.5454545454545454,6,True
KIT,set2_early_soh,GPR,4,hybrid,42,66,42.66606254927039,42,0.6363636363636364,6,False
KIT,set2_early_soh,GPR,4,hybrid,48,66,38.99671914028411,48,0.7272727272727273,6,False
KIT,set2_early_soh,GPR,4,hybrid,54,66,34.502589914069894,54,0.8181818181818182,6,False
KIT,set2_early_soh,GPR,4,hybrid,60,66,33.512789677666525,60,0.9090909090909091,6,False
KIT,set2_early_soh,GPR,4,hybrid,66,66,33.30840408619218,66,1.0,6,False
KIT,set2_early_soh,RF,4,random_selection,6,66,37.4367913988528,6,0.09090909090909091,6,False
KIT,set2_early_soh,RF,4,random_selection,12,66,47.87860092040105,12,0.18181818181818182,6,True
KIT,set2_early_soh,RF,4,random_selection,18,66,67.18739369650972,18,0.2727272727272727,6,True
KIT,set2_early_soh,RF,4,random_selection,24,66,68.93686849121974,24,0.36363636363636365,6,True
KIT,set2_early_soh,RF,4,random_selection,30,66,68.84545944958683,30,0.45454545454545453,6,True
KIT,set2_early_soh,RF,4,random_selection,36,66,61.38993475290612,36,0.5454545454545454,6,True
KIT,set2_early_soh,RF,4,random_selection,42,66,56.65612685600478,42,0.6363636363636364,6,False
KIT,set2_early_soh,RF,4,random_selection,48,66,44.27513487750082,48,0.7272727272727273,6,False
KIT,set2_early_soh,RF,4,random_selection,54,66,44.263933557806936,54,0.8181818181818182,6,False
KIT,set2_early_soh,RF,4,random_selection,60,66,48.3121620444405,60,0.9090909090909091,6,False
KIT,set2_early_soh,RF,4,random_selection,66,66,48.12081163686452,66,1.0,6,False
KIT,set2_early_soh,RF,4,diversity_oneshot,6,66,31.722599405114742,6,0.09090909090909091,6,False
KIT,set2_early_soh,RF,4,diversity_oneshot,12,66,43.811475036406144,12,0.18181818181818182,6,True
KIT,set2_early_soh,RF,4,diversity_oneshot,18,66,53.59405749423824,18,0.2727272727272727,6,True
KIT,set2_early_soh,RF,4,diversity_oneshot,24,66,55.029854719128224,24,0.36363636363636365,6,True
KIT,set2_early_soh,RF,4,diversity_oneshot,30,66,49.07627837039504,30,0.45454545454545453,6,True
KIT,set2_early_soh,RF,4,diversity_oneshot,36,66,70.39732502331042,36,0.5454545454545454,6,True
KIT,set2_early_soh,RF,4,diversity_oneshot,42,66,68.12187394080311,42,0.6363636363636364,6,False
KIT,set2_early_soh,RF,4,diversity_oneshot,48,66,55.75234320387783,48,0.7272727272727273,6,False
KIT,set2_early_soh,RF,4,diversity_oneshot,54,66,58.26219318266337,54,0.8181818181818182,6,False
KIT,set2_early_soh,RF,4,diversity_oneshot,60,66,47.16794397792719,60,0.9090909090909091,6,False
KIT,set2_early_soh,RF,4,diversity_oneshot,66,66,48.12081163686452,66,1.0,6,False
KIT,set2_early_soh,RF,4,diversity_iterative,6,66,31.722599405114742,6,0.09090909090909091,6,False
KIT,set2_early_soh,RF,4,diversity_iterative,12,66,41.03697890322587,12,0.18181818181818182,6,True
KIT,set2_early_soh,RF,4,diversity_iterative,18,66,44.51674579590568,18,0.2727272727272727,6,True
KIT,set2_early_soh,RF,4,diversity_iterative,24,66,44.651545230339984,24,0.36363636363636365,6,True
KIT,set2_early_soh,RF,4,diversity_iterative,30,66,56.34287616551092,30,0.45454545454545453,6,True
KIT,set2_early_soh,RF,4,diversity_iterative,36,66,56.04106588893699,36,0.5454545454545454,6,True
KIT,set2_early_soh,RF,4,diversity_iterative,42,66,44.473916724907546,42,0.6363636363636364,6,False
KIT,set2_early_soh,RF,4,diversity_iterative,48,66,52.54307868401181,48,0.7272727272727273,6,False
KIT,set2_early_soh,RF,4,diversity_iterative,54,66,57.31744521882569,54,0.8181818181818182,6,False
KIT,set2_early_soh,RF,4,diversity_iterative,60,66,51.9216600106394,60,0.9090909090909091,6,False
KIT,set2_early_soh,RF,4,diversity_iterative,66,66,48.12081163686452,66,1.0,6,False
KIT,set2_early_soh,RF,4,coverage,6,66,37.4367913988528,6,0.09090909090909091,6,False
KIT,set2_early_soh,RF,4,coverage,12,66,48.11872488384815,12,0.18181818181818182,6,True
KIT,set2_early_soh,RF,4,coverage,18,66,48.56676487182612,18,0.2727272727272727,6,True
KIT,set2_early_soh,RF,4,coverage,24,66,52.16474901137691,24,0.36363636363636365,6,True
KIT,set2_early_soh,RF,4,coverage,30,66,53.34816141341003,30,0.45454545454545453,6,True
KIT,set2_early_soh,RF,4,coverage,36,66,52.68234391482686,36,0.5454545454545454,6,True
KIT,set2_early_soh,RF,4,coverage,42,66,56.42001623644818,42,0.6363636363636364,6,False
KIT,set2_early_soh,RF,4,coverage,48,66,50.73374305955569,48,0.7272727272727273,6,False
KIT,set2_early_soh,RF,4,coverage,54,66,57.87339406375619,54,0.8181818181818182,6,False
KIT,set2_early_soh,RF,4,coverage,60,66,49.9710318608422,60,0.9090909090909091,6,False
KIT,set2_early_soh,RF,4,coverage,66,66,48.12081163686452,66,1.0,6,False
KIT,set2_early_soh,RF,4,exploration,6,66,37.4367913988528,6,0.09090909090909091,6,False
KIT,set2_early_soh,RF,4,exploration,12,66,47.01849106075401,12,0.18181818181818182,6,True
KIT,set2_early_soh,RF,4,exploration,18,66,42.86050490712961,18,0.2727272727272727,6,True
KIT,set2_early_soh,RF,4,exploration,24,66,20.960323819057653,24,0.36363636363636365,6,True
KIT,set2_early_soh,RF,4,exploration,30,66,38.116075716967096,30,0.45454545454545453,6,True
KIT,set2_early_soh,RF,4,exploration,36,66,42.19929617634575,36,0.5454545454545454,6,True
KIT,set2_early_soh,RF,4,exploration,42,66,47.55246751495182,42,0.6363636363636364,6,False
KIT,set2_early_soh,RF,4,exploration,48,66,43.72177872792585,48,0.7272727272727273,6,False
KIT,set2_early_soh,RF,4,exploration,54,66,47.83685597979668,54,0.8181818181818182,6,False
KIT,set2_early_soh,RF,4,exploration,60,66,43.59531022644013,60,0.9090909090909091,6,False
KIT,set2_early_soh,RF,4,exploration,66,66,48.12081163686452,66,1.0,6,False
KIT,set2_early_soh,RF,4,exploitation,6,66,37.4367913988528,6,0.09090909090909091,6,False
KIT,set2_early_soh,RF,4,exploitation,12,66,60.844153376419065,12,0.18181818181818182,6,True
KIT,set2_early_soh,RF,4,exploitation,18,66,52.92243317616087,18,0.2727272727272727,6,True
KIT,set2_early_soh,RF,4,exploitation,24,66,44.212393334351646,24,0.36363636363636365,6,True
KIT,set2_early_soh,RF,4,exploitation,30,66,40.87599981700666,30,0.45454545454545453,6,True
KIT,set2_early_soh,RF,4,exploitation,36,66,38.2042415763781,36,0.5454545454545454,6,True
KIT,set2_early_soh,RF,4,exploitation,42,66,48.13448217904676,42,0.6363636363636364,6,False
KIT,set2_early_soh,RF,4,exploitation,48,66,50.09645302392477,48,0.7272727272727273,6,False
KIT,set2_early_soh,RF,4,exploitation,54,66,51.383296527522205,54,0.8181818181818182,6,False
KIT,set2_early_soh,RF,4,exploitation,60,66,50.75104829039403,60,0.9090909090909091,6,False
KIT,set2_early_soh,RF,4,exploitation,66,66,48.12081163686452,66,1.0,6,False
KIT,set2_early_soh,RF,4,hybrid,6,66,37.4367913988528,6,0.09090909090909091,6,False
KIT,set2_early_soh,RF,4,hybrid,12,66,50.443578048151615,12,0.18181818181818182,6,True
KIT,set2_early_soh,RF,4,hybrid,18,66,52.90537022531559,18,0.2727272727272727,6,True
KIT,set2_early_soh,RF,4,hybrid,24,66,56.12162108915854,24,0.36363636363636365,6,True
KIT,set2_early_soh,RF,4,hybrid,30,66,59.00565362779271,30,0.45454545454545453,6,True
KIT,set2_early_soh,RF,4,hybrid,36,66,69.36414870369396,36,0.5454545454545454,6,True
KIT,set2_early_soh,RF,4,hybrid,42,66,61.62307366959487,42,0.6363636363636364,6,False
KIT,set2_early_soh,RF,4,hybrid,48,66,60.58683651077771,48,0.7272727272727273,6,False
KIT,set2_early_soh,RF,4,hybrid,54,66,51.55607895757289,54,0.8181818181818182,6,False
KIT,set2_early_soh,RF,4,hybrid,60,66,48.58575768021238,60,0.9090909090909091,6,False
KIT,set2_early_soh,RF,4,hybrid,66,66,48.12081163686452,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,4,random_selection,6,66,31.53447855089597,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,random_selection,12,66,24.85701113352424,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,4,random_selection,18,66,36.09056682374519,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,4,random_selection,24,66,32.16110671792919,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,4,random_selection,30,66,28.05366710100928,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,4,random_selection,36,66,30.236902500068545,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,4,random_selection,42,66,28.593217692484927,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,4,random_selection,48,66,28.016149876837137,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,4,random_selection,54,66,29.67384473351528,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,4,random_selection,60,66,30.455239956110365,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,random_selection,66,66,30.357391653896844,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,6,66,31.8397210626567,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,12,66,27.459011869433525,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,18,66,32.09433489416957,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,24,66,33.5388954270998,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,30,66,32.39917597798271,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,36,66,38.41753208633,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,42,66,34.89066856253487,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,48,66,30.56646057102268,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,54,66,29.83947776559624,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,60,66,31.47655719801597,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_oneshot,66,66,30.357391653896844,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,6,66,31.8397210626567,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,12,66,29.00767488671469,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,18,66,25.882170603362717,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,24,66,23.61651869762074,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,30,66,25.40353490221465,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,36,66,25.42435032901556,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,42,66,24.20550289594068,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,48,66,25.022493486720087,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,54,66,25.68469656050325,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,60,66,30.121108764994712,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,diversity_iterative,66,66,30.357391653896844,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,4,coverage,6,66,31.53447855089597,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,coverage,12,66,24.76766352261849,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,4,coverage,18,66,21.79059663802436,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,4,coverage,24,66,25.098566859199018,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,4,coverage,30,66,26.631168378599845,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,4,coverage,36,66,31.75024407198308,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,4,coverage,42,66,32.08933176810106,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,4,coverage,48,66,29.996206110888057,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,4,coverage,54,66,30.125550817720026,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,4,coverage,60,66,32.01872638746274,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,coverage,66,66,30.357391653896844,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,4,exploration,6,66,31.53447855089597,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,exploration,12,66,25.015918796277862,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,4,exploration,18,66,23.998495915979124,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,4,exploration,24,66,28.04421053982875,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,4,exploration,30,66,23.97549936297876,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,4,exploration,36,66,26.960290968283275,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,4,exploration,42,66,30.150373050314958,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,4,exploration,48,66,29.46166839780464,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,4,exploration,54,66,30.57865279910309,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,4,exploration,60,66,30.16597114302429,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,exploration,66,66,30.357391653896844,66,1.0,6,False
KIT,set2_early_soh,AE_ENet,4,exploitation,6,66,31.53447855089597,6,0.09090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,exploitation,12,66,26.29359242774018,12,0.18181818181818182,6,True
KIT,set2_early_soh,AE_ENet,4,exploitation,18,66,30.826538991137117,18,0.2727272727272727,6,True
KIT,set2_early_soh,AE_ENet,4,exploitation,24,66,34.17171497072577,24,0.36363636363636365,6,True
KIT,set2_early_soh,AE_ENet,4,exploitation,30,66,30.66006756077424,30,0.45454545454545453,6,True
KIT,set2_early_soh,AE_ENet,4,exploitation,36,66,34.55351514877816,36,0.5454545454545454,6,True
KIT,set2_early_soh,AE_ENet,4,exploitation,42,66,30.566226172082377,42,0.6363636363636364,6,False
KIT,set2_early_soh,AE_ENet,4,exploitation,48,66,29.19862451592652,48,0.7272727272727273,6,False
KIT,set2_early_soh,AE_ENet,4,exploitation,54,66,29.27980099735836,54,0.8181818181818182,6,False
KIT,set2_early_soh,AE_ENet,4,exploitation,60,66,31.2415488566277,60,0.9090909090909091,6,False
KIT,set2_early_soh,AE_ENet,4,exploitation,66,66,30.357391653896844,66,1.0,6,False
