acquisition,mean_relative_improvement_pct,median_relative_improvement_pct,q25_relative_improvement_pct,q75_relative_improvement_pct,n_configurations
coverage,1.1780730905752697,1.3261043580888763,-4.167115120975604,5.694143657942881,120
diversity_iterative,-1.9150515174496312,-1.5027482884916616,-7.419099268175426,4.043587147641094,120
diversity_oneshot,3.4849199124917822,1.6233149333441186,-3.566138641855551,6.223509310102031,120
exploitation,-12.824795755178162,-8.118859354471189,-17.155576208304858,-2.770445917006839,120
exploration,-0.35320409264189734,0.2788168666393781,-6.165296478398601,4.30322975788759,120
hybrid,2.834801706572043,1.7751958880788117,-3.011535748449951,7.383614677116436,120
random_selection,0.0,0.0,0.0,0.0,120
