dataset,feature_set,model,acquisition,mean_relative_improvement_pct,median_relative_improvement_pct,q25_relative_improvement_pct,q75_relative_improvement_pct,mean_delta_alc_mape,median_delta_alc_mape,mean_absolute_alc_mape,mean_baseline_alc_mape,n_trials
Formation,set4_features_metadata,RF,exploitation,-6.245575419146506,-5.126496802206013,-15.334926388306776,6.527342440297959,-0.4784902941416764,-0.616646615187288,12.839570822985724,12.361080528844045,10
Formation,set4_features_metadata,RF,exploration,3.022294948345767,2.8817602885325027,-4.689023882039609,7.667876311371548,0.5795002130118772,0.3540120550847927,11.78158031583217,12.361080528844045,10
Formation,set4_features_metadata,RF,hybrid,0.24556338756807752,-0.6653964477171024,-6.625280891515957,4.685001235053809,0.1790160220407074,-0.13530053784722273,12.18206450680334,12.361080528844045,10
Formation,set4_features_metadata,RF,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,12.361080528844045,12.361080528844045,10
Formation,set5_features_metadata_corr95,AE_ENet,coverage,-2.702154861369711,-1.0791491244708793,-11.925510533996919,5.776353911747144,-0.23285739682635603,-0.14173255368984528,11.92705156201318,11.694194165186826,10
Formation,set5_features_metadata_corr95,AE_ENet,diversity_iterative,-8.697320042446893,-2.5418804864713613,-13.806684188156153,6.368123617644141,-0.8349927351423576,-0.2804391023023074,12.529186900329183,11.694194165186826,10
Formation,set5_features_metadata_corr95,AE_ENet,diversity_oneshot,5.230440900516543,5.6078109420478555,0.24106425273018597,12.797047596040175,0.6796955114233938,0.572967814411812,11.01449865376343,11.694194165186826,10
Formation,set5_features_metadata_corr95,AE_ENet,exploitation,-3.981348060916342,-2.6326452517403096,-17.659671648717435,7.459362346688064,-0.3439558425800794,-0.27661244236925686,12.038150007766905,11.694194165186826,10
Formation,set5_features_metadata_corr95,AE_ENet,exploration,-5.574614739987079,-3.899854196585817,-18.557141605860252,6.513277373956939,-0.6154832593554325,-0.39469404347707826,12.309677424542258,11.694194165186826,10
Formation,set5_features_metadata_corr95,AE_ENet,hybrid,0.026790990166873918,-0.5815151998200674,-7.094257251256814,7.72307647920737,0.06837159010063054,-0.08936725925203426,11.625822575086193,11.694194165186826,10
Formation,set5_features_metadata_corr95,AE_ENet,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,11.694194165186826,11.694194165186826,10
Formation,set5_features_metadata_corr95,GPR,coverage,-4.039757802802802,-3.7017842298831436,-6.206351370800421,0.3413233375510627,-0.47435634187366116,-0.42432889449844513,12.255720408972888,11.78136406709923,10
