dataset,feature_set,model,acquisition,mean_alc_mape,median_alc_mape,sd_trial_alc_mape,mean_alc_area_mape_fraction,n_trials,min_checkpoints,max_checkpoints
Formation,set2_early_soh,AE_ENet,exploitation,19.08196917497188,18.691552323443943,2.630030732130654,7.841905140399402,10,6,6
Formation,set2_early_soh,AE_ENet,exploration,17.36965535180396,17.295373265065773,3.2653991656520343,7.138214528138613,10,6,6
Formation,set2_early_soh,AE_ENet,hybrid,18.299315033841236,17.833940101449198,2.919023457636053,7.52026645226352,10,6,6
Formation,set2_early_soh,AE_ENet,random_selection,18.777583603570594,18.687380930189484,2.13930778743197,7.716815179549559,10,6,6
Formation,set2_early_soh,GPR,coverage,19.48815071079192,18.334681856782375,3.357265685118739,8.008829059229557,10,6,6
Formation,set2_early_soh,GPR,diversity_iterative,20.142696343857658,19.104275734962474,3.419803598847079,8.27782041528397,10,6,6
Formation,set2_early_soh,GPR,diversity_oneshot,19.585638040328547,18.739240359881887,3.4812176052974757,8.0488923453405,10,6,6
Formation,set2_early_soh,GPR,exploitation,20.360596999840986,20.144398850748264,2.3136964691632627,8.367368630071637,10,6,6
Formation,set2_early_soh,GPR,exploration,18.263207300610517,17.347912483585958,4.035521161433943,7.505427657785144,10,6,6
Formation,set2_early_soh,GPR,hybrid,18.812257105062244,18.457462743788305,2.6484903869772163,7.731064563724209,10,6,6
Formation,set2_early_soh,GPR,random_selection,19.816436128434276,19.052684660835332,2.528852441574292,8.143740874699017,10,6,6
Formation,set2_early_soh,RF,coverage,19.84859291244168,18.110917104134494,4.380953624625974,8.15695599141439,10,6,6
Formation,set2_early_soh,RF,diversity_iterative,20.594528489787713,19.75307583469492,3.484445039004203,8.463504858816869,10,6,6
Formation,set2_early_soh,RF,diversity_oneshot,19.852813325520813,19.27711027181614,3.367188167528494,8.158690407748278,10,6,6
Formation,set2_early_soh,RF,exploitation,19.189331345778736,17.655470112381757,4.098912427745834,7.886026580457015,10,6,6
Formation,set2_early_soh,RF,exploration,20.288482425515653,19.811194894655905,2.944042007735444,8.33773250363657,10,6,6
Formation,set2_early_soh,RF,hybrid,19.926057190272335,19.185634765795662,3.9275426754964444,8.188790626139314,10,6,6
Formation,set2_early_soh,RF,random_selection,20.24707737321163,19.15955251538966,3.5304042572781564,8.320716728717109,10,6,6
Formation,set3_features,AE_ENet,coverage,11.559057750427046,11.414343515203345,1.418063606606952,4.750297705654949,10,6,6
Formation,set3_features,AE_ENet,diversity_iterative,11.407979948963462,11.579763900533543,1.8143183971203463,4.688210937930189,10,6,6
Formation,set3_features,AE_ENet,diversity_oneshot,11.02698972907857,11.254436699559609,1.0624597988004623,4.531639614689824,10,6,6
Formation,set3_features,AE_ENet,exploitation,11.188187681004782,10.976644344985026,1.0514372880527276,4.59788534835813,10,6,6
Formation,set3_features,AE_ENet,exploration,11.602503178447943,11.3032148823608,1.5838368631030844,4.7681519911429895,10,6,6
Formation,set3_features,AE_ENet,hybrid,11.088218493833633,11.088011106886617,1.5016428414581278,4.556802120753548,10,6,6
Formation,set3_features,AE_ENet,random_selection,11.179938092280508,11.408180267142749,1.3501406712347872,4.594495106416646,10,6,6
Formation,set3_features,GPR,coverage,11.87831235414937,11.517381407255183,1.6838145466377543,4.881498227732618,10,6,6
Formation,set3_features,GPR,diversity_iterative,11.481886805324601,11.717437259597048,1.9695775483169355,4.718583618626548,10,6,6
Formation,set3_features,GPR,diversity_oneshot,11.072797162422567,11.378648366371557,1.4697919669314659,4.550464587296945,10,6,6
Formation,set3_features,GPR,exploitation,11.851124608806826,11.422528424076159,1.9962151578755185,4.870325181701435,10,6,6
Formation,set3_features,GPR,exploration,12.164311685579463,11.603712903005542,1.9452232135183871,4.999032199553204,10,6,6
Formation,set3_features,GPR,hybrid,11.810909132891823,11.230689150151468,2.102373779883062,4.85379827379116,10,6,6
Formation,set3_features,GPR,random_selection,11.48343631958466,11.616475834745458,1.4005567910000938,4.719220405308764,10,6,6
Formation,set3_features,RF,coverage,13.718230391669323,13.710784766848274,1.5139312404201852,5.6376289280832825,10,6,6
Formation,set3_features,RF,diversity_iterative,13.25355517646933,13.563265032008857,1.4107708899906821,5.446666510877806,10,6,6
Formation,set3_features,RF,diversity_oneshot,13.208442914270687,13.511294090225261,1.7946301477125033,5.428127225042749,10,6,6
Formation,set3_features,RF,exploitation,12.250850635136779,12.642427634260027,1.5703005160372716,5.034596151426073,10,6,6
Formation,set3_features,RF,exploration,12.106731533706114,12.316188990027761,1.4925114327748856,4.975369123440869,10,6,6
Formation,set3_features,RF,hybrid,12.408991072501232,12.262590325062867,1.5338996859392904,5.09958537226078,10,6,6
Formation,set3_features,RF,random_selection,12.413569002318564,12.758053735489876,2.6843093269674423,5.101466713281601,10,6,6
Formation,set4_features_metadata,AE_ENet,coverage,11.891771066536089,11.647467982341162,1.8304829360581467,4.887029205425789,10,6,6
Formation,set4_features_metadata,AE_ENet,diversity_iterative,11.87702798999461,11.448920849051945,1.365224286112253,4.8809704068471,10,6,6
Formation,set4_features_metadata,AE_ENet,diversity_oneshot,11.154313855388471,11.098321306403733,1.1884620530319927,4.583964598104851,10,6,6
Formation,set4_features_metadata,AE_ENet,exploitation,12.342645881672386,11.6453494042555,1.67832287085757,5.072320225344816,10,6,6
Formation,set4_features_metadata,AE_ENet,exploration,11.764337554275917,10.971495534738171,1.697209083486768,4.834659268880513,10,6,6
Formation,set4_features_metadata,AE_ENet,hybrid,11.521219733643168,11.650181479324257,1.5873110014036547,4.734747835743767,10,6,6
Formation,set4_features_metadata,AE_ENet,random_selection,11.687398297864226,11.894125170246795,1.4812104002309847,4.803040396382558,10,6,6
Formation,set4_features_metadata,GPR,coverage,12.106193483904255,11.460426739343822,2.2078529222630645,4.9751480070839404,10,6,6
Formation,set4_features_metadata,GPR,diversity_iterative,11.740900667208013,11.541960710165647,1.5047694377433056,4.825027671455348,10,6,6
Formation,set4_features_metadata,GPR,diversity_oneshot,11.225871416133518,11.061410550715934,1.2772499694308916,4.6133718148493905,10,6,6
Formation,set4_features_metadata,GPR,exploitation,12.301797366588733,11.971012764040387,2.0190285921544358,5.055533164351534,10,6,6
Formation,set4_features_metadata,GPR,exploration,12.490181078010776,12.110618118488583,2.1714083829165305,5.132951127949634,10,6,6
Formation,set4_features_metadata,GPR,hybrid,12.320028340066466,11.510728964341522,2.6347997674526376,5.063025345232794,10,6,6
Formation,set4_features_metadata,GPR,random_selection,11.601995046117311,11.69207232389466,1.6246064887465588,4.767943169637251,10,6,6
Formation,set4_features_metadata,RF,coverage,13.749423845514974,14.015349566933484,2.20607597731635,5.650448155691084,10,6,6
Formation,set4_features_metadata,RF,diversity_iterative,12.680958015481027,12.893389728828119,1.625369976823277,5.211352609101792,10,6,6
Formation,set4_features_metadata,RF,diversity_oneshot,13.046486798515549,13.065712731908484,1.7999018077993016,5.361569917198169,10,6,6
Formation,set4_features_metadata,RF,exploitation,12.839570822985724,12.517752202363196,2.4618614697028303,5.276535954651667,10,6,6
Formation,set4_features_metadata,RF,exploration,11.78158031583217,11.59936612515781,2.119998315049403,4.841745335273494,10,6,6
Formation,set4_features_metadata,RF,hybrid,12.18206450680334,12.423213180138598,2.193801054665917,5.006327879508222,10,6,6
Formation,set4_features_metadata,RF,random_selection,12.361080528844045,12.884973895204906,2.671469248956743,5.079896107744128,10,6,6
Formation,set5_features_metadata_corr95,AE_ENet,coverage,11.92705156201318,11.76893128632067,1.732175419029898,4.901528039183499,10,6,6
Formation,set5_features_metadata_corr95,AE_ENet,diversity_iterative,12.529186900329183,11.9487047962656,1.5832551235090848,5.148980917943499,10,6,6
Formation,set5_features_metadata_corr95,AE_ENet,diversity_oneshot,11.01449865376343,11.159713757045438,1.2922371160413435,4.526506296067163,10,6,6
Formation,set5_features_metadata_corr95,AE_ENet,exploitation,12.038150007766905,11.545055085948835,1.611734415882526,4.947184934698727,10,6,6
Formation,set5_features_metadata_corr95,AE_ENet,exploration,12.309677424542258,12.258020697485879,1.9470603028088542,5.058771544332434,10,6,6
Formation,set5_features_metadata_corr95,AE_ENet,hybrid,11.625822575086193,11.408683976991181,1.6893763779873696,4.7777353048299425,10,6,6
Formation,set5_features_metadata_corr95,AE_ENet,random_selection,11.694194165186826,11.874845777280548,1.4362254614019214,4.805833218569928,10,6,6
Formation,set5_features_metadata_corr95,GPR,coverage,12.255720408972888,11.844391387508589,2.0036938701134996,5.036597428345023,10,6,6
Formation,set5_features_metadata_corr95,GPR,diversity_iterative,12.234019115460054,11.86811341164686,1.8811712345500136,5.027679088545228,10,6,6
Formation,set5_features_metadata_corr95,GPR,diversity_oneshot,11.272723008411571,11.417383664600518,1.3970529718384588,4.632625893867769,10,6,6
Formation,set5_features_metadata_corr95,GPR,exploitation,12.261481926564604,11.333988121261891,1.9683773488162004,5.038965175300523,10,6,6
Formation,set5_features_metadata_corr95,GPR,exploration,12.42169176608744,11.803933396753571,2.1691736002756548,5.1048048353784,10,6,6
Formation,set5_features_metadata_corr95,GPR,hybrid,12.51273077548549,11.17655659916181,2.891987974806051,5.142218126911845,10,6,6
Formation,set5_features_metadata_corr95,GPR,random_selection,11.78136406709923,11.680537387246995,1.623824921518579,4.841656465931189,10,6,6
Formation,set5_features_metadata_corr95,RF,coverage,13.93222877485922,13.977480952471144,1.9835612361746457,5.725573469120227,10,6,6
Formation,set5_features_metadata_corr95,RF,diversity_iterative,13.112856990196647,13.845627195355847,1.850452842712596,5.388845338436978,10,6,6
Formation,set5_features_metadata_corr95,RF,diversity_oneshot,12.696220275764073,13.333611180524793,1.5753825750686945,5.217624770861947,10,6,6
Formation,set5_features_metadata_corr95,RF,exploitation,12.488182986273364,12.181681797517076,1.7645053810005236,5.132129994358917,10,6,6
Formation,set5_features_metadata_corr95,RF,exploration,11.681338751399005,12.248671724216848,1.717887835070991,4.80055017180781,10,6,6
Formation,set5_features_metadata_corr95,RF,hybrid,11.74321404712335,12.321664195006925,2.2548218260870274,4.825978375530143,10,6,6
Formation,set5_features_metadata_corr95,RF,random_selection,12.391763999871536,12.714715277895273,2.6389143878003383,5.092505753371864,10,6,6
HUST,set1_dQn_m,AE_ENet,coverage,14.28586307303649,13.615996649523602,3.781308549334188,5.530011512143159,10,5,5
HUST,set1_dQn_m,AE_ENet,diversity_iterative,15.97779053339776,13.929411828781191,4.683098811530107,6.184951174218488,10,5,5
HUST,set1_dQn_m,AE_ENet,diversity_oneshot,13.207124918614046,12.337797759982834,2.616502405258922,5.112435452366727,10,5,5
HUST,set1_dQn_m,AE_ENet,exploitation,16.31969172718839,14.785836633762209,4.549076156205532,6.317300023427763,10,5,5
HUST,set1_dQn_m,AE_ENet,exploration,13.859522766360328,12.55260402568209,3.3435079746923013,5.364976554720128,10,5,5
HUST,set1_dQn_m,AE_ENet,hybrid,13.919165848233146,11.793678990009887,4.319602476693299,5.388064199316058,10,5,5
HUST,set1_dQn_m,AE_ENet,random_selection,13.862237515053831,12.717512400552913,3.4340467167645263,5.3660274251821285,10,5,5
HUST,set1_dQn_m,GPR,coverage,15.45354941480303,14.195019811518474,4.766149247495082,5.982019128310851,10,5,5
HUST,set1_dQn_m,GPR,diversity_iterative,17.540031090125606,16.30395870770402,5.847746502652905,6.78968945424217,10,5,5
HUST,set1_dQn_m,GPR,diversity_oneshot,14.192473116031413,14.65971395134531,4.090354049907196,5.493860561044419,10,5,5
HUST,set1_dQn_m,GPR,exploitation,15.86514240820301,16.422599289051178,3.984227013826027,6.14134544833665,10,5,5
HUST,set1_dQn_m,GPR,exploration,15.017868477049612,14.644666482294586,4.708304398452615,5.8133684427288825,10,5,5
HUST,set1_dQn_m,GPR,hybrid,15.598803779068955,13.35357038939014,6.205764174307553,6.038246624155726,10,5,5
HUST,set1_dQn_m,GPR,random_selection,16.033267236816073,16.479174819637777,3.899344250749351,6.206426027154609,10,5,5
HUST,set1_dQn_m,RF,coverage,14.750096121440857,14.772017978064689,4.644823441482904,5.709714627654526,10,5,5
HUST,set1_dQn_m,RF,diversity_iterative,17.216543331457693,16.12538570968485,5.67092159648739,6.66446838637072,10,5,5
HUST,set1_dQn_m,RF,diversity_oneshot,14.198458600406122,14.118630978515316,4.690739161220761,5.496177522737854,10,5,5
HUST,set1_dQn_m,RF,exploitation,15.117075048894781,14.672741164524297,4.369568554884806,5.851770986668948,10,5,5
HUST,set1_dQn_m,RF,exploration,15.793273952551989,13.882164817625261,6.032264480237421,6.113525400987866,10,5,5
HUST,set1_dQn_m,RF,hybrid,14.83321641099919,13.517069331506878,5.065632316108605,5.74189022361259,10,5,5
HUST,set1_dQn_m,RF,random_selection,13.884470034771521,12.25307932795711,5.099957937801229,5.374633561847041,10,5,5
HUST,set2_early_soh,AE_ENet,coverage,21.72873804107462,19.46116284245911,7.301580329468512,8.411124402996629,10,5,5
HUST,set2_early_soh,AE_ENet,diversity_iterative,18.97491544311915,18.82198283769029,5.188620928469783,7.3451285586267705,10,5,5
HUST,set2_early_soh,AE_ENet,diversity_oneshot,21.099693982294347,21.503989090306014,4.8769521400410065,8.167623477017168,10,5,5
HUST,set2_early_soh,AE_ENet,exploitation,25.62959436975719,26.1289113204341,6.47647919714516,9.921133304422138,10,5,5
HUST,set2_early_soh,AE_ENet,exploration,21.773126719589435,21.574982869680216,7.213003419502582,8.428307117260427,10,5,5
HUST,set2_early_soh,AE_ENet,hybrid,21.355018758218087,19.770083664941925,7.306479523155319,8.266458874148936,10,5,5
HUST,set2_early_soh,AE_ENet,random_selection,21.169818764669536,19.7956786018501,5.955096589297929,8.194768554065629,10,5,5
HUST,set2_early_soh,GPR,coverage,18.60653737023832,17.730168805223855,6.668617949063223,7.202530594930963,10,5,5
HUST,set2_early_soh,GPR,diversity_iterative,19.40085681713546,20.51356237072255,5.042913904234677,7.510009090504051,10,5,5
HUST,set2_early_soh,GPR,diversity_oneshot,18.146320585365636,17.260967626096676,4.368062415525607,7.02438216207702,10,5,5
HUST,set2_early_soh,GPR,exploitation,16.901062665874854,16.326192740207574,4.286563917717216,6.542346838403169,10,5,5
HUST,set2_early_soh,GPR,exploration,18.308705444731924,17.05757512328806,6.9499809820650995,7.0872408173155845,10,5,5
HUST,set2_early_soh,GPR,hybrid,18.48913395691906,17.037017480915875,6.673907879711665,7.157084112355766,10,5,5
HUST,set2_early_soh,GPR,random_selection,17.49416468383592,17.395475084674455,4.8761593592772865,6.771934716323583,10,5,5
HUST,set2_early_soh,RF,coverage,21.070304104718655,19.016596707633454,7.683432363314448,8.156246750213674,10,5,5
HUST,set2_early_soh,RF,diversity_iterative,19.57119866468257,20.233505505655046,5.474803785823576,7.575947870199705,10,5,5
HUST,set2_early_soh,RF,diversity_oneshot,20.729980001393393,21.179192136364538,5.488175021234141,8.024508387636152,10,5,5
HUST,set2_early_soh,RF,exploitation,19.16322524472408,19.888781293661022,4.4895080053110945,7.418022675377065,10,5,5
HUST,set2_early_soh,RF,exploration,19.793043750217418,19.82704251689224,6.936495423104817,7.661823387180936,10,5,5
HUST,set2_early_soh,RF,hybrid,20.672558334848183,20.30831376407256,6.468137669556758,8.002280645747685,10,5,5
HUST,set2_early_soh,RF,random_selection,18.022638528693815,17.99027406370081,6.1080436857477975,6.976505236913735,10,5,5
HUST,set3_features,AE_ENet,coverage,11.749171000473424,11.27759326489651,2.6151321138740427,4.548066193731648,10,5,5
HUST,set3_features,AE_ENet,diversity_iterative,11.29165979059959,11.341389149559273,2.280420247177706,4.3709650802321,10,5,5
HUST,set3_features,AE_ENet,diversity_oneshot,12.167545237358478,11.213595072408175,2.5582766494250246,4.710017511235541,10,5,5
HUST,set3_features,AE_ENet,exploitation,13.593428272776851,11.423150479351566,4.727917206205622,5.261972234623298,10,5,5
HUST,set3_features,AE_ENet,exploration,11.949905932191093,11.16990435413943,2.937759438397839,4.62577003826752,10,5,5
HUST,set3_features,AE_ENet,hybrid,11.602752524098719,11.769611936264287,2.0342456469592305,4.491388073844666,10,5,5
HUST,set3_features,AE_ENet,random_selection,12.196173118926996,12.49356169498984,2.9097947578524144,4.721099271842709,10,5,5
HUST,set3_features,GPR,coverage,13.815019604511287,13.709395669476727,3.531395626332153,5.347749524326951,10,5,5
HUST,set3_features,GPR,diversity_iterative,14.575667514259061,14.219699690462313,2.8420604551997775,5.6421938764873785,10,5,5
HUST,set3_features,GPR,diversity_oneshot,15.329713332628558,15.50915268941305,3.0947398458258957,5.934082580372345,10,5,5
HUST,set3_features,GPR,exploitation,15.623822607794605,14.487760956974181,3.7819051902207286,6.047931332049525,10,5,5
HUST,set3_features,GPR,exploration,13.92800628403306,13.815642645302578,3.253641978582299,5.391486303496669,10,5,5
HUST,set3_features,GPR,hybrid,14.219174950817415,13.986957325562713,3.766705041065913,5.50419675515513,10,5,5
HUST,set3_features,GPR,random_selection,14.348361636945706,12.921607777920745,3.562779882254493,5.554204504624145,10,5,5
HUST,set3_features,RF,coverage,13.933589756279275,13.042086197222876,3.199286290169785,5.393647647591978,10,5,5
HUST,set3_features,RF,diversity_iterative,14.395975652395899,13.724517237142313,3.5475042119081555,5.572635736411316,10,5,5
HUST,set3_features,RF,diversity_oneshot,15.018632450061592,15.222007218285526,3.261695334671266,5.813664174217392,10,5,5
HUST,set3_features,RF,exploitation,16.21982598290598,14.641180500844154,6.242222100129636,6.278642315963607,10,5,5
HUST,set3_features,RF,exploration,13.63104840471604,13.257005001171432,2.3132483929227265,5.276534866341693,10,5,5
HUST,set3_features,RF,hybrid,14.75411912868629,14.579786081922611,3.1081454469730105,5.71127192078179,10,5,5
HUST,set3_features,RF,random_selection,14.730740859455722,13.594398087691582,3.7330516358005528,5.70222226817641,10,5,5
HUST,set4_features_metadata,AE_ENet,coverage,11.355308886101655,11.647400200926576,2.4640750766931068,4.395603439781286,10,5,5
HUST,set4_features_metadata,AE_ENet,diversity_iterative,10.98950342495792,11.480741477804056,1.2693905260192524,4.254001325790163,10,5,5
HUST,set4_features_metadata,AE_ENet,diversity_oneshot,11.128406628249131,11.68192487415588,1.4718418965461286,4.307770307709342,10,5,5
HUST,set4_features_metadata,AE_ENet,exploitation,14.706784263419516,13.604751904213614,4.694467978531303,5.692948747130136,10,5,5
HUST,set4_features_metadata,AE_ENet,exploration,11.602634351673773,11.917462909594214,2.3097537484312927,4.491342329680171,10,5,5
HUST,set4_features_metadata,AE_ENet,hybrid,11.17731388686063,11.094721787003046,2.0215488781003534,4.326702149752502,10,5,5
HUST,set4_features_metadata,AE_ENet,random_selection,12.366272269645288,12.189867251976505,3.0675078064522143,4.786944104378821,10,5,5
HUST,set4_features_metadata,GPR,coverage,15.547085944439052,14.790536069410148,3.7740615251756973,6.018226817202215,10,5,5
HUST,set4_features_metadata,GPR,diversity_iterative,14.466248340322972,14.827581386336215,2.3650362895843196,5.599838067221796,10,5,5
HUST,set4_features_metadata,GPR,diversity_oneshot,14.872531928438534,15.05368640257987,2.95580090034907,5.75710913358911,10,5,5
HUST,set4_features_metadata,GPR,exploitation,14.506925242100971,12.983400693792088,3.4602707905893677,5.615583964684247,10,5,5
HUST,set4_features_metadata,GPR,exploration,14.529732730104026,14.479521509649128,3.186245441980186,5.624412669717689,10,5,5
HUST,set4_features_metadata,GPR,hybrid,15.667459655427146,15.974253069453784,3.786416427733415,6.064823092423412,10,5,5
HUST,set4_features_metadata,GPR,random_selection,15.05104677816377,13.860538669282253,3.4655342342991236,5.8262116560633945,10,5,5
HUST,set4_features_metadata,RF,coverage,14.072179754485902,13.084298261992025,3.0382365466722665,5.447295388833253,10,5,5
HUST,set4_features_metadata,RF,diversity_iterative,13.636777116952123,13.899521443020138,2.4397881165152198,5.278752432368565,10,5,5
HUST,set4_features_metadata,RF,diversity_oneshot,15.053604832463929,15.026071493982064,3.733886873461914,5.8272018706312,10,5,5
HUST,set4_features_metadata,RF,exploitation,14.697754941943561,14.80358224255177,3.7636950398240456,5.6894535259136365,10,5,5
HUST,set4_features_metadata,RF,exploration,14.081441500756151,13.450919641125871,2.5766797758857827,5.4508805809378655,10,5,5
HUST,set4_features_metadata,RF,hybrid,14.883742543090303,14.167019500513714,3.7839573398385062,5.761448726357537,10,5,5
HUST,set4_features_metadata,RF,random_selection,14.725563601727975,14.051462308185533,3.66836758369495,5.700218168410831,10,5,5
HUST,set5_features_metadata_corr95,AE_ENet,coverage,10.935742522018431,11.786824122815736,2.1192542863089,4.233190653684554,10,5,5
HUST,set5_features_metadata_corr95,AE_ENet,diversity_iterative,11.613338718036811,10.34983913505109,2.5446060680730413,4.495485955369089,10,5,5
HUST,set5_features_metadata_corr95,AE_ENet,diversity_oneshot,10.15469162200284,10.165112377167095,1.3749850759735909,3.9308483698075514,10,5,5
HUST,set5_features_metadata_corr95,AE_ENet,exploitation,13.832052458255472,14.112077385041733,3.8257433771134712,5.354342887066634,10,5,5
HUST,set5_features_metadata_corr95,AE_ENet,exploration,11.264393394178386,11.840329909602577,2.240186256245492,4.36041034613357,10,5,5
HUST,set5_features_metadata_corr95,AE_ENet,hybrid,11.215106483323257,10.922408654124823,2.185773822389466,4.341331541931583,10,5,5
HUST,set5_features_metadata_corr95,AE_ENet,random_selection,11.919621907541876,12.198633376247319,2.6457713376712215,4.61404719001621,10,5,5
HUST,set5_features_metadata_corr95,GPR,coverage,14.461369544049882,14.050556820274881,2.502824516570524,5.597949500922536,10,5,5
HUST,set5_features_metadata_corr95,GPR,diversity_iterative,14.335449283952562,15.056310715498038,3.1846639203170217,5.54920617443325,10,5,5
