dataset,feature_set,model,acquisition,trial,alc_area_mape_fraction,alc_mape,start_fraction,end_fraction,fraction_span,n_checkpoints,early_max_fraction,excluded_initial_checkpoint,initial_mape,final_mape,baseline_alc_mape,baseline_acquisition,delta_alc_mape,relative_improvement_pct,relative_direction
Formation,set1_dQn_m,AE_ENet,exploration,9,4.731467464327236,11.513237496529607,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,11.864491057138167,10.49941878625946,11.344011885156444,random_selection,-0.16922561137316272,-1.4917615838766283,worse_or_equal
Formation,set1_dQn_m,AE_ENet,exploration,10,5.859925259762659,14.259151465422471,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,12.925138234263711,13.453507397472242,13.19059398374383,random_selection,-1.068557481678642,-8.10090495542156,worse_or_equal
Formation,set1_dQn_m,AE_ENet,hybrid,1,4.6166902459714665,11.233946265197236,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,12.926610983805563,12.376674741662086,11.801472321329339,random_selection,0.5675260561321025,4.80894282238316,improved
Formation,set1_dQn_m,AE_ENet,hybrid,2,6.847425251692742,16.66206811245234,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,20.627389395005306,14.923890174093952,16.039417493116687,random_selection,-0.6226506193356514,-3.882002694941146,worse_or_equal
Formation,set1_dQn_m,AE_ENet,hybrid,3,4.310677807689617,10.489315998711401,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,11.535283956333236,8.910062145073443,11.464873311301599,random_selection,0.9755573125901975,8.509098060669658,improved
Formation,set1_dQn_m,AE_ENet,hybrid,4,4.635382420375677,11.279430556247481,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,12.563176361380938,9.932298520175957,10.520836236399195,random_selection,-0.758594319848287,-7.210399466382336,worse_or_equal
Formation,set1_dQn_m,AE_ENet,hybrid,5,5.673698691405785,13.80600014908741,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,13.29358434098472,13.202343538664444,11.50031792853879,random_selection,-2.3056822205486203,-20.048856343587854,worse_or_equal
Formation,set1_dQn_m,AE_ENet,hybrid,6,4.621645768859014,11.246004704223601,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,11.026995848952636,10.47360965853913,10.455054371652343,random_selection,-0.7909503325712581,-7.565243608066041,worse_or_equal
Formation,set1_dQn_m,AE_ENet,hybrid,7,6.424005526698415,15.63174678163281,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,16.932456395808025,15.232934806385156,13.39387676126489,random_selection,-2.23787002036792,-16.708157468193548,worse_or_equal
Formation,set1_dQn_m,AE_ENet,hybrid,8,5.1289231423719395,12.480379646438386,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,14.148109377625364,12.367633464289412,11.392419146526953,random_selection,-1.0879604999114338,-9.549863693727465,worse_or_equal
Formation,set1_dQn_m,AE_ENet,hybrid,9,4.815374620229367,11.71741157589146,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,14.26907181835782,10.517127379816918,11.344011885156444,random_selection,-0.373399690735015,-3.291601723580753,worse_or_equal
Formation,set1_dQn_m,AE_ENet,hybrid,10,5.432861077144815,13.219961954385717,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,12.053425905463408,13.754676559141982,13.19059398374383,random_selection,-0.029367970641887453,-0.22264327655055358,worse_or_equal
Formation,set1_dQn_m,AE_ENet,random_selection,1,4.849920132053152,11.801472321329339,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,15.91398835521097,11.243858362042328,11.801472321329339,random_selection,0.0,0.0,worse_or_equal
Formation,set1_dQn_m,AE_ENet,random_selection,2,6.591541435527406,16.039417493116687,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,15.557240787722076,14.44316801637794,16.039417493116687,random_selection,0.0,0.0,worse_or_equal
Formation,set1_dQn_m,AE_ENet,random_selection,3,4.71159177176778,11.464873311301599,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,12.761642237603375,8.915535974156569,11.464873311301599,random_selection,0.0,0.0,worse_or_equal
Formation,set1_dQn_m,AE_ENet,random_selection,4,4.323631330027066,10.520836236399195,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,12.164503716360988,9.648743773445377,10.520836236399195,random_selection,0.0,0.0,worse_or_equal
Formation,set1_dQn_m,AE_ENet,random_selection,5,4.72615805282416,11.50031792853879,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,11.682455605697696,11.063016039499908,11.50031792853879,random_selection,0.0,0.0,worse_or_equal
Formation,set1_dQn_m,AE_ENet,random_selection,6,4.296597686980415,10.455054371652343,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,13.563666250455755,9.04764212754719,10.455054371652343,random_selection,0.0,0.0,worse_or_equal
Formation,set1_dQn_m,AE_ENet,random_selection,7,5.504332915588311,13.39387676126489,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,16.37879748071057,14.02064367410728,13.39387676126489,random_selection,0.0,0.0,worse_or_equal
Formation,set1_dQn_m,AE_ENet,random_selection,8,4.681816087613816,11.392419146526953,0.1643835616438356,0.5753424657534246,0.410958904109589,6,0.6,True,10.841762682773918,11.19976197424672,11.392419146526953,random_selection,0.0,0.0,worse_or_equal
