dataset,feature_set,model,trial,acquisition,alpha,cold_mape,full_pool_mape,attainable_gain_pp,positive_attainable_gain,pool_n,target_mape,status,continuous_labelled_n,continuous_pool_fraction,operational_labelled_n,operational_pool_fraction,operational_duration,duration_unit,nfp_percent,feature_model_label,acquisition_label,reached,required_pool_fraction_pct,required_full_life_tests,required_duration
LSD_Primary,set3_features,RF,10,diversity_iterative,0.95,113.51162649564594,17.29424654116943,96.21737995447651,True,58,22.10511553889326,crossed,26.898744091896223,0.4637714498602797,30.0,0.5172413793103449,6147.0,cycles,95,FS 3+RF,Diversity IT,True,51.724137931034484,30.0,6147.0
LSD_Primary,set3_features,RF,10,diversity_oneshot,0.95,113.51162649564594,17.29424654116943,96.21737995447651,True,58,22.10511553889326,crossed,25.601703554723407,0.44140868197798977,30.0,0.5172413793103449,6500.0,cycles,95,FS 3+RF,Diversity OS,True,51.724137931034484,30.0,6500.0
LSD_Primary,set3_features,RF,10,exploitation,0.95,113.51162649564594,17.29424654116943,96.21737995447651,True,58,22.10511553889326,crossed,52.43308985098123,0.9040187905341592,54.0,0.9310344827586207,8966.0,cycles,95,FS 3+RF,Exploitation,True,93.10344827586206,54.0,8966.0
LSD_Primary,set3_features,RF,10,exploration,0.95,113.51162649564594,17.29424654116943,96.21737995447651,True,58,22.10511553889326,crossed,34.571249663563705,0.5960560286821328,36.0,0.6206896551724138,6147.0,cycles,95,FS 3+RF,Exploration,True,62.06896551724138,36.0,6147.0
LSD_Primary,set3_features,RF,10,hybrid,0.95,113.51162649564594,17.29424654116943,96.21737995447651,True,58,22.10511553889326,crossed,29.35220290023008,0.5060724637970704,30.0,0.5172413793103449,4568.0,cycles,95,FS 3+RF,Hybrid,True,51.724137931034484,30.0,4568.0
LSD_Primary,set3_features,RF,10,random_selection,0.95,113.51162649564594,17.29424654116943,96.21737995447651,True,58,22.10511553889326,crossed,42.324830086302654,0.7297384497638388,48.0,0.8275862068965517,9350.0,cycles,95,FS 3+RF,Random,True,82.75862068965517,48.0,9350.0
LSD_Primary,set4_features_metadata,AE_ENet,1,coverage,0.95,41.43519645423272,20.5617963595195,20.873400094713215,True,58,21.605466364255165,crossed,45.38359319626616,0.7824757447632097,48.0,0.8275862068965517,7390.0,cycles,95,FS 4+AE-ENet,Coverage,True,82.75862068965517,48.0,7390.0
LSD_Primary,set4_features_metadata,AE_ENet,1,diversity_iterative,0.95,41.43519645423272,20.5617963595195,20.873400094713215,True,58,21.605466364255165,crossed,6.0,0.10344827586206896,6.0,0.10344827586206896,1077.0,cycles,95,FS 4+AE-ENet,Diversity IT,True,10.344827586206897,6.0,1077.0
LSD_Primary,set4_features_metadata,AE_ENet,1,diversity_oneshot,0.95,41.43519645423272,20.5617963595195,20.873400094713215,True,58,21.605466364255165,crossed,6.0,0.10344827586206896,6.0,0.10344827586206896,1077.0,cycles,95,FS 4+AE-ENet,Diversity OS,True,10.344827586206897,6.0,1077.0
LSD_Primary,set4_features_metadata,AE_ENet,1,exploitation,0.95,41.43519645423272,20.5617963595195,20.873400094713215,True,58,21.605466364255165,crossed,45.8009244731567,0.78967111160615,48.0,0.8275862068965517,7886.0,cycles,95,FS 4+AE-ENet,Exploitation,True,82.75862068965517,48.0,7886.0
LSD_Primary,set4_features_metadata,AE_ENet,1,exploration,0.95,41.43519645423272,20.5617963595195,20.873400094713215,True,58,21.605466364255165,crossed,35.06385341398755,0.6045491967928889,36.0,0.6206896551724138,5983.0,cycles,95,FS 4+AE-ENet,Exploration,True,62.06896551724138,36.0,5983.0
LSD_Primary,set4_features_metadata,AE_ENet,1,hybrid,0.95,41.43519645423272,20.5617963595195,20.873400094713215,True,58,21.605466364255165,crossed,49.42685671152777,0.8521871846815132,54.0,0.9310344827586207,9945.0,cycles,95,FS 4+AE-ENet,Hybrid,True,93.10344827586206,54.0,9945.0
LSD_Primary,set4_features_metadata,AE_ENet,1,random_selection,0.95,41.43519645423272,20.5617963595195,20.873400094713215,True,58,21.605466364255165,crossed,41.266240755468615,0.7114869095770451,42.0,0.7241379310344828,7813.0,cycles,95,FS 4+AE-ENet,Random,True,72.41379310344827,42.0,7813.0
LSD_Primary,set4_features_metadata,AE_ENet,2,coverage,0.95,35.26718455880562,22.504106283097485,12.763078275708132,True,58,23.142260196882894,crossed,32.996777494614726,0.5689099568037022,36.0,0.6206896551724138,6847.0,cycles,95,FS 4+AE-ENet,Coverage,True,62.06896551724138,36.0,6847.0
LSD_Primary,set4_features_metadata,AE_ENet,2,diversity_iterative,0.95,35.26718455880562,22.504106283097485,12.763078275708132,True,58,23.142260196882894,crossed,6.0,0.10344827586206896,6.0,0.10344827586206896,1057.0,cycles,95,FS 4+AE-ENet,Diversity IT,True,10.344827586206897,6.0,1057.0
LSD_Primary,set4_features_metadata,AE_ENet,2,diversity_oneshot,0.95,35.26718455880562,22.504106283097485,12.763078275708132,True,58,23.142260196882894,crossed,6.0,0.10344827586206896,6.0,0.10344827586206896,1057.0,cycles,95,FS 4+AE-ENet,Diversity OS,True,10.344827586206897,6.0,1057.0
LSD_Primary,set4_features_metadata,AE_ENet,2,exploitation,0.95,35.26718455880562,22.504106283097485,12.763078275708132,True,58,23.142260196882894,crossed,30.12197943885492,0.5193444730837055,36.0,0.6206896551724138,7477.0,cycles,95,FS 4+AE-ENet,Exploitation,True,62.06896551724138,36.0,7477.0
