dataset,acquisition,nfp_percent,pool_n,duration_unit,n_observations,n_trials,n_feature_model_combinations,required_full_life_tests_median,required_full_life_tests_q25,required_full_life_tests_q75,required_pool_fraction_pct_median,required_pool_fraction_pct_q25,required_pool_fraction_pct_q75,required_duration_median,required_duration_q25,required_duration_q75
KIT,random_selection,98,66,EFC,107,10,15,30.0,18.0,54.0,45.45454545454545,27.27272727272727,81.81818181818183,10038.002906657208,5515.405806121683,18079.21230233657
KIT,diversity_oneshot,92,66,EFC,107,10,15,24.0,12.0,45.0,36.36363636363637,18.181818181818183,68.18181818181819,6428.978213475092,3239.606751323874,13180.561468252265
KIT,diversity_oneshot,95,66,EFC,107,10,15,24.0,12.0,45.0,36.36363636363637,18.181818181818183,68.18181818181819,7319.721630180009,3405.821736265573,13180.561468252265
KIT,diversity_oneshot,98,66,EFC,107,10,15,24.0,12.0,48.0,36.36363636363637,18.181818181818183,72.72727272727273,7319.721630180009,3615.911829165632,13599.782883608956
KIT,diversity_iterative,92,66,EFC,107,10,15,24.0,12.0,48.0,36.36363636363637,18.181818181818183,72.72727272727273,7382.740726933673,3912.73627797142,13704.142937874074
KIT,diversity_iterative,95,66,EFC,107,10,15,30.0,12.0,54.0,45.45454545454545,18.181818181818183,81.81818181818183,8427.200431730249,3976.008553158027,15708.642315976856
KIT,diversity_iterative,98,66,EFC,107,10,15,30.0,12.0,54.0,45.45454545454545,18.181818181818183,81.81818181818183,8573.580877286246,4517.897596861303,16145.127400362484
KIT,coverage,92,66,EFC,107,10,15,30.0,18.0,48.0,45.45454545454545,27.27272727272727,72.72727272727273,7500.817394101567,3880.375460333394,13240.6412265472
KIT,coverage,95,66,EFC,107,10,15,36.0,18.0,60.0,54.54545454545454,27.27272727272727,90.9090909090909,8847.627646066088,4080.681570037341,15597.894572115243
KIT,coverage,98,66,EFC,107,10,15,36.0,18.0,60.0,54.54545454545454,27.27272727272727,90.9090909090909,10086.010460926733,4450.464889310171,15823.410773135638
