dataset,acquisition,nfp_percent,trial,duration_unit,n_configurations,required_duration,required_pool_fraction_pct
ISU_ILCC,exploitation,95,8,weeks,15,292.929496114418,58.03108808290155
ISU_ILCC,exploitation,95,9,weeks,11,374.5674466765873,74.61139896373057
ISU_ILCC,exploitation,95,10,weeks,13,292.68974495701053,66.32124352331607
ISU_ILCC,exploitation,98,1,weeks,14,312.62349847056873,70.46632124352331
ISU_ILCC,exploitation,98,2,weeks,13,304.15711929563486,58.03108808290155
ISU_ILCC,exploitation,98,3,weeks,15,367.0172085813492,74.61139896373057
ISU_ILCC,exploitation,98,4,weeks,15,398.3419150958994,91.19170984455958
ISU_ILCC,exploitation,98,5,weeks,15,380.7060007440476,82.90155440414507
ISU_ILCC,exploitation,98,6,weeks,13,258.55575066137567,49.740932642487046
ISU_ILCC,exploitation,98,7,weeks,12,344.0235842427249,70.46632124352331
ISU_ILCC,exploitation,98,8,weeks,15,292.929496114418,58.03108808290155
ISU_ILCC,exploitation,98,9,weeks,11,390.1536487268518,74.61139896373057
ISU_ILCC,exploitation,98,10,weeks,13,292.68974495701053,66.32124352331607
ISU_ILCC,hybrid,92,1,weeks,14,235.97402943121693,58.03108808290155
ISU_ILCC,hybrid,92,2,weeks,13,220.0683110119048,49.740932642487046
ISU_ILCC,hybrid,92,3,weeks,15,316.46527571097874,49.740932642487046
ISU_ILCC,hybrid,92,4,weeks,15,231.62103463955023,41.45077720207254
ISU_ILCC,hybrid,92,5,weeks,15,203.62315848214288,41.45077720207254
ISU_ILCC,hybrid,92,6,weeks,13,115.74532076719574,24.870466321243523
ISU_ILCC,hybrid,92,7,weeks,12,259.5730634093916,41.45077720207254
ISU_ILCC,hybrid,92,8,weeks,15,220.3093444113757,41.45077720207254
ISU_ILCC,hybrid,92,9,weeks,11,174.98877604166668,33.160621761658035
ISU_ILCC,hybrid,92,10,weeks,13,150.5266364914021,24.870466321243523
ISU_ILCC,hybrid,95,1,weeks,14,235.97402943121693,58.03108808290155
ISU_ILCC,hybrid,95,2,weeks,13,223.47335069444443,49.740932642487046
ISU_ILCC,hybrid,95,3,weeks,15,339.9356196263228,58.03108808290155
ISU_ILCC,hybrid,95,4,weeks,15,290.2257022982804,58.03108808290155
ISU_ILCC,hybrid,95,5,weeks,15,222.8031890707672,41.45077720207254
ISU_ILCC,hybrid,95,6,weeks,13,115.74532076719574,24.870466321243523
ISU_ILCC,hybrid,95,7,weeks,12,259.5730634093916,41.45077720207254
ISU_ILCC,hybrid,95,8,weeks,15,242.514617228836,49.740932642487046
ISU_ILCC,hybrid,95,9,weeks,11,174.98877604166668,33.160621761658035
ISU_ILCC,hybrid,95,10,weeks,13,191.75158854166665,33.160621761658035
ISU_ILCC,hybrid,98,1,weeks,14,269.9164283647487,58.03108808290155
ISU_ILCC,hybrid,98,2,weeks,13,223.47335069444443,49.740932642487046
ISU_ILCC,hybrid,98,3,weeks,15,339.9356196263228,66.32124352331607
ISU_ILCC,hybrid,98,4,weeks,15,314.7657122189153,66.32124352331607
ISU_ILCC,hybrid,98,5,weeks,15,246.4336983300265,41.45077720207254
ISU_ILCC,hybrid,98,6,weeks,13,115.74532076719574,24.870466321243523
ISU_ILCC,hybrid,98,7,weeks,12,259.5730634093916,41.45077720207254
ISU_ILCC,hybrid,98,8,weeks,15,273.49198660714285,66.32124352331607
ISU_ILCC,hybrid,98,9,weeks,11,174.98877604166668,33.160621761658035
ISU_ILCC,hybrid,98,10,weeks,13,255.4350086805556,49.740932642487046
LSD_Primary,random_selection,92,1,cycles,15,7813.0,72.41379310344827
LSD_Primary,random_selection,92,2,cycles,14,5483.5,46.55172413793103
LSD_Primary,random_selection,92,3,cycles,7,3577.0,31.03448275862069
LSD_Primary,random_selection,92,4,cycles,14,4062.0,41.37931034482759
LSD_Primary,random_selection,92,5,cycles,12,6822.0,62.06896551724138
LSD_Primary,random_selection,92,6,cycles,11,3548.0,31.03448275862069
LSD_Primary,random_selection,92,7,cycles,11,6566.0,72.41379310344827
LSD_Primary,random_selection,92,8,cycles,14,7355.0,62.06896551724138
LSD_Primary,random_selection,92,9,cycles,12,2829.5,25.86206896551725
LSD_Primary,random_selection,92,10,cycles,11,6568.0,62.06896551724138
LSD_Primary,random_selection,95,1,cycles,15,7813.0,72.41379310344827
LSD_Primary,random_selection,95,2,cycles,14,5483.5,46.55172413793103
LSD_Primary,random_selection,95,3,cycles,7,4531.0,41.37931034482759
LSD_Primary,random_selection,95,4,cycles,14,5411.0,51.72413793103448
LSD_Primary,random_selection,95,5,cycles,12,6822.0,62.06896551724138
LSD_Primary,random_selection,95,6,cycles,11,3548.0,31.03448275862069
LSD_Primary,random_selection,95,7,cycles,11,9123.0,93.10344827586206
LSD_Primary,random_selection,95,8,cycles,14,7955.5,67.24137931034483
LSD_Primary,random_selection,95,9,cycles,12,3546.0,31.03448275862069
LSD_Primary,random_selection,95,10,cycles,11,9350.0,82.75862068965517
LSD_Primary,random_selection,98,1,cycles,15,10124.0,93.10344827586206
LSD_Primary,random_selection,98,2,cycles,14,6045.0,51.72413793103448
LSD_Primary,random_selection,98,3,cycles,7,4531.0,41.37931034482759
LSD_Primary,random_selection,98,4,cycles,14,5411.0,51.72413793103448
LSD_Primary,random_selection,98,5,cycles,12,8003.0,72.41379310344827
LSD_Primary,random_selection,98,6,cycles,11,3548.0,31.03448275862069
LSD_Primary,random_selection,98,7,cycles,11,10556.0,100.0
LSD_Primary,random_selection,98,8,cycles,14,9817.5,87.93103448275862
LSD_Primary,random_selection,98,9,cycles,12,3546.0,31.03448275862069
LSD_Primary,random_selection,98,10,cycles,11,9350.0,82.75862068965517
LSD_Primary,diversity_oneshot,92,1,cycles,15,3509.0,31.03448275862069
LSD_Primary,diversity_oneshot,92,2,cycles,14,3716.0,31.03448275862069
LSD_Primary,diversity_oneshot,92,3,cycles,7,3489.0,31.03448275862069
LSD_Primary,diversity_oneshot,92,4,cycles,14,4458.0,36.20689655172414
LSD_Primary,diversity_oneshot,92,5,cycles,12,2650.5,25.86206896551725
LSD_Primary,diversity_oneshot,92,6,cycles,11,2006.0,20.6896551724138
LSD_Primary,diversity_oneshot,92,7,cycles,11,3803.0,31.03448275862069
LSD_Primary,diversity_oneshot,92,8,cycles,14,2006.0,20.6896551724138
LSD_Primary,diversity_oneshot,92,9,cycles,12,2440.5,20.6896551724138
LSD_Primary,diversity_oneshot,92,10,cycles,11,3546.0,31.03448275862069
LSD_Primary,diversity_oneshot,95,1,cycles,15,3509.0,31.03448275862069
LSD_Primary,diversity_oneshot,95,2,cycles,14,3716.0,31.03448275862069
LSD_Primary,diversity_oneshot,95,3,cycles,7,3489.0,31.03448275862069
LSD_Primary,diversity_oneshot,95,4,cycles,14,4458.0,36.20689655172414
LSD_Primary,diversity_oneshot,95,5,cycles,12,2650.5,25.86206896551725
LSD_Primary,diversity_oneshot,95,6,cycles,11,2006.0,20.6896551724138
LSD_Primary,diversity_oneshot,95,7,cycles,11,5015.0,41.37931034482759
LSD_Primary,diversity_oneshot,95,8,cycles,14,2070.0,20.6896551724138
LSD_Primary,diversity_oneshot,95,9,cycles,12,2440.5,20.6896551724138
LSD_Primary,diversity_oneshot,95,10,cycles,11,3546.0,31.03448275862069
LSD_Primary,diversity_oneshot,98,1,cycles,15,3783.0,41.37931034482759
LSD_Primary,diversity_oneshot,98,2,cycles,14,3796.0,36.20689655172414
LSD_Primary,diversity_oneshot,98,3,cycles,7,5132.0,41.37931034482759
LSD_Primary,diversity_oneshot,98,4,cycles,14,4582.5,41.37931034482759
LSD_Primary,diversity_oneshot,98,5,cycles,12,3104.0,31.03448275862069
LSD_Primary,diversity_oneshot,98,6,cycles,11,3817.0,31.03448275862069
LSD_Primary,diversity_oneshot,98,7,cycles,11,5015.0,41.37931034482759
LSD_Primary,diversity_oneshot,98,8,cycles,14,3453.0,31.03448275862069
LSD_Primary,diversity_oneshot,98,9,cycles,12,2440.5,20.6896551724138
LSD_Primary,diversity_oneshot,98,10,cycles,11,4508.0,41.37931034482759
LSD_Primary,diversity_iterative,92,1,cycles,15,2280.0,20.6896551724138
LSD_Primary,diversity_iterative,92,2,cycles,14,4159.0,36.206896551724135
LSD_Primary,diversity_iterative,92,3,cycles,7,4506.0,41.37931034482759
LSD_Primary,diversity_iterative,92,4,cycles,14,5030.5,46.55172413793103
LSD_Primary,diversity_iterative,92,5,cycles,12,3503.0,31.03448275862069
LSD_Primary,diversity_iterative,92,6,cycles,11,3342.0,31.03448275862069
LSD_Primary,diversity_iterative,92,7,cycles,11,4219.0,41.37931034482759
LSD_Primary,diversity_iterative,92,8,cycles,14,1937.0,20.6896551724138
LSD_Primary,diversity_iterative,92,9,cycles,12,2968.0,31.03448275862069
LSD_Primary,diversity_iterative,92,10,cycles,11,3489.0,31.03448275862069
LSD_Primary,diversity_iterative,95,1,cycles,15,2280.0,20.6896551724138
LSD_Primary,diversity_iterative,95,2,cycles,14,4159.0,36.206896551724135
LSD_Primary,diversity_iterative,95,3,cycles,7,4506.0,41.37931034482759
LSD_Primary,diversity_iterative,95,4,cycles,14,5030.5,46.55172413793103
LSD_Primary,diversity_iterative,95,5,cycles,12,4233.0,36.20689655172414
LSD_Primary,diversity_iterative,95,6,cycles,11,3342.0,31.03448275862069
LSD_Primary,diversity_iterative,95,7,cycles,11,4432.0,41.37931034482759
LSD_Primary,diversity_iterative,95,8,cycles,14,2537.5,25.86206896551725
LSD_Primary,diversity_iterative,95,9,cycles,12,2968.0,31.03448275862069
LSD_Primary,diversity_iterative,95,10,cycles,11,4309.0,41.37931034482759
LSD_Primary,diversity_iterative,98,1,cycles,15,2953.0,31.03448275862069
LSD_Primary,diversity_iterative,98,2,cycles,14,4159.0,36.206896551724135
LSD_Primary,diversity_iterative,98,3,cycles,7,4506.0,41.37931034482759
LSD_Primary,diversity_iterative,98,4,cycles,14,5715.5,56.89655172413793
LSD_Primary,diversity_iterative,98,5,cycles,12,5985.0,51.72413793103448
LSD_Primary,diversity_iterative,98,6,cycles,11,3342.0,31.03448275862069
LSD_Primary,diversity_iterative,98,7,cycles,11,5678.0,51.72413793103448
LSD_Primary,diversity_iterative,98,8,cycles,14,3256.5,31.03448275862069
LSD_Primary,diversity_iterative,98,9,cycles,12,2968.0,31.03448275862069
LSD_Primary,diversity_iterative,98,10,cycles,11,4440.0,41.37931034482759
LSD_Primary,coverage,92,1,cycles,15,3395.0,41.37931034482759
LSD_Primary,coverage,92,2,cycles,14,4928.0,51.72413793103448
LSD_Primary,coverage,92,3,cycles,7,4263.0,41.37931034482759
LSD_Primary,coverage,92,4,cycles,14,3017.0,31.03448275862069
LSD_Primary,coverage,92,5,cycles,12,2265.5,20.6896551724138
LSD_Primary,coverage,92,6,cycles,11,2387.0,20.6896551724138
LSD_Primary,coverage,92,7,cycles,11,4322.0,41.37931034482759
LSD_Primary,coverage,92,8,cycles,14,1732.0,20.6896551724138
LSD_Primary,coverage,92,9,cycles,12,2628.0,31.03448275862069
LSD_Primary,coverage,92,10,cycles,11,1996.0,20.6896551724138
LSD_Primary,coverage,95,1,cycles,15,3395.0,41.37931034482759
LSD_Primary,coverage,95,2,cycles,14,6206.5,56.89655172413793
LSD_Primary,coverage,95,3,cycles,7,6740.0,62.06896551724138
LSD_Primary,coverage,95,4,cycles,14,3032.5,31.03448275862069
LSD_Primary,coverage,95,5,cycles,12,2265.5,20.6896551724138
LSD_Primary,coverage,95,6,cycles,11,2387.0,20.6896551724138
LSD_Primary,coverage,95,7,cycles,11,5539.0,51.72413793103448
LSD_Primary,coverage,95,8,cycles,14,1732.0,20.6896551724138
LSD_Primary,coverage,95,9,cycles,12,2628.0,31.03448275862069
LSD_Primary,coverage,95,10,cycles,11,2827.0,31.03448275862069
LSD_Primary,coverage,98,1,cycles,15,3571.0,41.37931034482759
LSD_Primary,coverage,98,2,cycles,14,6847.0,62.06896551724138
LSD_Primary,coverage,98,3,cycles,7,6740.0,62.06896551724138
LSD_Primary,coverage,98,4,cycles,14,3121.0,31.03448275862069
LSD_Primary,coverage,98,5,cycles,12,2265.5,20.6896551724138
LSD_Primary,coverage,98,6,cycles,11,2387.0,20.6896551724138
LSD_Primary,coverage,98,7,cycles,11,7057.0,62.06896551724138
LSD_Primary,coverage,98,8,cycles,14,2841.5,31.03448275862069
LSD_Primary,coverage,98,9,cycles,12,2628.0,31.03448275862069
LSD_Primary,coverage,98,10,cycles,11,2827.0,31.03448275862069
LSD_Primary,exploration,92,1,cycles,15,3665.0,41.37931034482759
LSD_Primary,exploration,92,2,cycles,14,4676.0,46.55172413793103
LSD_Primary,exploration,92,3,cycles,7,5707.0,51.72413793103448
LSD_Primary,exploration,92,4,cycles,14,3095.5,31.03448275862069
LSD_Primary,exploration,92,5,cycles,12,2298.0,20.6896551724138
LSD_Primary,exploration,92,6,cycles,11,2701.0,31.03448275862069
LSD_Primary,exploration,92,7,cycles,11,4226.0,51.72413793103448
LSD_Primary,exploration,92,8,cycles,14,1606.0,20.6896551724138
LSD_Primary,exploration,92,9,cycles,12,2479.5,31.03448275862069
LSD_Primary,exploration,92,10,cycles,11,1977.0,31.03448275862069
LSD_Primary,exploration,95,1,cycles,15,4455.0,51.72413793103448
LSD_Primary,exploration,95,2,cycles,14,5091.5,51.72413793103448
LSD_Primary,exploration,95,3,cycles,7,6755.0,62.06896551724138
LSD_Primary,exploration,95,4,cycles,14,4063.0,36.20689655172414
LSD_Primary,exploration,95,5,cycles,12,2298.0,20.6896551724138
LSD_Primary,exploration,95,6,cycles,11,2701.0,31.03448275862069
LSD_Primary,exploration,95,7,cycles,11,7305.0,72.41379310344827
LSD_Primary,exploration,95,8,cycles,14,2235.0,25.86206896551725
LSD_Primary,exploration,95,9,cycles,12,2479.5,31.03448275862069
LSD_Primary,exploration,95,10,cycles,11,2371.0,31.03448275862069
LSD_Primary,exploration,98,1,cycles,15,4455.0,51.72413793103448
LSD_Primary,exploration,98,2,cycles,14,5091.5,51.72413793103448
LSD_Primary,exploration,98,3,cycles,7,6755.0,62.06896551724138
LSD_Primary,exploration,98,4,cycles,14,4063.0,36.20689655172414
LSD_Primary,exploration,98,5,cycles,12,2298.0,20.6896551724138
LSD_Primary,exploration,98,6,cycles,11,2701.0,31.03448275862069
LSD_Primary,exploration,98,7,cycles,11,7305.0,72.41379310344827
LSD_Primary,exploration,98,8,cycles,14,2909.5,31.03448275862069
LSD_Primary,exploration,98,9,cycles,12,2479.5,31.03448275862069
LSD_Primary,exploration,98,10,cycles,11,3483.0,41.37931034482759
LSD_Primary,exploitation,92,1,cycles,15,6129.0,62.06896551724138
LSD_Primary,exploitation,92,2,cycles,14,6140.5,51.72413793103448
LSD_Primary,exploitation,92,3,cycles,7,8428.0,72.41379310344827
LSD_Primary,exploitation,92,4,cycles,14,4036.0,36.20689655172414
LSD_Primary,exploitation,92,5,cycles,12,8396.0,77.58620689655172
LSD_Primary,exploitation,92,6,cycles,11,4051.0,51.72413793103448
LSD_Primary,exploitation,92,7,cycles,11,8290.0,82.75862068965517
LSD_Primary,exploitation,92,8,cycles,14,7572.0,67.24137931034483
LSD_Primary,exploitation,92,9,cycles,12,5102.0,51.72413793103448
LSD_Primary,exploitation,92,10,cycles,11,8699.0,82.75862068965517
LSD_Primary,exploitation,95,1,cycles,15,7886.0,82.75862068965517
LSD_Primary,exploitation,95,2,cycles,14,6140.5,56.89655172413793
LSD_Primary,exploitation,95,3,cycles,7,8428.0,72.41379310344827
LSD_Primary,exploitation,95,4,cycles,14,4329.0,41.37931034482759
LSD_Primary,exploitation,95,5,cycles,12,8396.0,77.58620689655172
LSD_Primary,exploitation,95,6,cycles,11,4969.0,51.72413793103448
LSD_Primary,exploitation,95,7,cycles,11,8546.0,82.75862068965517
LSD_Primary,exploitation,95,8,cycles,14,7896.0,72.41379310344827
LSD_Primary,exploitation,95,9,cycles,12,5102.0,51.72413793103448
LSD_Primary,exploitation,95,10,cycles,11,8699.0,82.75862068965517
LSD_Primary,exploitation,98,1,cycles,15,8195.0,82.75862068965517
LSD_Primary,exploitation,98,2,cycles,14,6415.0,62.06896551724138
LSD_Primary,exploitation,98,3,cycles,7,8428.0,72.41379310344827
LSD_Primary,exploitation,98,4,cycles,14,4329.0,41.37931034482759
LSD_Primary,exploitation,98,5,cycles,12,8691.0,82.75862068965517
LSD_Primary,exploitation,98,6,cycles,11,4969.0,51.72413793103448
LSD_Primary,exploitation,98,7,cycles,11,8546.0,82.75862068965517
LSD_Primary,exploitation,98,8,cycles,14,8980.5,77.58620689655172
LSD_Primary,exploitation,98,9,cycles,12,5102.0,51.72413793103448
LSD_Primary,exploitation,98,10,cycles,11,8699.0,82.75862068965517
LSD_Primary,hybrid,92,1,cycles,15,3270.0,31.03448275862069
LSD_Primary,hybrid,92,2,cycles,14,5129.5,41.37931034482759
LSD_Primary,hybrid,92,3,cycles,7,6054.0,51.72413793103448
LSD_Primary,hybrid,92,4,cycles,14,2350.0,20.6896551724138
LSD_Primary,hybrid,92,5,cycles,12,2317.0,20.6896551724138
LSD_Primary,hybrid,92,6,cycles,11,4019.0,41.37931034482759
LSD_Primary,hybrid,92,7,cycles,11,3910.0,41.37931034482759
LSD_Primary,hybrid,92,8,cycles,14,2557.0,20.6896551724138
LSD_Primary,hybrid,92,9,cycles,12,2830.5,31.03448275862069
LSD_Primary,hybrid,92,10,cycles,11,1996.0,20.6896551724138
LSD_Primary,hybrid,95,1,cycles,15,3336.0,31.03448275862069
LSD_Primary,hybrid,95,2,cycles,14,5347.0,46.55172413793103
LSD_Primary,hybrid,95,3,cycles,7,6054.0,51.72413793103448
LSD_Primary,hybrid,95,4,cycles,14,2350.0,20.6896551724138
LSD_Primary,hybrid,95,5,cycles,12,2317.0,20.6896551724138
LSD_Primary,hybrid,95,6,cycles,11,4019.0,41.37931034482759
LSD_Primary,hybrid,95,7,cycles,11,3910.0,41.37931034482759
LSD_Primary,hybrid,95,8,cycles,14,2557.0,20.6896551724138
LSD_Primary,hybrid,95,9,cycles,12,2830.5,31.03448275862069
LSD_Primary,hybrid,95,10,cycles,11,1996.0,20.6896551724138
LSD_Primary,hybrid,98,1,cycles,15,4343.0,41.37931034482759
LSD_Primary,hybrid,98,2,cycles,14,5347.0,46.55172413793103
LSD_Primary,hybrid,98,3,cycles,7,6054.0,51.72413793103448
LSD_Primary,hybrid,98,4,cycles,14,2350.0,20.6896551724138
LSD_Primary,hybrid,98,5,cycles,12,2317.0,20.6896551724138
LSD_Primary,hybrid,98,6,cycles,11,4705.0,41.37931034482759
LSD_Primary,hybrid,98,7,cycles,11,4190.0,41.37931034482759
LSD_Primary,hybrid,98,8,cycles,14,3367.5,25.86206896551725
LSD_Primary,hybrid,98,9,cycles,12,2830.5,31.03448275862069
LSD_Primary,hybrid,98,10,cycles,11,1996.0,20.6896551724138
LSD_Second,random_selection,92,1,cycles,15,5346.0,51.72413793103448
LSD_Second,random_selection,92,2,cycles,11,7230.0,82.75862068965517
LSD_Second,random_selection,92,3,cycles,15,3966.0,62.06896551724138
LSD_Second,random_selection,92,4,cycles,13,5802.0,62.06896551724138
LSD_Second,random_selection,92,5,cycles,12,3069.0,62.06896551724138
LSD_Second,random_selection,92,6,cycles,11,6532.0,62.06896551724138
LSD_Second,random_selection,92,7,cycles,15,3662.0,31.03448275862069
LSD_Second,random_selection,92,8,cycles,12,5848.0,72.41379310344827
LSD_Second,random_selection,92,9,cycles,11,6805.0,93.10344827586206
LSD_Second,random_selection,92,10,cycles,8,2845.0,41.37931034482759
LSD_Second,random_selection,95,1,cycles,15,6162.0,72.41379310344827
LSD_Second,random_selection,95,2,cycles,11,7230.0,82.75862068965517
LSD_Second,random_selection,95,3,cycles,15,6730.0,93.10344827586206
LSD_Second,random_selection,95,4,cycles,13,5802.0,62.06896551724138
LSD_Second,random_selection,95,5,cycles,12,3069.0,62.06896551724138
LSD_Second,random_selection,95,6,cycles,11,6532.0,62.06896551724138
LSD_Second,random_selection,95,7,cycles,15,3662.0,31.03448275862069
LSD_Second,random_selection,95,8,cycles,12,5848.0,72.41379310344827
LSD_Second,random_selection,95,9,cycles,11,6805.0,93.10344827586206
LSD_Second,random_selection,95,10,cycles,8,2845.0,41.37931034482759
LSD_Second,random_selection,98,1,cycles,15,6638.0,82.75862068965517
LSD_Second,random_selection,98,2,cycles,11,7230.0,82.75862068965517
LSD_Second,random_selection,98,3,cycles,15,6730.0,93.10344827586206
LSD_Second,random_selection,98,4,cycles,13,6243.0,72.41379310344827
LSD_Second,random_selection,98,5,cycles,12,3069.0,62.06896551724138
LSD_Second,random_selection,98,6,cycles,11,6532.0,62.06896551724138
LSD_Second,random_selection,98,7,cycles,15,3662.0,31.03448275862069
LSD_Second,random_selection,98,8,cycles,12,5848.0,72.41379310344827
LSD_Second,random_selection,98,9,cycles,11,6805.0,93.10344827586206
LSD_Second,random_selection,98,10,cycles,8,2845.0,41.37931034482759
LSD_Second,diversity_oneshot,92,1,cycles,15,557.0,10.344827586206897
LSD_Second,diversity_oneshot,92,2,cycles,11,7106.0,72.41379310344827
LSD_Second,diversity_oneshot,92,3,cycles,15,3184.0,41.37931034482759
LSD_Second,diversity_oneshot,92,4,cycles,13,2891.0,31.03448275862069
LSD_Second,diversity_oneshot,92,5,cycles,12,5219.0,72.41379310344827
LSD_Second,diversity_oneshot,92,6,cycles,11,5614.0,62.06896551724138
LSD_Second,diversity_oneshot,92,7,cycles,15,2293.0,20.6896551724138
LSD_Second,diversity_oneshot,92,8,cycles,12,3270.0,41.37931034482759
LSD_Second,diversity_oneshot,92,9,cycles,11,6383.0,82.75862068965517
LSD_Second,diversity_oneshot,92,10,cycles,8,3710.5,36.20689655172414
LSD_Second,diversity_oneshot,95,1,cycles,15,557.0,10.344827586206897
LSD_Second,diversity_oneshot,95,2,cycles,11,7106.0,72.41379310344827
LSD_Second,diversity_oneshot,95,3,cycles,15,3659.0,41.37931034482759
LSD_Second,diversity_oneshot,95,4,cycles,13,2891.0,31.03448275862069
LSD_Second,diversity_oneshot,95,5,cycles,12,5219.0,72.41379310344827
LSD_Second,diversity_oneshot,95,6,cycles,11,6406.0,72.41379310344827
LSD_Second,diversity_oneshot,95,7,cycles,15,2293.0,20.6896551724138
LSD_Second,diversity_oneshot,95,8,cycles,12,3622.0,51.72413793103448
LSD_Second,diversity_oneshot,95,9,cycles,11,6383.0,82.75862068965517
LSD_Second,diversity_oneshot,95,10,cycles,8,4167.5,46.55172413793103
LSD_Second,diversity_oneshot,98,1,cycles,15,557.0,10.344827586206897
LSD_Second,diversity_oneshot,98,2,cycles,11,7106.0,72.41379310344827
LSD_Second,diversity_oneshot,98,3,cycles,15,4047.0,51.72413793103448
LSD_Second,diversity_oneshot,98,4,cycles,13,2891.0,31.03448275862069
LSD_Second,diversity_oneshot,98,5,cycles,12,5681.5,82.75862068965517
LSD_Second,diversity_oneshot,98,6,cycles,11,6406.0,72.41379310344827
LSD_Second,diversity_oneshot,98,7,cycles,15,2293.0,20.6896551724138
LSD_Second,diversity_oneshot,98,8,cycles,12,5717.0,77.58620689655172
LSD_Second,diversity_oneshot,98,9,cycles,11,6383.0,82.75862068965517
LSD_Second,diversity_oneshot,98,10,cycles,8,4167.5,46.55172413793103
LSD_Second,diversity_iterative,92,1,cycles,15,557.0,10.344827586206897
LSD_Second,diversity_iterative,92,2,cycles,11,5836.0,62.06896551724138
LSD_Second,diversity_iterative,92,3,cycles,15,3559.0,62.06896551724138
LSD_Second,diversity_iterative,92,4,cycles,13,2656.0,31.03448275862069
LSD_Second,diversity_iterative,92,5,cycles,12,4686.0,67.24137931034483
LSD_Second,diversity_iterative,92,6,cycles,11,4810.0,51.72413793103448
LSD_Second,diversity_iterative,92,7,cycles,15,2421.0,31.03448275862069
LSD_Second,diversity_iterative,92,8,cycles,12,6490.0,93.10344827586206
LSD_Second,diversity_iterative,92,9,cycles,11,5806.0,82.75862068965517
LSD_Second,diversity_iterative,92,10,cycles,8,9313.5,93.10344827586206
LSD_Second,diversity_iterative,95,1,cycles,15,557.0,10.344827586206897
LSD_Second,diversity_iterative,95,2,cycles,11,5836.0,62.06896551724138
LSD_Second,diversity_iterative,95,3,cycles,15,3752.0,62.06896551724138
LSD_Second,diversity_iterative,95,4,cycles,13,2656.0,31.03448275862069
LSD_Second,diversity_iterative,95,5,cycles,12,4686.0,67.24137931034483
LSD_Second,diversity_iterative,95,6,cycles,11,6646.0,62.06896551724138
LSD_Second,diversity_iterative,95,7,cycles,15,2421.0,31.03448275862069
LSD_Second,diversity_iterative,95,8,cycles,12,6713.0,93.10344827586206
LSD_Second,diversity_iterative,95,9,cycles,11,6429.0,82.75862068965517
LSD_Second,diversity_iterative,95,10,cycles,8,9313.5,93.10344827586206
LSD_Second,diversity_iterative,98,1,cycles,15,557.0,10.344827586206897
LSD_Second,diversity_iterative,98,2,cycles,11,6257.0,62.06896551724138
LSD_Second,diversity_iterative,98,3,cycles,15,4652.0,82.75862068965517
LSD_Second,diversity_iterative,98,4,cycles,13,2656.0,31.03448275862069
LSD_Second,diversity_iterative,98,5,cycles,12,4686.0,67.24137931034483
LSD_Second,diversity_iterative,98,6,cycles,11,6755.0,72.41379310344827
LSD_Second,diversity_iterative,98,7,cycles,15,2421.0,31.03448275862069
LSD_Second,diversity_iterative,98,8,cycles,12,6756.5,93.10344827586206
LSD_Second,diversity_iterative,98,9,cycles,11,7057.0,93.10344827586206
LSD_Second,diversity_iterative,98,10,cycles,8,9313.5,93.10344827586206
LSD_Second,coverage,92,1,cycles,15,4380.0,51.72413793103448
LSD_Second,coverage,92,2,cycles,11,4333.0,41.37931034482759
LSD_Second,coverage,92,3,cycles,15,2791.0,41.37931034482759
LSD_Second,coverage,92,4,cycles,13,5612.0,72.41379310344827
LSD_Second,coverage,92,5,cycles,12,4523.5,62.06896551724138
LSD_Second,coverage,92,6,cycles,11,3469.0,41.37931034482759
LSD_Second,coverage,92,7,cycles,15,5465.0,62.06896551724138
LSD_Second,coverage,92,8,cycles,12,3862.5,51.72413793103448
LSD_Second,coverage,92,9,cycles,11,5015.0,72.41379310344827
LSD_Second,coverage,92,10,cycles,8,2927.0,31.03448275862069
LSD_Second,coverage,95,1,cycles,15,5278.0,72.41379310344827
LSD_Second,coverage,95,2,cycles,11,4333.0,41.37931034482759
LSD_Second,coverage,95,3,cycles,15,3747.0,62.06896551724138
LSD_Second,coverage,95,4,cycles,13,6325.0,82.75862068965517
LSD_Second,coverage,95,5,cycles,12,4573.5,62.06896551724138
LSD_Second,coverage,95,6,cycles,11,3469.0,41.37931034482759
LSD_Second,coverage,95,7,cycles,15,5465.0,62.06896551724138
LSD_Second,coverage,95,8,cycles,12,3862.5,51.72413793103448
LSD_Second,coverage,95,9,cycles,11,5015.0,72.41379310344827
LSD_Second,coverage,95,10,cycles,8,2927.0,31.03448275862069
LSD_Second,coverage,98,1,cycles,15,5387.0,72.41379310344827
LSD_Second,coverage,98,2,cycles,11,4774.0,51.72413793103448
LSD_Second,coverage,98,3,cycles,15,4501.0,62.06896551724138
LSD_Second,coverage,98,4,cycles,13,7852.0,100.0
LSD_Second,coverage,98,5,cycles,12,4782.0,67.24137931034483
LSD_Second,coverage,98,6,cycles,11,3469.0,41.37931034482759
LSD_Second,coverage,98,7,cycles,15,5852.0,62.06896551724138
LSD_Second,coverage,98,8,cycles,12,3862.5,51.72413793103448
LSD_Second,coverage,98,9,cycles,11,5015.0,72.41379310344827
LSD_Second,coverage,98,10,cycles,8,3584.5,36.20689655172414
LSD_Second,exploration,92,1,cycles,15,3908.0,51.72413793103448
LSD_Second,exploration,92,2,cycles,11,5145.0,62.06896551724138
LSD_Second,exploration,92,3,cycles,15,4696.0,51.72413793103448
LSD_Second,exploration,92,4,cycles,13,3690.0,51.72413793103448
