dataset,acquisition,nfp_percent,trial,duration_unit,n_configurations,required_duration,required_pool_fraction_pct
LSD_Second,exploration,92,5,cycles,12,5455.0,67.24137931034483
LSD_Second,exploration,92,6,cycles,11,3484.0,41.37931034482759
LSD_Second,exploration,92,7,cycles,15,6376.0,72.41379310344827
LSD_Second,exploration,92,8,cycles,12,4162.0,56.89655172413793
LSD_Second,exploration,92,9,cycles,11,5905.0,72.41379310344827
LSD_Second,exploration,92,10,cycles,8,6471.5,86.20689655172413
LSD_Second,exploration,95,1,cycles,15,4062.0,51.72413793103448
LSD_Second,exploration,95,2,cycles,11,5145.0,62.06896551724138
LSD_Second,exploration,95,3,cycles,15,4699.0,51.72413793103448
LSD_Second,exploration,95,4,cycles,13,3690.0,51.72413793103448
LSD_Second,exploration,95,5,cycles,12,5455.0,67.24137931034483
LSD_Second,exploration,95,6,cycles,11,5826.0,62.06896551724138
LSD_Second,exploration,95,7,cycles,15,6998.0,72.41379310344827
LSD_Second,exploration,95,8,cycles,12,4356.0,56.89655172413793
LSD_Second,exploration,95,9,cycles,11,5905.0,72.41379310344827
LSD_Second,exploration,95,10,cycles,8,7188.0,100.0
LSD_Second,exploration,98,1,cycles,15,4357.0,62.06896551724138
LSD_Second,exploration,98,2,cycles,11,5145.0,62.06896551724138
LSD_Second,exploration,98,3,cycles,15,5360.0,62.06896551724138
LSD_Second,exploration,98,4,cycles,13,3690.0,62.06896551724138
LSD_Second,exploration,98,5,cycles,12,6189.0,77.58620689655172
LSD_Second,exploration,98,6,cycles,11,5826.0,62.06896551724138
LSD_Second,exploration,98,7,cycles,15,7326.0,82.75862068965517
LSD_Second,exploration,98,8,cycles,12,4356.0,56.89655172413793
LSD_Second,exploration,98,9,cycles,11,5975.0,82.75862068965517
LSD_Second,exploration,98,10,cycles,8,7555.5,100.0
LSD_Second,exploitation,92,1,cycles,15,4781.0,41.37931034482759
LSD_Second,exploitation,92,2,cycles,11,1861.0,41.37931034482759
LSD_Second,exploitation,92,3,cycles,15,3471.0,31.03448275862069
LSD_Second,exploitation,92,4,cycles,13,6296.0,82.75862068965517
LSD_Second,exploitation,92,5,cycles,12,6146.5,93.10344827586206
LSD_Second,exploitation,92,6,cycles,11,5536.0,51.72413793103448
LSD_Second,exploitation,92,7,cycles,15,4703.0,41.37931034482759
LSD_Second,exploitation,92,8,cycles,12,5152.5,67.24137931034483
LSD_Second,exploitation,92,9,cycles,11,6398.0,93.10344827586206
LSD_Second,exploitation,92,10,cycles,8,1829.5,41.37931034482759
LSD_Second,exploitation,95,1,cycles,15,5013.0,51.72413793103448
LSD_Second,exploitation,95,2,cycles,11,1861.0,41.37931034482759
LSD_Second,exploitation,95,3,cycles,15,4497.0,51.72413793103448
LSD_Second,exploitation,95,4,cycles,13,6296.0,82.75862068965517
LSD_Second,exploitation,95,5,cycles,12,6213.5,93.10344827586206
LSD_Second,exploitation,95,6,cycles,11,5536.0,51.72413793103448
LSD_Second,exploitation,95,7,cycles,15,4762.0,41.37931034482759
LSD_Second,exploitation,95,8,cycles,12,5152.5,67.24137931034483
LSD_Second,exploitation,95,9,cycles,11,6622.0,93.10344827586206
LSD_Second,exploitation,95,10,cycles,8,1829.5,41.37931034482759
LSD_Second,exploitation,98,1,cycles,15,5928.0,62.06896551724138
LSD_Second,exploitation,98,2,cycles,11,1861.0,41.37931034482759
LSD_Second,exploitation,98,3,cycles,15,4506.0,51.72413793103448
LSD_Second,exploitation,98,4,cycles,13,6784.0,93.10344827586206
LSD_Second,exploitation,98,5,cycles,12,6609.5,100.0
LSD_Second,exploitation,98,6,cycles,11,6049.0,62.06896551724138
LSD_Second,exploitation,98,7,cycles,15,4762.0,41.37931034482759
LSD_Second,exploitation,98,8,cycles,12,5420.0,72.41379310344827
LSD_Second,exploitation,98,9,cycles,11,6622.0,93.10344827586206
LSD_Second,exploitation,98,10,cycles,8,1829.5,41.37931034482759
LSD_Second,hybrid,92,1,cycles,15,4067.0,51.72413793103448
LSD_Second,hybrid,92,2,cycles,11,5883.0,72.41379310344827
LSD_Second,hybrid,92,3,cycles,15,3065.0,41.37931034482759
LSD_Second,hybrid,92,4,cycles,13,3187.0,41.37931034482759
LSD_Second,hybrid,92,5,cycles,12,3386.0,41.37931034482759
LSD_Second,hybrid,92,6,cycles,11,4891.0,51.72413793103448
LSD_Second,hybrid,92,7,cycles,15,4972.0,51.72413793103448
LSD_Second,hybrid,92,8,cycles,12,3925.5,46.55172413793103
LSD_Second,hybrid,92,9,cycles,11,5413.0,62.06896551724138
LSD_Second,hybrid,92,10,cycles,8,7392.0,77.58620689655172
LSD_Second,hybrid,95,1,cycles,15,4269.0,51.72413793103448
LSD_Second,hybrid,95,2,cycles,11,7284.0,72.41379310344827
LSD_Second,hybrid,95,3,cycles,15,4275.0,51.72413793103448
LSD_Second,hybrid,95,4,cycles,13,6136.0,62.06896551724138
LSD_Second,hybrid,95,5,cycles,12,3386.0,41.37931034482759
LSD_Second,hybrid,95,6,cycles,11,5020.0,62.06896551724138
LSD_Second,hybrid,95,7,cycles,15,5460.0,62.06896551724138
LSD_Second,hybrid,95,8,cycles,12,4525.5,56.89655172413793
LSD_Second,hybrid,95,9,cycles,11,5413.0,62.06896551724138
LSD_Second,hybrid,95,10,cycles,8,7392.0,77.58620689655172
LSD_Second,hybrid,98,1,cycles,15,4489.0,62.06896551724138
LSD_Second,hybrid,98,2,cycles,11,7583.0,82.75862068965517
LSD_Second,hybrid,98,3,cycles,15,5280.0,62.06896551724138
LSD_Second,hybrid,98,4,cycles,13,6273.0,62.06896551724138
LSD_Second,hybrid,98,5,cycles,12,3386.0,41.37931034482759
LSD_Second,hybrid,98,6,cycles,11,6663.0,62.06896551724138
LSD_Second,hybrid,98,7,cycles,15,5662.0,62.06896551724138
LSD_Second,hybrid,98,8,cycles,12,4525.5,56.89655172413793
LSD_Second,hybrid,98,9,cycles,11,5413.0,72.41379310344827
LSD_Second,hybrid,98,10,cycles,8,7550.5,82.75862068965517
HUST,random_selection,92,1,cycles,15,19528.0,77.41935483870968
HUST,random_selection,92,2,cycles,15,12144.0,48.38709677419355
HUST,random_selection,92,3,cycles,13,13064.0,58.06451612903226
HUST,random_selection,92,4,cycles,15,19871.0,77.41935483870968
HUST,random_selection,92,5,cycles,13,11178.0,48.38709677419355
HUST,random_selection,92,6,cycles,15,7196.0,29.03225806451613
HUST,random_selection,92,7,cycles,15,16392.0,67.74193548387096
HUST,random_selection,92,8,cycles,15,6720.0,29.03225806451613
HUST,random_selection,92,9,cycles,15,9595.0,38.70967741935484
HUST,random_selection,92,10,cycles,15,7433.0,29.03225806451613
HUST,random_selection,95,1,cycles,15,19528.0,77.41935483870968
HUST,random_selection,95,2,cycles,15,12144.0,48.38709677419355
HUST,random_selection,95,3,cycles,13,13064.0,58.06451612903226
HUST,random_selection,95,4,cycles,15,19871.0,77.41935483870968
HUST,random_selection,95,5,cycles,13,13520.0,58.06451612903226
HUST,random_selection,95,6,cycles,15,9656.0,38.70967741935484
HUST,random_selection,95,7,cycles,15,18158.0,77.41935483870968
HUST,random_selection,95,8,cycles,15,6720.0,29.03225806451613
HUST,random_selection,95,9,cycles,15,12246.0,48.38709677419355
HUST,random_selection,95,10,cycles,15,7433.0,29.03225806451613
HUST,random_selection,98,1,cycles,15,22019.0,87.09677419354838
HUST,random_selection,98,2,cycles,15,14635.0,58.06451612903226
HUST,random_selection,98,3,cycles,13,15721.0,67.74193548387096
HUST,random_selection,98,4,cycles,15,22179.0,87.09677419354838
HUST,random_selection,98,5,cycles,13,15970.0,67.74193548387096
HUST,random_selection,98,6,cycles,15,9656.0,38.70967741935484
HUST,random_selection,98,7,cycles,15,18158.0,77.41935483870968
HUST,random_selection,98,8,cycles,15,6720.0,29.03225806451613
HUST,random_selection,98,9,cycles,15,12246.0,48.38709677419355
HUST,random_selection,98,10,cycles,15,7433.0,29.03225806451613
HUST,diversity_oneshot,92,1,cycles,15,9388.0,38.70967741935484
HUST,diversity_oneshot,92,2,cycles,15,11860.0,48.38709677419355
HUST,diversity_oneshot,92,3,cycles,13,6838.0,29.03225806451613
HUST,diversity_oneshot,92,4,cycles,15,14833.0,58.06451612903226
HUST,diversity_oneshot,92,5,cycles,13,9990.0,38.70967741935484
HUST,diversity_oneshot,92,6,cycles,15,20059.0,77.41935483870968
HUST,diversity_oneshot,92,7,cycles,15,7625.0,29.03225806451613
HUST,diversity_oneshot,92,8,cycles,15,7618.0,29.03225806451613
HUST,diversity_oneshot,92,9,cycles,15,5329.0,19.35483870967742
HUST,diversity_oneshot,92,10,cycles,15,7454.0,29.03225806451613
HUST,diversity_oneshot,95,1,cycles,15,10271.0,38.70967741935484
HUST,diversity_oneshot,95,2,cycles,15,14215.0,58.06451612903226
HUST,diversity_oneshot,95,3,cycles,13,6838.0,29.03225806451613
HUST,diversity_oneshot,95,4,cycles,15,14833.0,58.06451612903226
HUST,diversity_oneshot,95,5,cycles,13,9990.0,38.70967741935484
HUST,diversity_oneshot,95,6,cycles,15,22289.0,87.09677419354838
HUST,diversity_oneshot,95,7,cycles,15,7625.0,29.03225806451613
HUST,diversity_oneshot,95,8,cycles,15,12787.0,48.38709677419355
HUST,diversity_oneshot,95,9,cycles,15,9921.0,38.70967741935484
HUST,diversity_oneshot,95,10,cycles,15,7454.0,29.03225806451613
HUST,diversity_oneshot,98,1,cycles,15,10271.0,38.70967741935484
HUST,diversity_oneshot,98,2,cycles,15,16296.0,67.74193548387096
HUST,diversity_oneshot,98,3,cycles,13,10212.0,38.70967741935484
HUST,diversity_oneshot,98,4,cycles,15,17527.0,67.74193548387096
HUST,diversity_oneshot,98,5,cycles,13,15966.0,67.74193548387096
HUST,diversity_oneshot,98,6,cycles,15,24050.0,96.7741935483871
HUST,diversity_oneshot,98,7,cycles,15,7768.0,29.03225806451613
HUST,diversity_oneshot,98,8,cycles,15,14789.0,58.06451612903226
HUST,diversity_oneshot,98,9,cycles,15,9921.0,38.70967741935484
HUST,diversity_oneshot,98,10,cycles,15,7454.0,29.03225806451613
HUST,diversity_iterative,92,1,cycles,15,17297.0,67.74193548387096
HUST,diversity_iterative,92,2,cycles,15,11582.0,48.38709677419355
HUST,diversity_iterative,92,3,cycles,13,15276.0,58.06451612903226
HUST,diversity_iterative,92,4,cycles,15,17643.0,67.74193548387096
HUST,diversity_iterative,92,5,cycles,13,17325.0,67.74193548387096
HUST,diversity_iterative,92,6,cycles,15,16526.0,67.74193548387096
HUST,diversity_iterative,92,7,cycles,15,9847.0,38.70967741935484
HUST,diversity_iterative,92,8,cycles,15,23581.0,96.7741935483871
HUST,diversity_iterative,92,9,cycles,15,9629.0,38.70967741935484
HUST,diversity_iterative,92,10,cycles,15,7333.0,29.03225806451613
HUST,diversity_iterative,95,1,cycles,15,21816.0,87.09677419354838
HUST,diversity_iterative,95,2,cycles,15,12258.0,48.38709677419355
HUST,diversity_iterative,95,3,cycles,13,20406.0,77.41935483870968
HUST,diversity_iterative,95,4,cycles,15,17643.0,67.74193548387096
HUST,diversity_iterative,95,5,cycles,13,17325.0,67.74193548387096
HUST,diversity_iterative,95,6,cycles,15,17706.0,67.74193548387096
HUST,diversity_iterative,95,7,cycles,15,10457.0,38.70967741935484
HUST,diversity_iterative,95,8,cycles,15,23581.0,96.7741935483871
HUST,diversity_iterative,95,9,cycles,15,9629.0,38.70967741935484
HUST,diversity_iterative,95,10,cycles,15,7333.0,29.03225806451613
HUST,diversity_iterative,98,1,cycles,15,22287.0,87.09677419354838
HUST,diversity_iterative,98,2,cycles,15,13924.0,58.06451612903226
HUST,diversity_iterative,98,3,cycles,13,20406.0,77.41935483870968
HUST,diversity_iterative,98,4,cycles,15,19375.0,77.41935483870968
HUST,diversity_iterative,98,5,cycles,13,17325.0,67.74193548387096
HUST,diversity_iterative,98,6,cycles,15,22003.0,87.09677419354838
HUST,diversity_iterative,98,7,cycles,15,11467.0,48.38709677419355
HUST,diversity_iterative,98,8,cycles,15,23750.0,96.7741935483871
HUST,diversity_iterative,98,9,cycles,15,9815.0,38.70967741935484
HUST,diversity_iterative,98,10,cycles,15,7333.0,29.03225806451613
HUST,coverage,92,1,cycles,15,15204.0,58.06451612903226
HUST,coverage,92,2,cycles,15,11918.0,48.38709677419355
HUST,coverage,92,3,cycles,13,7300.0,29.03225806451613
HUST,coverage,92,4,cycles,15,15324.0,58.06451612903226
HUST,coverage,92,5,cycles,13,4708.0,19.35483870967742
HUST,coverage,92,6,cycles,15,17547.0,67.74193548387096
HUST,coverage,92,7,cycles,15,12822.0,48.38709677419355
HUST,coverage,92,8,cycles,15,11143.0,48.38709677419355
HUST,coverage,92,9,cycles,15,10309.0,38.70967741935484
HUST,coverage,92,10,cycles,15,19331.0,77.41935483870968
HUST,coverage,95,1,cycles,15,19622.0,77.41935483870968
HUST,coverage,95,2,cycles,15,13894.0,58.06451612903226
HUST,coverage,95,3,cycles,13,7300.0,29.03225806451613
HUST,coverage,95,4,cycles,15,15324.0,58.06451612903226
HUST,coverage,95,5,cycles,13,4708.0,19.35483870967742
HUST,coverage,95,6,cycles,15,17547.0,67.74193548387096
HUST,coverage,95,7,cycles,15,17531.0,67.74193548387096
HUST,coverage,95,8,cycles,15,11143.0,48.38709677419355
HUST,coverage,95,9,cycles,15,12892.0,48.38709677419355
HUST,coverage,95,10,cycles,15,23580.0,96.7741935483871
HUST,coverage,98,1,cycles,15,19840.0,77.41935483870968
HUST,coverage,98,2,cycles,15,14272.0,58.06451612903226
HUST,coverage,98,3,cycles,13,7461.0,29.03225806451613
HUST,coverage,98,4,cycles,15,15324.0,58.06451612903226
HUST,coverage,98,5,cycles,13,4708.0,19.35483870967742
HUST,coverage,98,6,cycles,15,22291.0,87.09677419354838
HUST,coverage,98,7,cycles,15,22123.0,87.09677419354838
HUST,coverage,98,8,cycles,15,18237.0,77.41935483870968
HUST,coverage,98,9,cycles,15,17240.0,67.74193548387096
HUST,coverage,98,10,cycles,15,23833.0,96.7741935483871
HUST,exploration,92,1,cycles,15,10216.0,38.70967741935484
HUST,exploration,92,2,cycles,15,16268.0,67.74193548387096
HUST,exploration,92,3,cycles,13,7636.0,29.03225806451613
HUST,exploration,92,4,cycles,15,16936.0,67.74193548387096
HUST,exploration,92,5,cycles,13,9188.0,38.70967741935484
HUST,exploration,92,6,cycles,15,16653.0,67.74193548387096
HUST,exploration,92,7,cycles,15,12799.0,48.38709677419355
HUST,exploration,92,8,cycles,15,13277.0,58.06451612903226
HUST,exploration,92,9,cycles,15,11922.0,48.38709677419355
HUST,exploration,92,10,cycles,15,9973.0,38.70967741935484
HUST,exploration,95,1,cycles,15,12486.0,48.38709677419355
HUST,exploration,95,2,cycles,15,16337.0,67.74193548387096
HUST,exploration,95,3,cycles,13,7636.0,29.03225806451613
HUST,exploration,95,4,cycles,15,17145.0,67.74193548387096
HUST,exploration,95,5,cycles,13,9188.0,38.70967741935484
HUST,exploration,95,6,cycles,15,16653.0,67.74193548387096
HUST,exploration,95,7,cycles,15,15267.0,58.06451612903226
HUST,exploration,95,8,cycles,15,13277.0,58.06451612903226
HUST,exploration,95,9,cycles,15,17199.0,67.74193548387096
HUST,exploration,95,10,cycles,15,9973.0,38.70967741935484
HUST,exploration,98,1,cycles,15,17288.0,67.74193548387096
HUST,exploration,98,2,cycles,15,18083.0,77.41935483870968
HUST,exploration,98,3,cycles,13,10321.0,38.70967741935484
HUST,exploration,98,4,cycles,15,18792.0,77.41935483870968
HUST,exploration,98,5,cycles,13,9188.0,38.70967741935484
HUST,exploration,98,6,cycles,15,16653.0,67.74193548387096
HUST,exploration,98,7,cycles,15,17277.0,67.74193548387096
HUST,exploration,98,8,cycles,15,13277.0,58.06451612903226
HUST,exploration,98,9,cycles,15,19489.0,77.41935483870968
HUST,exploration,98,10,cycles,15,18463.0,77.41935483870968
HUST,exploitation,92,1,cycles,15,13532.0,58.06451612903226
HUST,exploitation,92,2,cycles,15,16269.0,67.74193548387096
HUST,exploitation,92,3,cycles,13,10285.0,38.70967741935484
HUST,exploitation,92,4,cycles,15,17189.0,67.74193548387096
HUST,exploitation,92,5,cycles,13,7158.0,29.03225806451613
HUST,exploitation,92,6,cycles,15,11620.0,48.38709677419355
HUST,exploitation,92,7,cycles,15,19447.0,77.41935483870968
HUST,exploitation,92,8,cycles,15,17305.0,67.74193548387096
HUST,exploitation,92,9,cycles,15,14988.0,58.06451612903226
HUST,exploitation,92,10,cycles,15,19028.0,77.41935483870968
HUST,exploitation,95,1,cycles,15,13532.0,58.06451612903226
HUST,exploitation,95,2,cycles,15,16333.0,67.74193548387096
HUST,exploitation,95,3,cycles,13,10285.0,38.70967741935484
HUST,exploitation,95,4,cycles,15,21264.0,87.09677419354838
HUST,exploitation,95,5,cycles,13,7158.0,29.03225806451613
HUST,exploitation,95,6,cycles,15,16727.0,67.74193548387096
HUST,exploitation,95,7,cycles,15,19447.0,77.41935483870968
HUST,exploitation,95,8,cycles,15,17305.0,67.74193548387096
HUST,exploitation,95,9,cycles,15,17032.0,67.74193548387096
HUST,exploitation,95,10,cycles,15,21423.0,87.09677419354838
HUST,exploitation,98,1,cycles,15,16347.0,67.74193548387096
HUST,exploitation,98,2,cycles,15,16333.0,67.74193548387096
HUST,exploitation,98,3,cycles,13,21154.0,87.09677419354838
HUST,exploitation,98,4,cycles,15,22272.0,87.09677419354838
HUST,exploitation,98,5,cycles,13,7158.0,29.03225806451613
HUST,exploitation,98,6,cycles,15,16727.0,67.74193548387096
HUST,exploitation,98,7,cycles,15,21217.0,87.09677419354838
HUST,exploitation,98,8,cycles,15,21498.0,87.09677419354838
HUST,exploitation,98,9,cycles,15,19748.0,77.41935483870968
HUST,exploitation,98,10,cycles,15,21423.0,87.09677419354838
HUST,hybrid,92,1,cycles,15,14303.0,58.06451612903226
HUST,hybrid,92,2,cycles,15,9909.0,38.70967741935484
HUST,hybrid,92,3,cycles,13,5157.0,19.35483870967742
HUST,hybrid,92,4,cycles,15,16733.0,67.74193548387096
HUST,hybrid,92,5,cycles,13,4708.0,19.35483870967742
HUST,hybrid,92,6,cycles,15,17187.0,67.74193548387096
HUST,hybrid,92,7,cycles,15,18931.0,77.41935483870968
HUST,hybrid,92,8,cycles,15,10054.0,38.70967741935484
HUST,hybrid,92,9,cycles,15,12194.0,48.38709677419355
HUST,hybrid,92,10,cycles,15,12061.0,48.38709677419355
HUST,hybrid,95,1,cycles,15,15046.0,58.06451612903226
HUST,hybrid,95,2,cycles,15,14287.0,58.06451612903226
HUST,hybrid,95,3,cycles,13,9954.0,38.70967741935484
HUST,hybrid,95,4,cycles,15,17172.0,67.74193548387096
HUST,hybrid,95,5,cycles,13,4708.0,19.35483870967742
HUST,hybrid,95,6,cycles,15,18672.0,77.41935483870968
HUST,hybrid,95,7,cycles,15,18931.0,77.41935483870968
HUST,hybrid,95,8,cycles,15,11449.0,48.38709677419355
HUST,hybrid,95,9,cycles,15,12194.0,48.38709677419355
HUST,hybrid,95,10,cycles,15,12061.0,48.38709677419355
HUST,hybrid,98,1,cycles,15,16937.0,67.74193548387096
HUST,hybrid,98,2,cycles,15,14371.0,58.06451612903226
HUST,hybrid,98,3,cycles,13,11781.0,48.38709677419355
HUST,hybrid,98,4,cycles,15,17172.0,67.74193548387096
HUST,hybrid,98,5,cycles,13,7365.0,29.03225806451613
HUST,hybrid,98,6,cycles,15,24252.0,96.7741935483871
HUST,hybrid,98,7,cycles,15,22363.0,87.09677419354838
HUST,hybrid,98,8,cycles,15,11450.0,48.38709677419355
HUST,hybrid,98,9,cycles,15,18100.0,67.74193548387096
HUST,hybrid,98,10,cycles,15,21635.0,87.09677419354838
KIT,random_selection,92,1,EFC,15,7198.094360073053,45.45454545454545
KIT,random_selection,92,2,EFC,11,7853.273876925899,36.36363636363637
KIT,random_selection,92,3,EFC,11,14129.1604724691,63.63636363636363
KIT,random_selection,92,4,EFC,14,6641.099977350721,40.90909090909091
KIT,random_selection,92,5,EFC,10,10038.002906657208,45.45454545454545
KIT,random_selection,92,6,EFC,7,17874.963408868567,81.81818181818183
KIT,random_selection,92,7,EFC,11,14668.75207610982,72.72727272727273
KIT,random_selection,92,8,EFC,9,7632.314452850072,36.36363636363637
KIT,random_selection,92,9,EFC,11,11208.182044304682,54.54545454545454
KIT,random_selection,92,10,EFC,8,18903.23171346813,90.9090909090909
KIT,random_selection,95,1,EFC,15,7198.094360073053,45.45454545454545
KIT,random_selection,95,2,EFC,11,7853.273876925899,36.36363636363637
KIT,random_selection,95,3,EFC,11,14129.1604724691,63.63636363636363
KIT,random_selection,95,4,EFC,14,6641.099977350721,40.90909090909091
KIT,random_selection,95,5,EFC,10,11972.145654835813,54.54545454545455
KIT,random_selection,95,6,EFC,7,18571.06536901048,90.9090909090909
KIT,random_selection,95,7,EFC,11,16509.43519642854,81.81818181818183
KIT,random_selection,95,8,EFC,9,7632.314452850072,36.36363636363637
KIT,random_selection,95,9,EFC,11,11208.182044304682,54.54545454545454
KIT,random_selection,95,10,EFC,8,18903.23171346813,90.9090909090909
KIT,random_selection,98,1,EFC,15,7198.094360073053,45.45454545454545
KIT,random_selection,98,2,EFC,11,7853.273876925899,36.36363636363637
KIT,random_selection,98,3,EFC,11,14129.1604724691,63.63636363636363
KIT,random_selection,98,4,EFC,14,6641.099977350721,40.90909090909091
KIT,random_selection,98,5,EFC,10,11972.145654835813,54.54545454545455
KIT,random_selection,98,6,EFC,7,18571.06536901048,90.9090909090909
KIT,random_selection,98,7,EFC,11,16509.43519642854,81.81818181818183
KIT,random_selection,98,8,EFC,9,7632.314452850072,36.36363636363637
KIT,random_selection,98,9,EFC,11,11208.182044304682,54.54545454545454
KIT,random_selection,98,10,EFC,8,19963.48774594496,95.45454545454544
KIT,diversity_oneshot,92,1,EFC,15,7817.088034995134,36.36363636363637
KIT,diversity_oneshot,92,2,EFC,11,7099.239372591699,36.36363636363637
KIT,diversity_oneshot,92,3,EFC,11,12620.08333696079,63.63636363636363
KIT,diversity_oneshot,92,4,EFC,14,6046.345138250666,27.27272727272727
KIT,diversity_oneshot,92,5,EFC,10,3095.0885000111493,18.181818181818183
KIT,diversity_oneshot,92,6,EFC,7,6062.668357696546,27.27272727272727
KIT,diversity_oneshot,92,7,EFC,11,4574.9386230789805,27.27272727272727
KIT,diversity_oneshot,92,8,EFC,9,7866.084853141682,36.36363636363637
KIT,diversity_oneshot,92,9,EFC,11,5045.175895845061,27.27272727272727
KIT,diversity_oneshot,92,10,EFC,8,10379.308604971267,59.090909090909086
KIT,diversity_oneshot,95,1,EFC,15,8672.48224943785,45.45454545454545
KIT,diversity_oneshot,95,2,EFC,11,7099.239372591699,36.36363636363637
KIT,diversity_oneshot,95,3,EFC,11,12620.08333696079,63.63636363636363
KIT,diversity_oneshot,95,4,EFC,14,6046.345138250666,27.27272727272727
KIT,diversity_oneshot,95,5,EFC,10,3095.0885000111493,18.181818181818183
KIT,diversity_oneshot,95,6,EFC,7,6062.668357696546,27.27272727272727
KIT,diversity_oneshot,95,7,EFC,11,6756.815985327055,36.36363636363637
KIT,diversity_oneshot,95,8,EFC,9,7866.084853141682,36.36363636363637
KIT,diversity_oneshot,95,9,EFC,11,7319.721630180009,36.36363636363637
KIT,diversity_oneshot,95,10,EFC,8,10379.308604971267,59.090909090909086
KIT,diversity_oneshot,98,1,EFC,15,8969.118269771527,45.45454545454545
KIT,diversity_oneshot,98,2,EFC,11,11135.940791334193,54.54545454545454
KIT,diversity_oneshot,98,3,EFC,11,15132.024659214683,72.72727272727273
KIT,diversity_oneshot,98,4,EFC,14,6046.345138250666,27.27272727272727
KIT,diversity_oneshot,98,5,EFC,10,3095.0885000111493,18.181818181818183
KIT,diversity_oneshot,98,6,EFC,7,6062.668357696546,27.27272727272727
KIT,diversity_oneshot,98,7,EFC,11,6756.815985327055,36.36363636363637
KIT,diversity_oneshot,98,8,EFC,9,7866.084853141682,36.36363636363637
KIT,diversity_oneshot,98,9,EFC,11,7319.721630180009,36.36363636363637
KIT,diversity_oneshot,98,10,EFC,8,10379.308604971267,59.090909090909086
KIT,diversity_iterative,92,1,EFC,15,6959.044763207112,36.36363636363637
KIT,diversity_iterative,92,2,EFC,11,8401.924237452167,45.45454545454545
KIT,diversity_iterative,92,3,EFC,11,11982.119822340454,63.63636363636363
KIT,diversity_iterative,92,4,EFC,14,8153.590307192674,40.90909090909091
KIT,diversity_iterative,92,5,EFC,10,3577.5702144066167,18.181818181818183
KIT,diversity_iterative,92,6,EFC,7,5041.882185248789,27.27272727272727
KIT,diversity_iterative,92,7,EFC,11,6968.401274734782,36.36363636363637
KIT,diversity_iterative,92,8,EFC,9,9301.566900527749,45.45454545454545
KIT,diversity_iterative,92,9,EFC,11,10937.298945477252,54.54545454545454
KIT,diversity_iterative,92,10,EFC,8,18978.607018991373,90.9090909090909
KIT,diversity_iterative,95,1,EFC,15,6959.044763207112,36.36363636363637
KIT,diversity_iterative,95,2,EFC,11,9810.890278571986,54.54545454545454
KIT,diversity_iterative,95,3,EFC,11,12262.907617735273,63.63636363636363
KIT,diversity_iterative,95,4,EFC,14,8214.859303973912,40.90909090909091
KIT,diversity_iterative,95,5,EFC,10,3577.5702144066167,18.181818181818183
KIT,diversity_iterative,95,6,EFC,7,5041.882185248789,27.27272727272727
KIT,diversity_iterative,95,7,EFC,11,7382.740726933673,36.36363636363637
KIT,diversity_iterative,95,8,EFC,9,9301.566900527749,45.45454545454545
KIT,diversity_iterative,95,9,EFC,11,10937.298945477252,54.54545454545454
KIT,diversity_iterative,95,10,EFC,8,18978.607018991373,90.9090909090909
KIT,diversity_iterative,98,1,EFC,15,7795.336049318176,45.45454545454545
KIT,diversity_iterative,98,2,EFC,11,9810.890278571986,54.54545454545454
KIT,diversity_iterative,98,3,EFC,11,12262.907617735273,63.63636363636363
KIT,diversity_iterative,98,4,EFC,14,8214.859303973912,40.90909090909091
KIT,diversity_iterative,98,5,EFC,10,3577.5702144066167,18.181818181818183
KIT,diversity_iterative,98,6,EFC,7,5041.882185248789,27.27272727272727
KIT,diversity_iterative,98,7,EFC,11,7382.740726933673,36.36363636363637
KIT,diversity_iterative,98,8,EFC,9,9301.566900527749,45.45454545454545
KIT,diversity_iterative,98,9,EFC,11,11773.31494987518,63.63636363636363
KIT,diversity_iterative,98,10,EFC,8,18978.607018991373,90.9090909090909
KIT,coverage,92,1,EFC,15,8598.459874119422,54.54545454545454
KIT,coverage,92,2,EFC,11,6635.851942840093,36.36363636363637
KIT,coverage,92,3,EFC,11,12040.827071816915,63.63636363636363
KIT,coverage,92,4,EFC,14,5348.00098208794,31.81818181818182
KIT,coverage,92,5,EFC,10,3314.521720127387,18.181818181818183
KIT,coverage,92,6,EFC,7,12677.932381439688,63.63636363636363
KIT,coverage,92,7,EFC,11,10086.010460926733,54.54545454545454
KIT,coverage,92,8,EFC,9,3180.879023393974,27.27272727272727
KIT,coverage,92,9,EFC,11,6558.698884142611,36.36363636363637
KIT,coverage,92,10,EFC,8,9612.312886794747,54.54545454545455
KIT,coverage,95,1,EFC,15,10755.576110585173,63.63636363636363
KIT,coverage,95,2,EFC,11,10383.380753821702,54.54545454545454
KIT,coverage,95,3,EFC,11,12439.41527184311,72.72727272727273
KIT,coverage,95,4,EFC,14,5348.00098208794,31.81818181818182
KIT,coverage,95,5,EFC,10,3314.521720127387,18.181818181818183
KIT,coverage,95,6,EFC,7,13760.42289629781,72.72727272727273
KIT,coverage,95,7,EFC,11,10086.010460926733,54.54545454545454
KIT,coverage,95,8,EFC,9,4395.102280306444,36.36363636363637
KIT,coverage,95,9,EFC,11,6558.698884142611,36.36363636363637
KIT,coverage,95,10,EFC,8,9612.312886794747,54.54545454545455
KIT,coverage,98,1,EFC,15,10755.576110585173,63.63636363636363
