filename,sha256,n_rows,n_columns,role
gpr_set1_trial_mape.csv,d70a72b24e710da8ec3140d704e020480495cdfd9d8c72bf3fb0653ba643efb0,6650,9,figure source data
gpr_set2_trial_mape.csv,a7e8a1e905a828c18d436e30c5fd3c6dce00c690b1652e32a72f360326e8395f,6650,9,figure source data
gpr_set3_trial_mape.csv,0aefe62ab8d1ff92604ada900962dfb07b3667406a8e2dbd9f4d7970c91dbda9,6650,9,figure source data
gpr_set4_trial_mape.csv,418c29d3bd9ce47f1c68191d3bee23826e0b2f62a38e9c3f5310381e94681d2c,6650,9,figure source data
gpr_set5_trial_mape.csv,6510716c94fe31ed73115a579b73c086e524da12c1c2b977b4c3477cc13a7f2b,6650,9,figure source data
