dataset,feature_set,regressor,target_transform,pool_holdout_split_mode,method,trial,budget_total,mape
MIT,set3_features,GPR,log,protocol_holdout,random_selection,7,64,10.134787450017376
MIT,set3_features,GPR,log,protocol_holdout,random_selection,7,72,9.762089035326
MIT,set3_features,GPR,log,protocol_holdout,random_selection,7,80,9.950378015318384
MIT,set3_features,GPR,log,protocol_holdout,random_selection,7,88,10.902662188220903
MIT,set3_features,GPR,log,protocol_holdout,random_selection,7,96,11.106671982565963
MIT,set3_features,GPR,log,protocol_holdout,random_selection,7,99,10.70685844034572
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,8,16.664613855231604
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,16,16.331161200267882
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,24,14.90557028580531
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,32,16.858471973646626
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,40,17.00937177355165
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,48,15.059301976470504
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,56,14.703489403426282
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,64,14.628182939835511
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,72,13.852921026414194
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,80,14.414964211532231
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,88,14.38809720448844
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,96,14.299544719830871
MIT,set3_features,GPR,log,protocol_holdout,random_selection,8,99,14.27619712043925
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,8,21.703335827973056
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,16,21.67023648908597
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,24,14.345930203824084
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,32,11.85907213710184
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,40,11.34158509290448
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,48,10.597381626946245
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,56,12.579945926052584
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,64,12.748046364652394
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,72,12.655416948974295
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,80,12.800356673776662
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,88,11.748144855950724
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,96,11.726037326827884
MIT,set3_features,GPR,log,protocol_holdout,random_selection,9,99,12.425078924605751
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,8,22.34413690627547
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,16,19.65608632782953
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,24,17.667194479659244
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,32,13.029308354200872
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,40,12.778746245400963
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,48,13.706556940045909
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,56,11.12364550890775
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,64,10.769063940433275
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,72,10.933671699132557
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,80,10.052120165836705
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,88,10.229678591170757
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,96,10.26136940048248
MIT,set3_features,GPR,log,protocol_holdout,random_selection,10,99,10.42779083364328
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,8,24.321126551078915
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,16,31.779956618421227
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,24,23.938425420395166
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,32,19.27535937383866
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,40,20.305434170399963
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,48,21.39707491821764
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,56,20.708762449770752
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,64,21.08577468183492
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,72,20.50899256249864
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,80,20.02131125833948
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,88,20.285434357109807
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,96,20.03243167355168
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,1,99,20.106143053427765
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,8,20.27643185455181
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,16,12.618417517973054
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,24,10.44943183795619
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,32,12.15238256620143
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,40,12.17400926629368
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,48,11.343254413174868
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,56,12.02084730831939
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,64,12.373371781678804
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,72,12.567380250795296
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,80,12.340206529940373
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,88,11.886289959804976
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,96,11.837549738943787
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,2,99,12.00899183955939
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,8,16.455401222283655
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,16,18.356702061852936
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,24,17.4655058409809
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,32,15.932499031859606
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,40,16.840046517544476
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,48,12.039520325840453
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,56,14.528297637424368
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,64,14.822738176394289
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,72,14.09145807253141
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,80,14.276125899364288
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,88,16.51582265931264
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,96,19.58410254900426
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,3,99,22.423166888388167
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,8,16.232878505294646
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,16,10.179540283235626
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,24,9.282934785562658
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,32,11.265443875621406
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,40,9.12452234912828
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,48,8.87750804609017
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,56,9.670832401222556
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,64,9.496546288258603
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,72,10.077213469671523
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,80,9.60708307615482
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,88,9.185301225457591
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,96,9.346413034870714
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,4,99,9.03360753202288
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,8,18.957582171342647
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,16,15.640061419628278
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,24,13.874655587567515
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,32,15.282044438126617
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,40,12.581710384735285
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,48,13.133639501026256
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,56,14.056323268015031
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,64,13.150991813726428
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,72,12.5711970940027
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,80,12.78637314709535
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,88,12.650631793152684
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,96,12.848839059206762
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,5,99,12.838097862360016
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,8,18.37486750073762
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,16,14.057559643411652
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,24,11.63382945597059
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,32,13.780583229699603
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,40,12.62738906106032
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,48,12.670813123721144
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,56,13.242183992143254
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,64,12.534779895780764
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,72,13.931816972061467
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,80,14.266080548438596
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,88,13.714281565862654
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,96,14.262142490901924
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,6,99,14.19483676457106
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,8,17.93541170309674
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,16,13.187546706924923
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,24,11.519396838464733
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,32,13.2716427456907
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,40,11.726005231665022
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,48,12.097563942367266
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,56,11.242145031183128
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,64,13.47921001076164
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,72,10.613867440626205
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,80,10.47436301580197
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,88,10.768813809646556
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,96,10.545633990675876
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,7,99,10.70685844034572
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,8,16.43411634154104
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,16,13.362145844559013
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,24,12.343205713942176
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,32,14.26880380012615
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,40,13.696551062809805
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,48,14.434097432570034
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,56,14.138181101849224
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,64,14.85782918105608
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,72,14.625923420131471
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,80,14.41459130956108
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,88,14.04700762014192
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,96,14.142550346454565
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,8,99,14.27619712043925
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,8,15.977171885776892
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,16,15.44893851809784
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,24,11.626844688068072
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,32,11.968794979619627
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,40,13.076806908105969
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,48,12.992828500349493
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,56,12.49424352661464
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,64,12.379107285352257
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,72,12.815561956313209
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,80,12.792944043554588
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,88,12.402185379127266
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,96,12.314581884984172
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,9,99,12.425078924605751
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,8,16.965192307269664
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,16,15.54382541691729
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,24,13.957950086115453
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,32,12.931228402485736
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,40,11.333473133222146
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,48,10.75213984801774
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,56,11.645859111553245
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,64,11.620446655238451
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,72,11.222454944158498
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,80,10.429367260531317
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,88,10.422046098053295
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,96,10.507608533758551
MIT,set3_features,GPR,log,protocol_holdout,diversity_oneshot,10,99,10.42779083364328
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,8,24.321126551078915
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,16,21.813352974064124
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,24,19.26893343033595
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,32,23.18131444515744
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,40,24.309220087994458
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,48,19.55796372714413
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,56,20.31104004758273
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,64,19.77368996034264
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,72,19.263295418207623
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,80,18.77765042437853
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,88,19.22932610309978
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,96,20.708876057481486
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,1,99,20.106143053427765
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,8,20.27643185455181
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,16,12.88478484663115
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,24,13.531008267669776
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,32,13.398021380743966
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,40,12.317899880887223
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,48,12.15225680863777
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,56,12.79606821268646
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,64,11.710825130212813
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,72,11.533611200116008
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,80,11.671142002266636
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,88,11.21700741609572
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,96,12.136271621754002
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,2,99,12.00899183955939
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,8,16.455401222283655
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,16,14.731639882660744
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,24,14.950131023686732
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,32,14.825264014893875
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,40,15.607973178703038
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,48,14.884123155337551
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,56,15.083744370484148
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,64,14.1308030575875
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,72,13.561175261749773
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,80,14.205711382806374
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,88,16.579937525708285
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,96,15.761915086920396
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,3,99,22.423166888388167
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,8,16.232878505294646
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,16,10.513325779882496
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,24,9.29226936482702
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,32,9.386107666746412
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,40,9.123557927752085
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,48,8.91216941635581
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,56,8.55666793259086
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,64,8.150248572547786
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,72,8.567977124775993
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,80,8.465695900925015
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,88,8.570008728783716
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,96,9.163359752023766
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,4,99,9.03360753202288
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,8,18.957582171342647
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,16,15.059724825159462
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,24,15.634874450122076
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,32,13.350413422579752
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,40,13.979352283741466
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,48,13.897355581921286
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,56,14.2974729237281
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,64,14.476618121338571
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,72,14.184885375307587
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,80,13.509898245781043
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,88,13.9176902459785
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,96,13.180362176407828
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,5,99,12.838097862360016
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,6,8,18.37486750073762
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,6,16,15.581794085566775
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,6,24,13.517010166938338
MIT,set3_features,GPR,log,protocol_holdout,diversity_iterative,6,32,15.024222988585192
