dataset,feature_set,model,trial,full_pool_mape,model_family
MIT,set1_dQn_m,MLP,7,9.953864193661342,Deep learning
MIT,set1_dQn_m,CNN,8,15.966641799411626,Deep learning
MIT,set1_dQn_m,TabNet,8,42.66130213096934,Deep learning
MIT,set1_dQn_m,DeepVAE,8,9.309134544933864,Deep learning
MIT,set1_dQn_m,MLP,8,9.36432842062091,Deep learning
MIT,set1_dQn_m,CNN,9,13.13750606163879,Deep learning
MIT,set1_dQn_m,TabNet,9,16.8089901405166,Deep learning
MIT,set1_dQn_m,DeepVAE,9,13.492949542144991,Deep learning
MIT,set1_dQn_m,MLP,9,11.564704053164329,Deep learning
MIT,set1_dQn_m,CNN,10,12.031707703292954,Deep learning
MIT,set1_dQn_m,TabNet,10,42.10479280399797,Deep learning
MIT,set1_dQn_m,DeepVAE,10,9.920149036970376,Deep learning
MIT,set1_dQn_m,MLP,10,7.525992774268649,Deep learning
TRI_Tesla,set1_dQn_m,CNN,1,28.217967141984182,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,1,49.51709661524069,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,1,22.98384033308105,Deep learning
TRI_Tesla,set1_dQn_m,MLP,1,24.918706235791607,Deep learning
TRI_Tesla,set1_dQn_m,CNN,2,18.94526604081463,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,2,38.87938961757793,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,2,14.892573857185006,Deep learning
TRI_Tesla,set1_dQn_m,MLP,2,14.814982419611372,Deep learning
TRI_Tesla,set1_dQn_m,CNN,3,26.87589691052177,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,3,47.34929382850016,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,3,24.362041119571703,Deep learning
TRI_Tesla,set1_dQn_m,MLP,3,24.81603799427632,Deep learning
TRI_Tesla,set1_dQn_m,CNN,4,38.98009944527103,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,4,130.1918033450498,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,4,31.04631225735856,Deep learning
TRI_Tesla,set1_dQn_m,MLP,4,32.05428896830163,Deep learning
TRI_Tesla,set1_dQn_m,CNN,5,18.65621076437657,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,5,46.47269895895626,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,5,15.070315024922218,Deep learning
TRI_Tesla,set1_dQn_m,MLP,5,15.13037868862643,Deep learning
TRI_Tesla,set1_dQn_m,CNN,6,23.793503473723256,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,6,55.64826293578924,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,6,22.10508967122573,Deep learning
TRI_Tesla,set1_dQn_m,MLP,6,22.451984387475257,Deep learning
TRI_Tesla,set1_dQn_m,CNN,7,32.4137237913737,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,7,51.12308688095628,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,7,26.142614788426048,Deep learning
TRI_Tesla,set1_dQn_m,MLP,7,25.306363104029177,Deep learning
TRI_Tesla,set1_dQn_m,CNN,8,27.276847843244777,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,8,57.692016030603234,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,8,22.412974693880248,Deep learning
TRI_Tesla,set1_dQn_m,MLP,8,22.975340666317795,Deep learning
TRI_Tesla,set1_dQn_m,CNN,9,17.464277210214885,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,9,142.2557621126914,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,9,17.80835856631551,Deep learning
TRI_Tesla,set1_dQn_m,MLP,9,17.766465931967065,Deep learning
TRI_Tesla,set1_dQn_m,CNN,10,20.605417658563105,Deep learning
TRI_Tesla,set1_dQn_m,TabNet,10,21.59861179217848,Deep learning
TRI_Tesla,set1_dQn_m,DeepVAE,10,22.330045267516297,Deep learning
TRI_Tesla,set1_dQn_m,MLP,10,21.496029804308275,Deep learning
Formation,set2_early_soh,CNN,1,17.811585812135583,Deep learning
Formation,set2_early_soh,TabNet,1,20.066345954711416,Deep learning
Formation,set2_early_soh,DeepVAE,1,17.313052543356353,Deep learning
Formation,set2_early_soh,MLP,1,16.374377696876543,Deep learning
Formation,set2_early_soh,CNN,2,24.24597999232021,Deep learning
Formation,set2_early_soh,TabNet,2,23.05753290507332,Deep learning
Formation,set2_early_soh,DeepVAE,2,24.863098662120297,Deep learning
Formation,set2_early_soh,MLP,2,23.11333990689056,Deep learning
Formation,set2_early_soh,CNN,3,14.263932264705822,Deep learning
Formation,set2_early_soh,TabNet,3,16.83213202980659,Deep learning
Formation,set2_early_soh,DeepVAE,3,15.81900206616566,Deep learning
Formation,set2_early_soh,MLP,3,15.87347120087759,Deep learning
Formation,set2_early_soh,CNN,4,14.34637303102603,Deep learning
Formation,set2_early_soh,TabNet,4,20.752437794358418,Deep learning
Formation,set2_early_soh,DeepVAE,4,14.748680127156865,Deep learning
Formation,set2_early_soh,MLP,4,12.873165844347456,Deep learning
Formation,set2_early_soh,CNN,5,14.865177325677404,Deep learning
Formation,set2_early_soh,TabNet,5,18.04903972147602,Deep learning
Formation,set2_early_soh,DeepVAE,5,15.341541069989638,Deep learning
Formation,set2_early_soh,MLP,5,13.798890161178251,Deep learning
Formation,set2_early_soh,CNN,6,15.444789430443787,Deep learning
Formation,set2_early_soh,TabNet,6,19.72411187207599,Deep learning
Formation,set2_early_soh,DeepVAE,6,12.663470210996408,Deep learning
Formation,set2_early_soh,MLP,6,13.619998632943176,Deep learning
Formation,set2_early_soh,CNN,7,15.176921902195378,Deep learning
Formation,set2_early_soh,TabNet,7,18.02275755051408,Deep learning
Formation,set2_early_soh,DeepVAE,7,15.891136116278435,Deep learning
Formation,set2_early_soh,MLP,7,18.23177663391214,Deep learning
Formation,set2_early_soh,CNN,8,17.816965780979878,Deep learning
Formation,set2_early_soh,TabNet,8,18.94355609355022,Deep learning
Formation,set2_early_soh,DeepVAE,8,16.597751707164065,Deep learning
Formation,set2_early_soh,MLP,8,15.28515974969507,Deep learning
Formation,set2_early_soh,CNN,9,16.500144392121342,Deep learning
Formation,set2_early_soh,TabNet,9,22.60575921176481,Deep learning
Formation,set2_early_soh,DeepVAE,9,18.2840359191104,Deep learning
Formation,set2_early_soh,MLP,9,17.200718374482406,Deep learning
Formation,set2_early_soh,CNN,10,18.297940723467097,Deep learning
Formation,set2_early_soh,TabNet,10,18.68191499805534,Deep learning
Formation,set2_early_soh,DeepVAE,10,17.31536713528976,Deep learning
Formation,set2_early_soh,MLP,10,16.486391062145977,Deep learning
HUST,set2_early_soh,CNN,1,11.12088801768485,Deep learning
HUST,set2_early_soh,TabNet,1,14.936884440047574,Deep learning
HUST,set2_early_soh,DeepVAE,1,12.329141519567898,Deep learning
HUST,set2_early_soh,MLP,1,14.498046057431152,Deep learning
HUST,set2_early_soh,CNN,2,21.90370790221744,Deep learning
HUST,set2_early_soh,TabNet,2,21.84519815079905,Deep learning
HUST,set2_early_soh,DeepVAE,2,21.121738786665585,Deep learning
HUST,set2_early_soh,MLP,2,20.720414642870463,Deep learning
HUST,set2_early_soh,CNN,3,25.594732613698252,Deep learning
HUST,set2_early_soh,TabNet,3,16.890851342058568,Deep learning
HUST,set2_early_soh,DeepVAE,3,25.488764263264752,Deep learning
HUST,set2_early_soh,MLP,3,24.854983241115995,Deep learning
HUST,set2_early_soh,CNN,4,10.695059054789873,Deep learning
HUST,set2_early_soh,TabNet,4,13.254830921681489,Deep learning
HUST,set2_early_soh,DeepVAE,4,13.114740628928,Deep learning
HUST,set2_early_soh,MLP,4,14.946917213659146,Deep learning
HUST,set2_early_soh,CNN,5,19.14040573320804,Deep learning
HUST,set2_early_soh,TabNet,5,21.52747008519916,Deep learning
HUST,set2_early_soh,DeepVAE,5,20.972676743378823,Deep learning
HUST,set2_early_soh,MLP,5,20.120138638043287,Deep learning
HUST,set2_early_soh,CNN,6,26.942493195180838,Deep learning
HUST,set2_early_soh,TabNet,6,17.684843079530506,Deep learning
HUST,set2_early_soh,DeepVAE,6,22.09537133125704,Deep learning
HUST,set2_early_soh,MLP,6,28.57373363093264,Deep learning
HUST,set2_early_soh,CNN,7,35.32739863924399,Deep learning
HUST,set2_early_soh,TabNet,7,28.927557606925063,Deep learning
HUST,set2_early_soh,DeepVAE,7,29.221861930529773,Deep learning
HUST,set2_early_soh,MLP,7,41.404528497139935,Deep learning
HUST,set2_early_soh,CNN,8,30.812500048960057,Deep learning
HUST,set2_early_soh,TabNet,8,19.911806614046608,Deep learning
HUST,set2_early_soh,DeepVAE,8,29.07487770580644,Deep learning
HUST,set2_early_soh,MLP,8,31.616748247256982,Deep learning
HUST,set2_early_soh,CNN,9,15.281471056562165,Deep learning
HUST,set2_early_soh,TabNet,9,15.700301808883356,Deep learning
HUST,set2_early_soh,DeepVAE,9,15.608222332690795,Deep learning
HUST,set2_early_soh,MLP,9,14.942495151520353,Deep learning
HUST,set2_early_soh,CNN,10,23.70319829785254,Deep learning
HUST,set2_early_soh,TabNet,10,24.921179334645306,Deep learning
HUST,set2_early_soh,DeepVAE,10,27.346618559642742,Deep learning
HUST,set2_early_soh,MLP,10,26.1252944355942,Deep learning
ISU_ILCC,set2_early_soh,CNN,1,34.51397032441625,Deep learning
ISU_ILCC,set2_early_soh,TabNet,1,31.22110157463571,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,1,33.389569406622385,Deep learning
ISU_ILCC,set2_early_soh,MLP,1,31.608529579186893,Deep learning
ISU_ILCC,set2_early_soh,CNN,2,25.55900331892442,Deep learning
ISU_ILCC,set2_early_soh,TabNet,2,32.77775551260299,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,2,27.72467100179811,Deep learning
ISU_ILCC,set2_early_soh,MLP,2,25.098644892155512,Deep learning
ISU_ILCC,set2_early_soh,CNN,3,39.968158490164015,Deep learning
ISU_ILCC,set2_early_soh,TabNet,3,31.759583900377425,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,3,40.09125033160827,Deep learning
ISU_ILCC,set2_early_soh,MLP,3,39.63158113811349,Deep learning
ISU_ILCC,set2_early_soh,CNN,4,33.939173743462135,Deep learning
ISU_ILCC,set2_early_soh,TabNet,4,28.00763339572518,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,4,26.3903148989955,Deep learning
ISU_ILCC,set2_early_soh,MLP,4,30.85832388255335,Deep learning
ISU_ILCC,set2_early_soh,CNN,5,46.64964806315179,Deep learning
ISU_ILCC,set2_early_soh,TabNet,5,40.10857978060815,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,5,39.39022804273182,Deep learning
ISU_ILCC,set2_early_soh,MLP,5,37.6881580295413,Deep learning
ISU_ILCC,set2_early_soh,CNN,6,34.51675522627687,Deep learning
ISU_ILCC,set2_early_soh,TabNet,6,35.843211526311755,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,6,32.45720198211347,Deep learning
ISU_ILCC,set2_early_soh,MLP,6,34.073457155091575,Deep learning
ISU_ILCC,set2_early_soh,CNN,7,36.29074949388762,Deep learning
ISU_ILCC,set2_early_soh,TabNet,7,34.46474661130821,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,7,30.81087450572681,Deep learning
ISU_ILCC,set2_early_soh,MLP,7,32.95108875570568,Deep learning
ISU_ILCC,set2_early_soh,CNN,8,32.47781442854472,Deep learning
ISU_ILCC,set2_early_soh,TabNet,8,75.54046176492676,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,8,32.96069694480815,Deep learning
ISU_ILCC,set2_early_soh,MLP,8,33.78719295335395,Deep learning
ISU_ILCC,set2_early_soh,CNN,9,35.18291381127534,Deep learning
ISU_ILCC,set2_early_soh,TabNet,9,34.255835695355735,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,9,41.638503937482646,Deep learning
ISU_ILCC,set2_early_soh,MLP,9,45.78494560820038,Deep learning
ISU_ILCC,set2_early_soh,CNN,10,32.68675990468543,Deep learning
ISU_ILCC,set2_early_soh,TabNet,10,36.56338842695435,Deep learning
ISU_ILCC,set2_early_soh,DeepVAE,10,30.982304996897675,Deep learning
ISU_ILCC,set2_early_soh,MLP,10,38.82597466875317,Deep learning
KIT,set2_early_soh,CNN,1,29.407220311341987,Deep learning
KIT,set2_early_soh,TabNet,1,38.4903274500896,Deep learning
KIT,set2_early_soh,DeepVAE,1,26.873929173509246,Deep learning
KIT,set2_early_soh,MLP,1,21.596799732688368,Deep learning
KIT,set2_early_soh,CNN,2,25.32352096568235,Deep learning
KIT,set2_early_soh,TabNet,2,32.26053503188804,Deep learning
KIT,set2_early_soh,DeepVAE,2,23.78196344597273,Deep learning
KIT,set2_early_soh,MLP,2,25.054881767102007,Deep learning
KIT,set2_early_soh,CNN,3,37.99669214294995,Deep learning
KIT,set2_early_soh,TabNet,3,30.684519078388472,Deep learning
KIT,set2_early_soh,DeepVAE,3,10.463257551166963,Deep learning
KIT,set2_early_soh,MLP,3,20.576511514069377,Deep learning
KIT,set2_early_soh,CNN,4,21.863183205939173,Deep learning
KIT,set2_early_soh,TabNet,4,31.273605583826104,Deep learning
KIT,set2_early_soh,DeepVAE,4,15.911900318149108,Deep learning
KIT,set2_early_soh,MLP,4,28.59246208112621,Deep learning
KIT,set2_early_soh,CNN,5,32.38919158166545,Deep learning
KIT,set2_early_soh,TabNet,5,41.90775756718647,Deep learning
KIT,set2_early_soh,DeepVAE,5,26.405118483179265,Deep learning
KIT,set2_early_soh,MLP,5,29.232162389886625,Deep learning
KIT,set2_early_soh,CNN,6,41.14091269880703,Deep learning
KIT,set2_early_soh,TabNet,6,31.996320975422957,Deep learning
KIT,set2_early_soh,DeepVAE,6,38.5306041653684,Deep learning
KIT,set2_early_soh,MLP,6,39.04623599605736,Deep learning
KIT,set2_early_soh,CNN,7,30.082156612876062,Deep learning
KIT,set2_early_soh,TabNet,7,27.906913299907423,Deep learning
KIT,set2_early_soh,DeepVAE,7,24.343164656409776,Deep learning
KIT,set2_early_soh,MLP,7,22.24529030559447,Deep learning
KIT,set2_early_soh,CNN,8,29.54940711586889,Deep learning
KIT,set2_early_soh,TabNet,8,54.232156041148095,Deep learning
KIT,set2_early_soh,DeepVAE,8,26.516690293743363,Deep learning
KIT,set2_early_soh,MLP,8,24.11211440435153,Deep learning
KIT,set2_early_soh,CNN,9,23.268322896294627,Deep learning
KIT,set2_early_soh,TabNet,9,36.93198205970079,Deep learning
KIT,set2_early_soh,DeepVAE,9,22.53077117263085,Deep learning
KIT,set2_early_soh,MLP,9,30.24122756585032,Deep learning
KIT,set2_early_soh,CNN,10,83.76659279845397,Deep learning
KIT,set2_early_soh,TabNet,10,34.721825780273285,Deep learning
KIT,set2_early_soh,DeepVAE,10,101.77614659363684,Deep learning
KIT,set2_early_soh,MLP,10,113.3828812369759,Deep learning
LSD_Primary,set2_early_soh,CNN,1,36.29444493489722,Deep learning
LSD_Primary,set2_early_soh,TabNet,1,42.576129125514015,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,1,42.17285251906917,Deep learning
LSD_Primary,set2_early_soh,MLP,1,40.7310157351083,Deep learning
LSD_Primary,set2_early_soh,CNN,2,34.597104361266084,Deep learning
LSD_Primary,set2_early_soh,TabNet,2,43.81476183329317,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,2,38.08206129471719,Deep learning
LSD_Primary,set2_early_soh,MLP,2,48.31197349615002,Deep learning
LSD_Primary,set2_early_soh,CNN,3,66.05192028392415,Deep learning
LSD_Primary,set2_early_soh,TabNet,3,27.62859058550212,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,3,66.97168655810363,Deep learning
LSD_Primary,set2_early_soh,MLP,3,65.9889803092803,Deep learning
LSD_Primary,set2_early_soh,CNN,4,50.60106326236016,Deep learning
LSD_Primary,set2_early_soh,TabNet,4,100.40615217979048,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,4,38.80295326804511,Deep learning
LSD_Primary,set2_early_soh,MLP,4,37.73355808593143,Deep learning
LSD_Primary,set2_early_soh,CNN,5,35.61259760300544,Deep learning
LSD_Primary,set2_early_soh,TabNet,5,73.02175445841237,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,5,44.26188551867526,Deep learning
LSD_Primary,set2_early_soh,MLP,5,54.55128111979312,Deep learning
LSD_Primary,set2_early_soh,CNN,6,42.30675595920081,Deep learning
LSD_Primary,set2_early_soh,TabNet,6,65.27325813512626,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,6,42.12779448895239,Deep learning
LSD_Primary,set2_early_soh,MLP,6,55.37796401945057,Deep learning
LSD_Primary,set2_early_soh,CNN,7,33.96527456794292,Deep learning
LSD_Primary,set2_early_soh,TabNet,7,425.710227852629,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,7,34.74940180242445,Deep learning
LSD_Primary,set2_early_soh,MLP,7,35.21164538117807,Deep learning
LSD_Primary,set2_early_soh,CNN,8,61.92012618248791,Deep learning
LSD_Primary,set2_early_soh,TabNet,8,222.33969915913988,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,8,49.277787912253615,Deep learning
LSD_Primary,set2_early_soh,MLP,8,47.313358157357065,Deep learning
LSD_Primary,set2_early_soh,CNN,9,60.6377773757415,Deep learning
LSD_Primary,set2_early_soh,TabNet,9,35.888907175525965,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,9,52.23971073870284,Deep learning
LSD_Primary,set2_early_soh,MLP,9,60.47016703662999,Deep learning
LSD_Primary,set2_early_soh,CNN,10,30.244272382040403,Deep learning
LSD_Primary,set2_early_soh,TabNet,10,158.39607664991428,Deep learning
LSD_Primary,set2_early_soh,DeepVAE,10,34.01780453898467,Deep learning
LSD_Primary,set2_early_soh,MLP,10,41.54600465211589,Deep learning
LSD_Second,set2_early_soh,CNN,1,24.147167619001607,Deep learning
LSD_Second,set2_early_soh,TabNet,1,13.765299280551138,Deep learning
LSD_Second,set2_early_soh,DeepVAE,1,32.43340129357629,Deep learning
LSD_Second,set2_early_soh,MLP,1,35.50038984465244,Deep learning
LSD_Second,set2_early_soh,CNN,2,51.614011866467,Deep learning
LSD_Second,set2_early_soh,TabNet,2,38.34015708116383,Deep learning
LSD_Second,set2_early_soh,DeepVAE,2,57.84135381038664,Deep learning
LSD_Second,set2_early_soh,MLP,2,56.80940412563032,Deep learning
LSD_Second,set2_early_soh,CNN,3,37.20786832183822,Deep learning
LSD_Second,set2_early_soh,TabNet,3,30.07871152558569,Deep learning
LSD_Second,set2_early_soh,DeepVAE,3,47.8131974723482,Deep learning
LSD_Second,set2_early_soh,MLP,3,39.54170037876625,Deep learning
LSD_Second,set2_early_soh,CNN,4,45.02253333930935,Deep learning
LSD_Second,set2_early_soh,TabNet,4,31.454486214872425,Deep learning
LSD_Second,set2_early_soh,DeepVAE,4,40.64672408701297,Deep learning
LSD_Second,set2_early_soh,MLP,4,40.6693399670161,Deep learning
LSD_Second,set2_early_soh,CNN,5,32.34605636388939,Deep learning
LSD_Second,set2_early_soh,TabNet,5,37.43092438259845,Deep learning
LSD_Second,set2_early_soh,DeepVAE,5,25.26772242673815,Deep learning
LSD_Second,set2_early_soh,MLP,5,27.77901466604169,Deep learning
LSD_Second,set2_early_soh,CNN,6,63.90519605712068,Deep learning
LSD_Second,set2_early_soh,TabNet,6,34.6075022666913,Deep learning
LSD_Second,set2_early_soh,DeepVAE,6,48.58064828404181,Deep learning
LSD_Second,set2_early_soh,MLP,6,52.97985729129488,Deep learning
LSD_Second,set2_early_soh,CNN,7,42.78379305710934,Deep learning
LSD_Second,set2_early_soh,TabNet,7,43.50298270437945,Deep learning
LSD_Second,set2_early_soh,DeepVAE,7,40.48190467266698,Deep learning
LSD_Second,set2_early_soh,MLP,7,50.6178414316435,Deep learning
LSD_Second,set2_early_soh,CNN,8,29.508894513830235,Deep learning
LSD_Second,set2_early_soh,TabNet,8,29.7243790808715,Deep learning
LSD_Second,set2_early_soh,DeepVAE,8,40.33932658487925,Deep learning
LSD_Second,set2_early_soh,MLP,8,36.011104157425365,Deep learning
LSD_Second,set2_early_soh,CNN,9,36.84634762595762,Deep learning
LSD_Second,set2_early_soh,TabNet,9,30.844119792725262,Deep learning
LSD_Second,set2_early_soh,DeepVAE,9,40.24832511535838,Deep learning
LSD_Second,set2_early_soh,MLP,9,36.72706024279432,Deep learning
LSD_Second,set2_early_soh,CNN,10,36.817515876512914,Deep learning
LSD_Second,set2_early_soh,TabNet,10,33.30461491638623,Deep learning
LSD_Second,set2_early_soh,DeepVAE,10,34.15590025598237,Deep learning
LSD_Second,set2_early_soh,MLP,10,38.01690185032632,Deep learning
MIT,set2_early_soh,CNN,1,18.766845121452185,Deep learning
MIT,set2_early_soh,TabNet,1,21.62783280211625,Deep learning
MIT,set2_early_soh,DeepVAE,1,12.152652758287791,Deep learning
MIT,set2_early_soh,MLP,1,8.36278058147707,Deep learning
MIT,set2_early_soh,CNN,2,17.72339630768445,Deep learning
MIT,set2_early_soh,TabNet,2,37.061174552152,Deep learning
MIT,set2_early_soh,DeepVAE,2,7.804208492461899,Deep learning
MIT,set2_early_soh,MLP,2,6.365070362052207,Deep learning
MIT,set2_early_soh,CNN,3,24.011867953522756,Deep learning
MIT,set2_early_soh,TabNet,3,36.34816252585259,Deep learning
MIT,set2_early_soh,DeepVAE,3,7.7729595012620765,Deep learning
MIT,set2_early_soh,MLP,3,6.921683092161716,Deep learning
MIT,set2_early_soh,CNN,4,22.399710469387237,Deep learning
MIT,set2_early_soh,TabNet,4,37.787893892810345,Deep learning
MIT,set2_early_soh,DeepVAE,4,6.6270589837141625,Deep learning
MIT,set2_early_soh,MLP,4,7.421921427279804,Deep learning
MIT,set2_early_soh,CNN,5,17.87681457398836,Deep learning
MIT,set2_early_soh,TabNet,5,31.478200252137,Deep learning
MIT,set2_early_soh,DeepVAE,5,7.331028860992594,Deep learning
MIT,set2_early_soh,MLP,5,6.333551993780315,Deep learning
MIT,set2_early_soh,CNN,6,23.018965367147786,Deep learning
MIT,set2_early_soh,TabNet,6,30.974717887810733,Deep learning
MIT,set2_early_soh,DeepVAE,6,7.596681134944537,Deep learning
MIT,set2_early_soh,MLP,6,6.856368639509496,Deep learning
MIT,set2_early_soh,CNN,7,20.325974423444308,Deep learning
MIT,set2_early_soh,TabNet,7,32.58121210864005,Deep learning
MIT,set2_early_soh,DeepVAE,7,8.017655883143343,Deep learning
MIT,set2_early_soh,MLP,7,9.529901935247114,Deep learning
MIT,set2_early_soh,CNN,8,17.505411863214533,Deep learning
MIT,set2_early_soh,TabNet,8,51.269233074336206,Deep learning
MIT,set2_early_soh,DeepVAE,8,7.203330842403774,Deep learning
MIT,set2_early_soh,MLP,8,7.39131633711567,Deep learning
MIT,set2_early_soh,CNN,9,17.670141994879835,Deep learning
MIT,set2_early_soh,TabNet,9,30.181472094151207,Deep learning
MIT,set2_early_soh,DeepVAE,9,5.113615600719691,Deep learning
MIT,set2_early_soh,MLP,9,5.282163360310381,Deep learning
MIT,set2_early_soh,CNN,10,22.304983134723148,Deep learning
MIT,set2_early_soh,TabNet,10,28.755862276452053,Deep learning
MIT,set2_early_soh,DeepVAE,10,6.781087770012527,Deep learning
MIT,set2_early_soh,MLP,10,7.013612945090092,Deep learning
TRI_Tesla,set2_early_soh,CNN,1,18.011515128918155,Deep learning
TRI_Tesla,set2_early_soh,TabNet,1,49.77250464177758,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,1,14.84142434647244,Deep learning
TRI_Tesla,set2_early_soh,MLP,1,18.040755059704384,Deep learning
TRI_Tesla,set2_early_soh,CNN,2,13.142967134048485,Deep learning
TRI_Tesla,set2_early_soh,TabNet,2,33.18620276703142,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,2,14.9195307963669,Deep learning
TRI_Tesla,set2_early_soh,MLP,2,15.265760757834505,Deep learning
TRI_Tesla,set2_early_soh,CNN,3,15.906949219958976,Deep learning
TRI_Tesla,set2_early_soh,TabNet,3,78.7749994498114,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,3,17.35063181640697,Deep learning
TRI_Tesla,set2_early_soh,MLP,3,19.71402697838221,Deep learning
TRI_Tesla,set2_early_soh,CNN,4,27.00436520221477,Deep learning
TRI_Tesla,set2_early_soh,TabNet,4,99.92786046324127,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,4,22.854136434595137,Deep learning
TRI_Tesla,set2_early_soh,MLP,4,25.555323651299084,Deep learning
TRI_Tesla,set2_early_soh,CNN,5,15.025252692587165,Deep learning
TRI_Tesla,set2_early_soh,TabNet,5,64.97885422015244,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,5,15.138166384335284,Deep learning
TRI_Tesla,set2_early_soh,MLP,5,14.148245648206508,Deep learning
TRI_Tesla,set2_early_soh,CNN,6,18.694385187803903,Deep learning
TRI_Tesla,set2_early_soh,TabNet,6,47.260395054752045,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,6,16.302189652945685,Deep learning
TRI_Tesla,set2_early_soh,MLP,6,17.1938737322469,Deep learning
TRI_Tesla,set2_early_soh,CNN,7,18.430737738476463,Deep learning
TRI_Tesla,set2_early_soh,TabNet,7,50.353624538543926,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,7,15.52052469523352,Deep learning
TRI_Tesla,set2_early_soh,MLP,7,17.50736792061886,Deep learning
TRI_Tesla,set2_early_soh,CNN,8,21.471048453872065,Deep learning
TRI_Tesla,set2_early_soh,TabNet,8,44.21770736673093,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,8,23.66595218362553,Deep learning
TRI_Tesla,set2_early_soh,MLP,8,20.68586474619454,Deep learning
TRI_Tesla,set2_early_soh,CNN,9,21.06649268649633,Deep learning
TRI_Tesla,set2_early_soh,TabNet,9,52.919886732419656,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,9,20.90424159996917,Deep learning
TRI_Tesla,set2_early_soh,MLP,9,23.968621493784138,Deep learning
TRI_Tesla,set2_early_soh,CNN,10,15.714103916749696,Deep learning
TRI_Tesla,set2_early_soh,TabNet,10,32.799233540113285,Deep learning
TRI_Tesla,set2_early_soh,DeepVAE,10,16.854258061091784,Deep learning
TRI_Tesla,set2_early_soh,MLP,10,13.899102608069176,Deep learning
Formation,set3_features,CNN,1,11.588259333822446,Deep learning
Formation,set3_features,TabNet,1,12.745742502169682,Deep learning
Formation,set3_features,DeepVAE,1,11.895906087810786,Deep learning
Formation,set3_features,MLP,1,10.26553907400659,Deep learning
Formation,set3_features,CNN,2,14.003756218555491,Deep learning
Formation,set3_features,TabNet,2,18.96881339353424,Deep learning
Formation,set3_features,DeepVAE,2,13.525617384191952,Deep learning
Formation,set3_features,MLP,2,12.3613467196808,Deep learning
Formation,set3_features,CNN,3,8.302095011020864,Deep learning
Formation,set3_features,TabNet,3,15.332711544451229,Deep learning
Formation,set3_features,DeepVAE,3,10.934766980693254,Deep learning
Formation,set3_features,MLP,3,11.312702334238736,Deep learning
Formation,set3_features,CNN,4,14.92345829308146,Deep learning
Formation,set3_features,TabNet,4,15.718167518619744,Deep learning
Formation,set3_features,DeepVAE,4,12.484993809927705,Deep learning
Formation,set3_features,MLP,4,11.31720950875302,Deep learning
Formation,set3_features,CNN,5,14.394563496885944,Deep learning
Formation,set3_features,TabNet,5,16.852111656071656,Deep learning
Formation,set3_features,DeepVAE,5,12.306126076311074,Deep learning
Formation,set3_features,MLP,5,12.065360819256943,Deep learning
Formation,set3_features,CNN,6,10.237268224953649,Deep learning
Formation,set3_features,TabNet,6,16.10837618571338,Deep learning
Formation,set3_features,DeepVAE,6,11.403855929136522,Deep learning
Formation,set3_features,MLP,6,10.872849570206425,Deep learning
