dataset,feature_set,model,trial,full_pool_mape,model_family
LSD_Primary,set5_features_metadata_corr95,GPR,2,26.08568488548476,Primary ML
LSD_Primary,set5_features_metadata_corr95,GPR,3,23.343362393586904,Primary ML
LSD_Primary,set5_features_metadata_corr95,GPR,4,48.854688013083354,Primary ML
LSD_Primary,set5_features_metadata_corr95,GPR,5,92.80651440573756,Primary ML
LSD_Primary,set5_features_metadata_corr95,GPR,6,98.77424805728222,Primary ML
LSD_Primary,set5_features_metadata_corr95,GPR,7,57.02580127910933,Primary ML
LSD_Primary,set5_features_metadata_corr95,GPR,8,106.7628870533188,Primary ML
LSD_Primary,set5_features_metadata_corr95,GPR,9,41.59512348754863,Primary ML
LSD_Primary,set5_features_metadata_corr95,GPR,10,83.35336549150081,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,1,26.13401415377627,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,2,22.36068012259653,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,3,27.074719599318964,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,4,25.65356705731583,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,5,25.671721158952455,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,6,26.3625490517505,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,7,17.660173461397047,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,8,28.78339179248381,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,9,37.02672592093525,Primary ML
LSD_Primary,set5_features_metadata_corr95,RF,10,17.12320366653142,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,1,26.418801068020265,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,2,12.975722399681302,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,3,20.57605435424617,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,4,18.08616570918024,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,5,26.18761393410148,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,6,21.02522046649904,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,7,22.192940657273702,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,8,28.858349571569494,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,9,21.53585519388728,Primary ML
LSD_Second,set1_dQn_m,AE_ENet,10,30.2409122567776,Primary ML
LSD_Second,set1_dQn_m,GPR,1,16.174022119379426,Primary ML
LSD_Second,set1_dQn_m,GPR,2,10.238237642836854,Primary ML
LSD_Second,set1_dQn_m,GPR,3,11.285176359058664,Primary ML
LSD_Second,set1_dQn_m,GPR,4,17.836658313944298,Primary ML
LSD_Second,set1_dQn_m,GPR,5,21.102620053558734,Primary ML
LSD_Second,set1_dQn_m,GPR,6,13.723353005138538,Primary ML
LSD_Second,set1_dQn_m,GPR,7,24.593377959425272,Primary ML
LSD_Second,set1_dQn_m,GPR,8,18.08143890357264,Primary ML
LSD_Second,set1_dQn_m,GPR,9,12.333332463536545,Primary ML
LSD_Second,set1_dQn_m,GPR,10,24.056552033551547,Primary ML
LSD_Second,set1_dQn_m,RF,1,22.562875567935208,Primary ML
LSD_Second,set1_dQn_m,RF,2,12.75581389831792,Primary ML
LSD_Second,set1_dQn_m,RF,3,17.869445592290973,Primary ML
LSD_Second,set1_dQn_m,RF,4,19.610289798045848,Primary ML
LSD_Second,set1_dQn_m,RF,5,25.29763911990292,Primary ML
LSD_Second,set1_dQn_m,RF,6,17.05043444837394,Primary ML
LSD_Second,set1_dQn_m,RF,7,28.73220884120163,Primary ML
LSD_Second,set1_dQn_m,RF,8,26.219970593237125,Primary ML
LSD_Second,set1_dQn_m,RF,9,18.59122440981641,Primary ML
LSD_Second,set1_dQn_m,RF,10,29.03537976399189,Primary ML
LSD_Second,set2_early_soh,AE_ENet,1,25.15793185242967,Primary ML
LSD_Second,set2_early_soh,AE_ENet,2,39.157204562751154,Primary ML
LSD_Second,set2_early_soh,AE_ENet,3,31.79571003266289,Primary ML
LSD_Second,set2_early_soh,AE_ENet,4,29.748387978192877,Primary ML
LSD_Second,set2_early_soh,AE_ENet,5,29.374315030765125,Primary ML
LSD_Second,set2_early_soh,AE_ENet,6,36.72001329284533,Primary ML
LSD_Second,set2_early_soh,AE_ENet,7,40.3966968422639,Primary ML
LSD_Second,set2_early_soh,AE_ENet,8,30.25257615426068,Primary ML
LSD_Second,set2_early_soh,AE_ENet,9,31.0743941323374,Primary ML
LSD_Second,set2_early_soh,AE_ENet,10,40.67754383874537,Primary ML
LSD_Second,set2_early_soh,GPR,1,19.410144780099056,Primary ML
LSD_Second,set2_early_soh,GPR,2,51.59908816323787,Primary ML
LSD_Second,set2_early_soh,GPR,3,31.716334871027147,Primary ML
LSD_Second,set2_early_soh,GPR,4,32.93881939409159,Primary ML
LSD_Second,set2_early_soh,GPR,5,30.63225901060976,Primary ML
LSD_Second,set2_early_soh,GPR,6,44.4552334182735,Primary ML
LSD_Second,set2_early_soh,GPR,7,42.61991869806616,Primary ML
LSD_Second,set2_early_soh,GPR,8,30.507013196979443,Primary ML
LSD_Second,set2_early_soh,GPR,9,31.69374738528172,Primary ML
LSD_Second,set2_early_soh,GPR,10,30.720845748749586,Primary ML
LSD_Second,set2_early_soh,RF,1,37.17235244937532,Primary ML
LSD_Second,set2_early_soh,RF,2,86.36629567522778,Primary ML
LSD_Second,set2_early_soh,RF,3,45.193718342981775,Primary ML
LSD_Second,set2_early_soh,RF,4,57.97612060359633,Primary ML
LSD_Second,set2_early_soh,RF,5,35.70511750061794,Primary ML
LSD_Second,set2_early_soh,RF,6,61.63153857968749,Primary ML
LSD_Second,set2_early_soh,RF,7,56.05080402801349,Primary ML
LSD_Second,set2_early_soh,RF,8,31.204191775200023,Primary ML
LSD_Second,set2_early_soh,RF,9,43.03791823709571,Primary ML
LSD_Second,set2_early_soh,RF,10,48.10640462963962,Primary ML
LSD_Second,set3_features,AE_ENet,1,35.07970397556296,Primary ML
LSD_Second,set3_features,AE_ENet,2,11.531222610773266,Primary ML
LSD_Second,set3_features,AE_ENet,3,18.076394290856797,Primary ML
LSD_Second,set3_features,AE_ENet,4,19.32440352624618,Primary ML
LSD_Second,set3_features,AE_ENet,5,20.565284040292003,Primary ML
LSD_Second,set3_features,AE_ENet,6,16.267380259186822,Primary ML
LSD_Second,set3_features,AE_ENet,7,22.174890625252324,Primary ML
LSD_Second,set3_features,AE_ENet,8,17.38941728530336,Primary ML
LSD_Second,set3_features,AE_ENet,9,18.013897260601723,Primary ML
LSD_Second,set3_features,AE_ENet,10,27.5086577744574,Primary ML
LSD_Second,set3_features,GPR,1,18.165887143581077,Primary ML
LSD_Second,set3_features,GPR,2,10.316173764348347,Primary ML
LSD_Second,set3_features,GPR,3,14.407145962907956,Primary ML
LSD_Second,set3_features,GPR,4,19.2159305594528,Primary ML
LSD_Second,set3_features,GPR,5,15.74726704145934,Primary ML
LSD_Second,set3_features,GPR,6,16.613013134461532,Primary ML
LSD_Second,set3_features,GPR,7,17.711734126070553,Primary ML
LSD_Second,set3_features,GPR,8,22.024205634695573,Primary ML
LSD_Second,set3_features,GPR,9,15.935440836575296,Primary ML
LSD_Second,set3_features,GPR,10,23.72445385381941,Primary ML
LSD_Second,set3_features,RF,1,45.883462801918846,Primary ML
LSD_Second,set3_features,RF,2,18.092743565863863,Primary ML
LSD_Second,set3_features,RF,3,21.20972352563456,Primary ML
LSD_Second,set3_features,RF,4,14.331807302356369,Primary ML
LSD_Second,set3_features,RF,5,24.494299210633177,Primary ML
LSD_Second,set3_features,RF,6,19.40347861187459,Primary ML
LSD_Second,set3_features,RF,7,40.541232223473976,Primary ML
LSD_Second,set3_features,RF,8,25.80463045750157,Primary ML
LSD_Second,set3_features,RF,9,21.069304463128635,Primary ML
LSD_Second,set3_features,RF,10,39.55086991075624,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,1,33.80782604156345,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,2,16.020410012234727,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,3,22.194457134900954,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,4,21.06929760286876,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,5,19.53589084338796,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,6,14.658410383773404,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,7,21.6361942583105,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,8,22.515828894818384,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,9,20.333271444677678,Primary ML
LSD_Second,set4_features_metadata,AE_ENet,10,23.51766789993742,Primary ML
LSD_Second,set4_features_metadata,GPR,1,16.804028560670456,Primary ML
LSD_Second,set4_features_metadata,GPR,2,20.893417129007695,Primary ML
LSD_Second,set4_features_metadata,GPR,3,14.974516181039736,Primary ML
LSD_Second,set4_features_metadata,GPR,4,19.804809792592177,Primary ML
LSD_Second,set4_features_metadata,GPR,5,17.689772347324332,Primary ML
LSD_Second,set4_features_metadata,GPR,6,14.170858290235353,Primary ML
LSD_Second,set4_features_metadata,GPR,7,23.88062748270145,Primary ML
LSD_Second,set4_features_metadata,GPR,8,18.42652246344593,Primary ML
LSD_Second,set4_features_metadata,GPR,9,15.87610687622458,Primary ML
LSD_Second,set4_features_metadata,GPR,10,20.478702264644237,Primary ML
LSD_Second,set4_features_metadata,RF,1,44.694170792071056,Primary ML
LSD_Second,set4_features_metadata,RF,2,17.66841551584631,Primary ML
LSD_Second,set4_features_metadata,RF,3,19.70591281140973,Primary ML
LSD_Second,set4_features_metadata,RF,4,14.699656165735316,Primary ML
LSD_Second,set4_features_metadata,RF,5,24.68907595513821,Primary ML
LSD_Second,set4_features_metadata,RF,6,18.865108234508888,Primary ML
LSD_Second,set4_features_metadata,RF,7,41.16318099758132,Primary ML
LSD_Second,set4_features_metadata,RF,8,25.616562368667218,Primary ML
LSD_Second,set4_features_metadata,RF,9,19.712597607538545,Primary ML
LSD_Second,set4_features_metadata,RF,10,39.21162571027215,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,1,36.868418718435386,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,2,18.045787073511804,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,3,20.81233809578573,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,4,19.67975911806136,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,5,19.953393085913795,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,6,13.295154914528398,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,7,21.101524179952865,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,8,23.961311854425983,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,9,19.924885527495203,Primary ML
LSD_Second,set5_features_metadata_corr95,AE_ENet,10,23.238720318861493,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,1,16.768506642710797,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,2,21.696946188039103,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,3,13.779716391480562,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,4,19.6203849108308,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,5,17.814736834709713,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,6,14.190081180598929,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,7,23.260943809093646,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,8,18.191625584084115,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,9,14.413346257639395,Primary ML
LSD_Second,set5_features_metadata_corr95,GPR,10,20.281585069195064,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,1,43.3359729767339,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,2,17.42649112164876,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,3,20.170325982006297,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,4,14.221421793573082,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,5,24.152592199513805,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,6,18.822886496163704,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,7,44.27567143917064,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,8,25.15984725159971,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,9,20.3496481389298,Primary ML
LSD_Second,set5_features_metadata_corr95,RF,10,40.362698672644456,Primary ML
MIT,set1_dQn_m,AE_ENet,1,60.75170691839607,Primary ML
MIT,set1_dQn_m,AE_ENet,2,11.990063483590031,Primary ML
MIT,set1_dQn_m,AE_ENet,3,14.191484653510818,Primary ML
MIT,set1_dQn_m,AE_ENet,4,17.941684325186237,Primary ML
MIT,set1_dQn_m,AE_ENet,5,9.593750357055956,Primary ML
MIT,set1_dQn_m,AE_ENet,6,13.164707084864151,Primary ML
MIT,set1_dQn_m,AE_ENet,7,11.573134465159908,Primary ML
MIT,set1_dQn_m,AE_ENet,8,10.69999296972608,Primary ML
MIT,set1_dQn_m,AE_ENet,9,10.74742750599528,Primary ML
MIT,set1_dQn_m,AE_ENet,10,8.207647031721224,Primary ML
MIT,set1_dQn_m,GPR,1,16.91026606509311,Primary ML
MIT,set1_dQn_m,GPR,2,10.893303640702472,Primary ML
MIT,set1_dQn_m,GPR,3,10.680857105968158,Primary ML
MIT,set1_dQn_m,GPR,4,13.312950440997188,Primary ML
MIT,set1_dQn_m,GPR,5,9.128916746849638,Primary ML
MIT,set1_dQn_m,GPR,6,9.130620652324977,Primary ML
MIT,set1_dQn_m,GPR,7,9.284350748721437,Primary ML
MIT,set1_dQn_m,GPR,8,7.651764784717317,Primary ML
MIT,set1_dQn_m,GPR,9,6.147158205388116,Primary ML
MIT,set1_dQn_m,GPR,10,7.200233547146338,Primary ML
MIT,set1_dQn_m,RF,1,21.930036809470284,Primary ML
MIT,set1_dQn_m,RF,2,12.44118298454523,Primary ML
MIT,set1_dQn_m,RF,3,14.303282313125132,Primary ML
MIT,set1_dQn_m,RF,4,17.9576687103673,Primary ML
MIT,set1_dQn_m,RF,5,10.854425470348664,Primary ML
MIT,set1_dQn_m,RF,6,17.92442886097113,Primary ML
MIT,set1_dQn_m,RF,7,14.779936738735604,Primary ML
MIT,set1_dQn_m,RF,8,13.60414501016253,Primary ML
MIT,set1_dQn_m,RF,9,10.953668684913552,Primary ML
MIT,set1_dQn_m,RF,10,10.590785908205792,Primary ML
MIT,set2_early_soh,AE_ENet,1,15.55804396574364,Primary ML
MIT,set2_early_soh,AE_ENet,2,12.851995166563762,Primary ML
MIT,set2_early_soh,AE_ENet,3,20.898256264811145,Primary ML
MIT,set2_early_soh,AE_ENet,4,13.653922961240823,Primary ML
MIT,set2_early_soh,AE_ENet,5,13.205094320688191,Primary ML
MIT,set2_early_soh,AE_ENet,6,22.66983250499482,Primary ML
MIT,set2_early_soh,AE_ENet,7,14.86444435217537,Primary ML
MIT,set2_early_soh,AE_ENet,8,18.54014786953223,Primary ML
MIT,set2_early_soh,AE_ENet,9,20.28668638148861,Primary ML
MIT,set2_early_soh,AE_ENet,10,13.674189223074924,Primary ML
MIT,set2_early_soh,GPR,1,63.6771066322561,Primary ML
MIT,set2_early_soh,GPR,2,10.764516559737398,Primary ML
MIT,set2_early_soh,GPR,3,14.197444041096803,Primary ML
MIT,set2_early_soh,GPR,4,13.976657758874849,Primary ML
MIT,set2_early_soh,GPR,5,9.63745260260491,Primary ML
MIT,set2_early_soh,GPR,6,19.6766608049646,Primary ML
MIT,set2_early_soh,GPR,7,11.626438481051537,Primary ML
MIT,set2_early_soh,GPR,8,13.809249753564876,Primary ML
MIT,set2_early_soh,GPR,9,16.93016426356342,Primary ML
MIT,set2_early_soh,GPR,10,11.585569692745407,Primary ML
MIT,set2_early_soh,RF,1,41.07744866856712,Primary ML
MIT,set2_early_soh,RF,2,22.40575638948091,Primary ML
MIT,set2_early_soh,RF,3,14.551767857262291,Primary ML
MIT,set2_early_soh,RF,4,15.248917282020203,Primary ML
MIT,set2_early_soh,RF,5,16.95448225787369,Primary ML
MIT,set2_early_soh,RF,6,12.549016177763534,Primary ML
MIT,set2_early_soh,RF,7,17.877764286950757,Primary ML
MIT,set2_early_soh,RF,8,17.83288945122293,Primary ML
MIT,set2_early_soh,RF,9,14.175523008120916,Primary ML
MIT,set2_early_soh,RF,10,20.277053087585976,Primary ML
MIT,set3_features,AE_ENet,1,14.773600809151022,Primary ML
MIT,set3_features,AE_ENet,2,10.170604423888586,Primary ML
MIT,set3_features,AE_ENet,3,12.55961410258008,Primary ML
MIT,set3_features,AE_ENet,4,10.42011579184509,Primary ML
MIT,set3_features,AE_ENet,5,12.09063722054047,Primary ML
MIT,set3_features,AE_ENet,6,15.731654036250632,Primary ML
MIT,set3_features,AE_ENet,7,10.800444477153556,Primary ML
MIT,set3_features,AE_ENet,8,14.391178770845636,Primary ML
MIT,set3_features,AE_ENet,9,12.964411425806812,Primary ML
MIT,set3_features,AE_ENet,10,10.719947366160772,Primary ML
MIT,set3_features,GPR,1,20.106143053427765,Primary ML
MIT,set3_features,GPR,2,12.00899183955939,Primary ML
MIT,set3_features,GPR,3,22.42316688838817,Primary ML
MIT,set3_features,GPR,4,9.03360753202288,Primary ML
MIT,set3_features,GPR,5,12.838097862360016,Primary ML
MIT,set3_features,GPR,6,14.19483676457106,Primary ML
MIT,set3_features,GPR,7,10.706858440345721,Primary ML
MIT,set3_features,GPR,8,14.27619712043925,Primary ML
MIT,set3_features,GPR,9,12.425078924605751,Primary ML
MIT,set3_features,GPR,10,10.42779083364328,Primary ML
MIT,set3_features,RF,1,20.484621158396443,Primary ML
MIT,set3_features,RF,2,13.787613368419548,Primary ML
MIT,set3_features,RF,3,13.692554984570032,Primary ML
MIT,set3_features,RF,4,13.870243216196096,Primary ML
MIT,set3_features,RF,5,12.573158830621205,Primary ML
MIT,set3_features,RF,6,14.006576441559035,Primary ML
MIT,set3_features,RF,7,13.483492523587435,Primary ML
MIT,set3_features,RF,8,12.530766679908002,Primary ML
MIT,set3_features,RF,9,11.79601514744662,Primary ML
MIT,set3_features,RF,10,9.527713912639117,Primary ML
MIT,set4_features_metadata,AE_ENet,1,14.93210769440673,Primary ML
MIT,set4_features_metadata,AE_ENet,2,9.936158313004766,Primary ML
MIT,set4_features_metadata,AE_ENet,3,12.70162500346625,Primary ML
MIT,set4_features_metadata,AE_ENet,4,10.084684176658998,Primary ML
MIT,set4_features_metadata,AE_ENet,5,11.771259289672448,Primary ML
MIT,set4_features_metadata,AE_ENet,6,16.932362355461745,Primary ML
MIT,set4_features_metadata,AE_ENet,7,10.743357253318749,Primary ML
MIT,set4_features_metadata,AE_ENet,8,14.003631759744254,Primary ML
MIT,set4_features_metadata,AE_ENet,9,13.248052251041992,Primary ML
MIT,set4_features_metadata,AE_ENet,10,11.202343572170363,Primary ML
MIT,set4_features_metadata,GPR,1,19.664564024779285,Primary ML
MIT,set4_features_metadata,GPR,2,12.717509830104794,Primary ML
MIT,set4_features_metadata,GPR,3,18.873832726529223,Primary ML
MIT,set4_features_metadata,GPR,4,8.222585358970907,Primary ML
MIT,set4_features_metadata,GPR,5,11.610252475640651,Primary ML
MIT,set4_features_metadata,GPR,6,14.2426667547435,Primary ML
MIT,set4_features_metadata,GPR,7,11.090519618960604,Primary ML
MIT,set4_features_metadata,GPR,8,12.465038307769676,Primary ML
MIT,set4_features_metadata,GPR,9,11.40356028927016,Primary ML
MIT,set4_features_metadata,GPR,10,10.323880197230222,Primary ML
MIT,set4_features_metadata,RF,1,19.996542927348315,Primary ML
MIT,set4_features_metadata,RF,2,13.129118626667594,Primary ML
MIT,set4_features_metadata,RF,3,12.260999553884218,Primary ML
MIT,set4_features_metadata,RF,4,12.538855625716696,Primary ML
MIT,set4_features_metadata,RF,5,11.912980732856244,Primary ML
MIT,set4_features_metadata,RF,6,14.231074133217623,Primary ML
MIT,set4_features_metadata,RF,7,12.938194928506244,Primary ML
MIT,set4_features_metadata,RF,8,11.627941152409514,Primary ML
MIT,set4_features_metadata,RF,9,10.856452183579986,Primary ML
MIT,set4_features_metadata,RF,10,9.311220945324932,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,1,15.0131186641671,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,2,9.737541743820056,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,3,12.859782380059809,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,4,9.831024893833256,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,5,11.27444618020584,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,6,16.93432533711126,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,7,10.657555672564795,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,8,13.825955277697629,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,9,13.39001827987875,Primary ML
MIT,set5_features_metadata_corr95,AE_ENet,10,11.341662301093764,Primary ML
MIT,set5_features_metadata_corr95,GPR,1,18.305054904722038,Primary ML
MIT,set5_features_metadata_corr95,GPR,2,13.152763409969007,Primary ML
MIT,set5_features_metadata_corr95,GPR,3,12.17251784832251,Primary ML
MIT,set5_features_metadata_corr95,GPR,4,8.663390063476035,Primary ML
MIT,set5_features_metadata_corr95,GPR,5,11.959781275991462,Primary ML
MIT,set5_features_metadata_corr95,GPR,6,14.587724857718593,Primary ML
MIT,set5_features_metadata_corr95,GPR,7,11.308169057259752,Primary ML
MIT,set5_features_metadata_corr95,GPR,8,12.14796916438998,Primary ML
MIT,set5_features_metadata_corr95,GPR,9,10.792794541628735,Primary ML
MIT,set5_features_metadata_corr95,GPR,10,9.810460365477988,Primary ML
MIT,set5_features_metadata_corr95,RF,1,19.75813234747563,Primary ML
MIT,set5_features_metadata_corr95,RF,2,11.80088968308373,Primary ML
MIT,set5_features_metadata_corr95,RF,3,11.677351426838756,Primary ML
MIT,set5_features_metadata_corr95,RF,4,12.356504852577716,Primary ML
MIT,set5_features_metadata_corr95,RF,5,11.872628109668767,Primary ML
MIT,set5_features_metadata_corr95,RF,6,14.196366457270203,Primary ML
MIT,set5_features_metadata_corr95,RF,7,12.70696885014407,Primary ML
MIT,set5_features_metadata_corr95,RF,8,11.377231970468472,Primary ML
MIT,set5_features_metadata_corr95,RF,9,10.8068620522693,Primary ML
MIT,set5_features_metadata_corr95,RF,10,9.313413978785652,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,1,31.32275445545392,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,2,19.570289133444327,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,3,27.622559395532942,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,4,37.4489980071618,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,5,15.48014355088234,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,6,21.29292355804044,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,7,33.07102561886182,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,8,32.60245042193927,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,9,23.336887828660505,Primary ML
TRI_Tesla,set1_dQn_m,AE_ENet,10,19.01365362602721,Primary ML
TRI_Tesla,set1_dQn_m,GPR,1,21.99568830298372,Primary ML
TRI_Tesla,set1_dQn_m,GPR,2,14.005567139981617,Primary ML
TRI_Tesla,set1_dQn_m,GPR,3,22.19213062107027,Primary ML
TRI_Tesla,set1_dQn_m,GPR,4,29.29540415425476,Primary ML
TRI_Tesla,set1_dQn_m,GPR,5,18.96917657259517,Primary ML
TRI_Tesla,set1_dQn_m,GPR,6,18.546393201381743,Primary ML
TRI_Tesla,set1_dQn_m,GPR,7,23.6021324641138,Primary ML
TRI_Tesla,set1_dQn_m,GPR,8,21.594075008673144,Primary ML
TRI_Tesla,set1_dQn_m,GPR,9,17.902586340178665,Primary ML
TRI_Tesla,set1_dQn_m,GPR,10,19.735586581881535,Primary ML
TRI_Tesla,set1_dQn_m,RF,1,24.562378445210793,Primary ML
TRI_Tesla,set1_dQn_m,RF,2,16.558986055864164,Primary ML
TRI_Tesla,set1_dQn_m,RF,3,28.637895909724925,Primary ML
TRI_Tesla,set1_dQn_m,RF,4,32.824809212940025,Primary ML
TRI_Tesla,set1_dQn_m,RF,5,19.537223766160302,Primary ML
TRI_Tesla,set1_dQn_m,RF,6,24.131314443017857,Primary ML
TRI_Tesla,set1_dQn_m,RF,7,29.674831196002994,Primary ML
TRI_Tesla,set1_dQn_m,RF,8,25.661858823760877,Primary ML
TRI_Tesla,set1_dQn_m,RF,9,19.70680964305289,Primary ML
TRI_Tesla,set1_dQn_m,RF,10,16.163648859206678,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,1,39.96757559545336,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,2,28.17067073004884,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,3,35.82433945834646,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,4,68.71515454662979,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,5,21.40622688311648,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,6,35.20393203058099,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,7,46.24268660125948,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,8,46.8752006480928,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,9,31.683527005174323,Primary ML
TRI_Tesla,set2_early_soh,AE_ENet,10,17.368564497633198,Primary ML
TRI_Tesla,set2_early_soh,GPR,1,20.093300672831184,Primary ML
TRI_Tesla,set2_early_soh,GPR,2,18.44504330957335,Primary ML
TRI_Tesla,set2_early_soh,GPR,3,21.114127474784507,Primary ML
TRI_Tesla,set2_early_soh,GPR,4,33.388076244773714,Primary ML
TRI_Tesla,set2_early_soh,GPR,5,16.93994414946083,Primary ML
TRI_Tesla,set2_early_soh,GPR,6,21.22989351489512,Primary ML
TRI_Tesla,set2_early_soh,GPR,7,28.40181312820288,Primary ML
TRI_Tesla,set2_early_soh,GPR,8,26.08581782842847,Primary ML
TRI_Tesla,set2_early_soh,GPR,9,28.086055075002324,Primary ML
TRI_Tesla,set2_early_soh,GPR,10,24.778143827891693,Primary ML
TRI_Tesla,set2_early_soh,RF,1,23.65256121711669,Primary ML
TRI_Tesla,set2_early_soh,RF,2,21.657119723107638,Primary ML
TRI_Tesla,set2_early_soh,RF,3,29.20872486343621,Primary ML
TRI_Tesla,set2_early_soh,RF,4,41.77446887595109,Primary ML
TRI_Tesla,set2_early_soh,RF,5,19.519655684655312,Primary ML
TRI_Tesla,set2_early_soh,RF,6,28.613624338691967,Primary ML
TRI_Tesla,set2_early_soh,RF,7,30.594703148416,Primary ML
TRI_Tesla,set2_early_soh,RF,8,30.75090950625499,Primary ML
TRI_Tesla,set2_early_soh,RF,9,25.251524837134248,Primary ML
TRI_Tesla,set2_early_soh,RF,10,18.450596381817856,Primary ML
TRI_Tesla,set3_features,AE_ENet,1,24.425334399250783,Primary ML
TRI_Tesla,set3_features,AE_ENet,2,16.033911086746038,Primary ML
TRI_Tesla,set3_features,AE_ENet,3,27.399449799701774,Primary ML
TRI_Tesla,set3_features,AE_ENet,4,31.640842267240146,Primary ML
TRI_Tesla,set3_features,AE_ENet,5,17.35677398564891,Primary ML
TRI_Tesla,set3_features,AE_ENet,6,21.84223468389721,Primary ML
TRI_Tesla,set3_features,AE_ENet,7,29.164075492868665,Primary ML
TRI_Tesla,set3_features,AE_ENet,8,25.83530549984089,Primary ML
TRI_Tesla,set3_features,AE_ENet,9,22.336051317169968,Primary ML
TRI_Tesla,set3_features,AE_ENet,10,19.138769610259537,Primary ML
TRI_Tesla,set3_features,GPR,1,22.410432916134123,Primary ML
