index,dataset,feature_set,regressor,method,labelled_pool_fraction_pct,labeled_train_count,max_budget_mean,error_reduction_mean_pp,error_reduction_sd_pp,n_trials,error_reduction_sem_pp
6203,MIT,set1_dQn_m,GPR,coverage,48.484848484848484,48,99,0.7800016222285626,1.2391664619748843,10,0.3918588419933066
6204,MIT,set1_dQn_m,GPR,coverage,56.56565656565657,56,99,0.8880490054738626,1.6557000120578547,10,0.523578316007107
6205,MIT,set1_dQn_m,GPR,coverage,64.64646464646465,64,99,0.7877494470283002,1.6222204326428193,10,0.5129911434015071
6206,MIT,set1_dQn_m,GPR,coverage,72.72727272727273,72,99,0.3677762204575516,1.3592876808386603,10,0.4298445066858181
6207,MIT,set1_dQn_m,GPR,coverage,80.8080808080808,80,99,0.7304014263826832,2.840050091029049,10,0.8981026956620333
6208,MIT,set1_dQn_m,GPR,coverage,88.88888888888889,88,99,0.20334495166311664,0.7977661559541529,10,0.25227580930122206
6209,MIT,set1_dQn_m,GPR,coverage,96.96969696969697,96,99,-0.050003685034148225,0.2787819362410088,10,0.08815858890334274
6210,MIT,set1_dQn_m,GPR,coverage,100.0,99,99,0.0,0.0,10,0.0
6211,MIT,set1_dQn_m,GPR,diversity_iterative,8.080808080808081,8,99,1.2863628101950446,5.626023911204067,10,1.779104972997375
6212,MIT,set1_dQn_m,GPR,diversity_iterative,16.161616161616163,16,99,0.8531075089622989,4.144059031263506,10,1.31046652969836
6213,MIT,set1_dQn_m,GPR,diversity_iterative,24.242424242424242,24,99,0.3028592792383936,3.695890825115929,10,1.168743299068538
6214,MIT,set1_dQn_m,GPR,diversity_iterative,32.323232323232325,32,99,-0.7102166821499285,1.9617817851197523,10,0.6203698713209437
6215,MIT,set1_dQn_m,GPR,diversity_iterative,40.4040404040404,40,99,-1.8445668640464112,3.1157037749381664,10,0.9852720443189251
6216,MIT,set1_dQn_m,GPR,diversity_iterative,48.484848484848484,48,99,-1.3306199708352644,3.7472093329433216,10,1.184971636154112
6217,MIT,set1_dQn_m,GPR,diversity_iterative,56.56565656565657,56,99,-0.6293972010747454,2.9584136450747085,10,0.9355325379357055
6218,MIT,set1_dQn_m,GPR,diversity_iterative,64.64646464646465,64,99,-0.7453572093608433,2.6014032827796747,10,0.822635948622285
6219,MIT,set1_dQn_m,GPR,diversity_iterative,72.72727272727273,72,99,-1.0733813872911628,2.7023497147181343,10,0.8545580132815549
6220,MIT,set1_dQn_m,GPR,diversity_iterative,80.8080808080808,80,99,-0.22070077188118678,3.5259345630229393,10,1.1149984099862997
6221,MIT,set1_dQn_m,GPR,diversity_iterative,88.88888888888889,88,99,-0.22256080985270232,0.6236824702587218,10,0.19722571427377855
6222,MIT,set1_dQn_m,GPR,diversity_iterative,96.96969696969697,96,99,-0.17793538193551894,0.3708867103086221,10,0.11728467584622969
6223,MIT,set1_dQn_m,GPR,diversity_iterative,100.0,99,99,0.0,0.0,10,0.0
6224,MIT,set1_dQn_m,GPR,diversity_oneshot,8.080808080808081,8,99,1.2863628101950446,5.626023911204067,10,1.779104972997375
6225,MIT,set1_dQn_m,GPR,diversity_oneshot,16.161616161616163,16,99,3.094135378605861,4.274493351818407,10,1.3517134834993605
6226,MIT,set1_dQn_m,GPR,diversity_oneshot,24.242424242424242,24,99,2.189194354619328,2.846635983445209,10,0.9001853377080228
6227,MIT,set1_dQn_m,GPR,diversity_oneshot,32.323232323232325,32,99,-0.6408012146082026,1.8711728256103757,10,0.5917168024741833
6228,MIT,set1_dQn_m,GPR,diversity_oneshot,40.4040404040404,40,99,-0.367421829652257,2.867994837922389,10,0.9069396005440202
6229,MIT,set1_dQn_m,GPR,diversity_oneshot,48.484848484848484,48,99,1.0748266048389135,1.2199243640521857,10,0.3857739563537344
6230,MIT,set1_dQn_m,GPR,diversity_oneshot,56.56565656565657,56,99,-0.08540004816135678,4.1351399438452425,10,1.3076460666091736
6231,MIT,set1_dQn_m,GPR,diversity_oneshot,64.64646464646465,64,99,-0.3852348477701718,2.777801843169278,10,0.8784180713028755
6232,MIT,set1_dQn_m,GPR,diversity_oneshot,72.72727272727273,72,99,0.2834544853335819,0.9756825979508311,10,0.30853792829149596
6233,MIT,set1_dQn_m,GPR,diversity_oneshot,80.8080808080808,80,99,0.6192887557373129,2.6708488405240187,10,0.8445965622075722
